,tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,công ty phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả,path,phiên bản,thương hiệu,xuất xứ,xuất xứ thương hiệu
51,Nghiên Cứu Hồ Chí Minh Một Số Công Trình Tuyển Chọn - Tập 3: Đổi Mới - Hội Nhập - Phát Triển (Bìa Cứng),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_42427.jpg,NHÂN VẬT - SỰ KIỆN ,PGS TS Bùi Đình Phong,"
Bộ sách “Nghiên cứu Hồ Chí Minh - Một số công trình tuyển chọn” được kết cấu thành ba tập. Tập 1 tập trung vào những vấn đề chính trị, tư tưởng, tổ chức. Tập 2 là những chuyên luận về văn hóa, đạo đức, xã hội. Tập 3 đi sâu làm rõ những vấn đề đổi mới, hội nhập và phát triển.
Mỗi tập có nội dung cụ thể bám sát vào chủ đề, nhưng nhìn chung, cả ba tập là một chỉnh thể thống nhất về tư tưởng Hồ Chí Minh với ý nghĩa là hệ thống quan điểm toàn diện và sâu sắc về những vấn đề cơ bản của cách mạng Việt Nam và cách mạng giải phóng dân tộc ở các nước thuộc địa. Gắn kết cả ba tập sách, người đọc có thể nhận thấy trục xuyên suốt của bộ sách bắt đầu từ nhận thức của Đảng Cộng sản Việt Nam về tư tưởng Hồ Chí Minh và cuối cùng là tư tưởng Hồ Chí Minh mãi mãi soi đường cho sự nghiệp cách mạng của nhân dân Việt Nam giành thắng lợi.
Tập 1 làm rõ đường lối cách mạng Việt Nam: Giải phóng dân tộc theo con đường cách mạng vô sản với nội dung cụ thể là giải phóng dân tộc, xây dựng chế độ dân chủ nhân dân, tiến dần lên chủ nghĩa xã hội bỏ qua giai đoạn phát triển tư bản chủ nghĩa. Tác giả phân tích toàn diện tư tưởng Hồ Chí Minh về vấn đề dân tộc thuộc địa và cách mạng giải phóng dân tộc; về chủ nghĩa xã hội và con đường đi lên chủ nghĩa xã hội ở Việt Nam. Tác giả phân tích Hồ Chí Minh vận dụng và phát triển sáng tạo chủ nghĩa Mác - Lênin trong cách mạng giải phóng dân tộc và cách mạng xã hội chủ nghĩa. Những nội dung về hệ thống chính trị, trong đó có xây dựng Đảng trong điều kiện cầm quyền; về xây dựng Nhà nước của nhân dân, do nhân dân, vì nhân dân; về đại đoàn kết toàn dân tộc, kết hợp sức mạnh dân tộc với sức mạnh thời đại được trình bày khá đầy đủ, hệ thống.
Tập 2 bắt đầu bằng việc nêu rõ Nghị quyết 24C/18.6.5 của Khóa họp lần thứ 24 Đại hội đồng UNESCO ở Paris, từ ngày 20-10 đến ngày 20-11-1987, về kỷ niệm 100 năm Ngày sinh Chủ tịch Hồ Chí Minh, Anh hùng giải phóng dân tộc, Nhà văn hóa kiệt xuất Việt Nam. Trên cơ sở đó, công trình làm rõ những khía cạnh văn hóa cụ thể và vai trò của văn hóa trong cuộc đấu tranh giành độc lập dân tộc và xây dựng đất nước. Cùng với lĩnh vực văn hóa, các vấn đề về đạo đức, xã hội với những nội dung mới mẻ như an sinh xã hội, giá trị trường tồn của văn hóa, đạo đức Hồ Chí Minh trong lòng nhân loại tiến bộ được tác giả khai thác và phản ánh đậm nét.
Tập 3 là những nội dung khá rộng và mới, hầu như chưa được đề cập nhiều trong các giáo trình và cũng ít xuất hiện trong các sách chuyên khảo về Hồ Chí Minh của các tác giả trong và ngoài nước. Công trình cho thấy rằng, nhìn xuyên suốt từ tác phẩm Đường kách mệnh đến Di chúc, nói rộng ra là từ lúc ra đi tìm đường cứu nước đến tận cuối đời, sự nghiệp giải phóng dân tộc và xây dựng, phát triển đất nước của Hồ Chí Minh luôn luôn đổi mới, hội nhập và phát triển. Sự  nghiệp cách mạng đó thể hiện tư duy độc lập, tự chủ, sáng tạo, với trí tuệ, bản lĩnh, trách nhiệm cao trước nhân dân, Tổ quốc và nhân loại của Hồ Chí Minh, một con người cả cuộc đời vì nước, vì dân, không dính líu gì với vòng danh lợi.”
(Trích: Lời giới thiệu của GS. TS. NGƯT. Mạch Quang Thắng) 
",270.000 đ,,NXB Tổng Hợp TPHCM,2020,24 x 16 cm,Bìa Cứng,722,,https://www.fahasa.com/nghien-cu-u-ho-chi-minh-mo-t-so-cong-tri-nh-tuye-n-cho-n-ta-p-3-do-i-mo-i-ho-i-nha-p-pha-t-trie-n-bi-a-cu-ng.html,,,,
52,Nghiên Cứu Hồ Chí Minh Một Số Công Trình Tuyển Chọn - Tập 1: Chính Trị - Tư Tưởng - Tổ Chức (Bìa Cứng),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_42425.jpg,NHÂN VẬT - SỰ KIỆN ,PGS TS Bùi Đình Phong,"
Bộ sách “Nghiên cứu Hồ Chí Minh - Một số công trình tuyển chọn” được kết cấu thành ba tập. Tập 1 tập trung vào những vấn đề chính trị, tư tưởng, tổ chức. Tập 2 là những chuyên luận về văn hóa, đạo đức, xã hội. Tập 3 đi sâu làm rõ những vấn đề đổi mới, hội nhập và phát triển.
Mỗi tập có nội dung cụ thể bám sát vào chủ đề, nhưng nhìn chung, cả ba tập là một chỉnh thể thống nhất về tư tưởng Hồ Chí Minh với ý nghĩa là hệ thống quan điểm toàn diện và sâu sắc về những vấn đề cơ bản của cách mạng Việt Nam và cách mạng giải phóng dân tộc ở các nước thuộc địa. Gắn kết cả ba tập sách, người đọc có thể nhận thấy trục xuyên suốt của bộ sách bắt đầu từ nhận thức của Đảng Cộng sản Việt Nam về tư tưởng Hồ Chí Minh và cuối cùng là tư tưởng Hồ Chí Minh mãi mãi soi đường cho sự nghiệp cách mạng của nhân dân Việt Nam giành thắng lợi.
Tập 1 làm rõ đường lối cách mạng Việt Nam: Giải phóng dân tộc theo con đường cách mạng vô sản với nội dung cụ thể là giải phóng dân tộc, xây dựng chế độ dân chủ nhân dân, tiến dần lên chủ nghĩa xã hội bỏ qua giai đoạn phát triển tư bản chủ nghĩa. Tác giả phân tích toàn diện tư tưởng Hồ Chí Minh về vấn đề dân tộc thuộc địa và cách mạng giải phóng dân tộc; về chủ nghĩa xã hội và con đường đi lên chủ nghĩa xã hội ở Việt Nam. Tác giả phân tích Hồ Chí Minh vận dụng và phát triển sáng tạo chủ nghĩa Mác - Lênin trong cách mạng giải phóng dân tộc và cách mạng xã hội chủ nghĩa. Những nội dung về hệ thống chính trị, trong đó có xây dựng Đảng trong điều kiện cầm quyền; về xây dựng Nhà nước của nhân dân, do nhân dân, vì nhân dân; về đại đoàn kết toàn dân tộc, kết hợp sức mạnh dân tộc với sức mạnh thời đại được trình bày khá đầy đủ, hệ thống.
Tập 2 bắt đầu bằng việc nêu rõ Nghị quyết 24C/18.6.5 của Khóa họp lần thứ 24 Đại hội đồng UNESCO ở Paris, từ ngày 20-10 đến ngày 20-11-1987, về kỷ niệm 100 năm Ngày sinh Chủ tịch Hồ Chí Minh, Anh hùng giải phóng dân tộc, Nhà văn hóa kiệt xuất Việt Nam. Trên cơ sở đó, công trình làm rõ những khía cạnh văn hóa cụ thể và vai trò của văn hóa trong cuộc đấu tranh giành độc lập dân tộc và xây dựng đất nước. Cùng với lĩnh vực văn hóa, các vấn đề về đạo đức, xã hội với những nội dung mới mẻ như an sinh xã hội, giá trị trường tồn của văn hóa, đạo đức Hồ Chí Minh trong lòng nhân loại tiến bộ được tác giả khai thác và phản ánh đậm nét.
Tập 3 là những nội dung khá rộng và mới, hầu như chưa được đề cập nhiều trong các giáo trình và cũng ít xuất hiện trong các sách chuyên khảo về Hồ Chí Minh của các tác giả trong và ngoài nước. Công trình cho thấy rằng, nhìn xuyên suốt từ tác phẩm Đường kách mệnh đến Di chúc, nói rộng ra là từ lúc ra đi tìm đường cứu nước đến tận cuối đời, sự nghiệp giải phóng dân tộc và xây dựng, phát triển đất nước của Hồ Chí Minh luôn luôn đổi mới, hội nhập và phát triển. Sự  nghiệp cách mạng đó thể hiện tư duy độc lập, tự chủ, sáng tạo, với trí tuệ, bản lĩnh, trách nhiệm cao trước nhân dân, Tổ quốc và nhân loại của Hồ Chí Minh, một con người cả cuộc đời vì nước, vì dân, không dính líu gì với vòng danh lợi.”
(Trích: Lời giới thiệu của GS. TS. NGƯT. Mạch Quang Thắng) 
",265.000 đ,,NXB Tổng Hợp TPHCM,2020,24 x 16 cm,Bìa Cứng,740,,https://www.fahasa.com/nghien-cu-u-ho-chi-minh-mo-t-so-cong-tri-nh-tuye-n-cho-n-ta-p-1-chi-nh-tri-tu-tuo-ng-to-chu-c-bi-a-cu-ng.html,,,,
53,Giáo Sư Trần Văn Khê Những Câu Chuyện Để Lại,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_188486.jpg,NHÂN VẬT - SỰ KIỆN ,Nguyễn Chương,"
		    Giáo Sư Trần Văn Khê Những Câu Chuyện Để Lại		    
",65.000 đ,,NXB Tổng Hợp TPHCM,2019,13 x 20.5,Bìa Mềm,203,,https://www.fahasa.com/giao-su-tran-van-khe-nhung-cau-chuyen-de-lai.html,,,,
54,Di Sản Hồ Chí Minh - Hồ Chí Minh Bàn Về Phong Cách,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_187397.jpg,NHÂN VẬT - SỰ KIỆN ,"Vũ Tình, Phạm Văn Tuân, Lê Thị Nhung","
Khi nghiên cứu về Hồ Chí Minh chúng ta có thể tiếp cận đến Người ở nhiều góc độ khác nhau: Hồ Chí Minh – một công dân, một nhà báo, một chiến sĩ cách mạng, một nhà hoạt động chính trị, một danh nhân văn hóa, một lãnh tụ, v.v.. Nhưng, cho dù tiếp cận ở góc độ nào thì đạo đức và phong cách của Người vẫn là những điểm son, những viên ngọc trong toàn bộ tư tưởng và sự nghiệp của Người.  
",35.000 đ,,NXB Trẻ,2019,13 x 20.5,Bìa Mềm,52,,https://www.fahasa.com/di-san-ho-chi-minh-ho-chi-minh-ban-ve-phong-cach.html,,,,
55,Thành Cát Tư Hãn - Người Chinh Phục Thế Giới,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935074112385.jpg,NHÂN VẬT - SỰ KIỆN ,Ruth W. Dunnell,"
Thành Cát Tư Hãn - Người Chinh Phục Thế Giới
Thành Cát Tư Hãn hay Chinggis Khan (hay quen thuộc hơn là Genghis Khan, theo cách người châu Âu đọc chệch tên ông trong tiếng Ba Tư), là nhân vật lịch sử có sức lôi cuốn lớn lao, từ lâu đã gợi cảm hứng cho các học giả, các nhà văn, các nhà khảo cổ và các chuyên gia trong nhiều lãnh vực.
Chinggis Khan xuất hiện trong nhiều nguồn sử liệu như là một chiến lược gia lỗi lạc, một thiên tài trong việc suy đoán tính cách, một thủ lĩnh quân sự với kỉ luật sắt, một “kẻ ngoại đạo đáng nguyền rủa” trong các biên niên sử Hồi giáo ban đầu, sách còn trong những nguồn sử liệu khác thì lại là một anh hùng vô song, mà thành tựu của ông đã mở đường cho sự bành trướng của đạo Hồi.
Cuốn sách Thành Cát Tư Hãn người chinh phục thế giới này cố gắng khắc họa thật rõ ràng con người Chinggis Khan, xuất thân của ông, làm sao ông lại vướng vào cái nghiệp ấy và đã theo đuổi nó thế nào để rồi trở thành “Người chinh phục thế giới”, cũng như điều ấy có ý nghĩa ra sao đối với thế giới thời đó và sau này.. 
",100.000 đ,,NXB Hồng Đức,2018,13.5 x 21,Bìa Mềm,271,,https://www.fahasa.com/thanh-cat-tu-han-nguoi-chinh-phuc-the-gioi.html,,,,
56,Đa Dạng Tôn Giáo Với Tiến Trình Xây Dựng Cộng Đồng Văn Hóa - Xã Hội Asean (ASCC),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_10863.jpg,NHÂN VẬT - SỰ KIỆN ,TS Trần Thanh Huyền,"
Đông Nam Á từ lâu đã được coi là một trong những khu vực có ý nghĩa quan trọng trong lịch sử khu vực và thế giới, là “ngã tư đường”, cầu nối giữa Trung Quốc, Nhật Bản với khu vực Tây Á,… nên không phải ngẫu nhiên mà mối liên hệ của khu vực này với thế giới được xác lập. Trải qua hàng trăm năm, cư dân nơi này còn trải qua quá trình tiếp biến, xây dựng nền văn hóa riêng, độc đáo của mỗi quốc gia những cùng tồn tại hài hòa, tạo nên tính đa dạng, phong phú của nền văn hóa khu vực và đóng góp vào kho tàng văn hóa chung của nhân loại những giá trị tinh thần độc đáo.
Theo đó, bức tranh tôn giáo ở khu vực Đông Nam Á rất đa dạng, nhiều vẻ, bởi trong quá trình phát triển, ở đây đã hội tụ đủ các hệ ý thức, tư tưởng từ cả phương Đông như: Trung Quốc, Ấn Độ, Arập,… và phương Tây như: Tây Ban Nha, Hà Lan,… Vì thế, việc xây dựng chính sách để bảo đảm cho các nhóm cộng đồng tôn giáo chung sống hòa hợp trong mỗi quốc gia và ở phạm vi lớn hơn – khu vực là một vấn đề không hề đơn giản, nhất là khi sự hình thành của Cộng đồng ASEAN ( ASEAN Community – AC), mà cộng đồng Văn hóa – Xã hội ASEAN ( ASEAN Socio – Cultural Community – ASCC) là một trong ba trụ cột chính, đã đưa ra mục tiêu xây dựng ASEAN thành một cộng đồng vì con người, nơi mà các dân tộc Đông Nam Á trên chặng đường mới của mình sẽ gắn kết, chia sẻ lợi ích và phát triển cùng nhau dưới một mái nhà.
Để bạn đọc hiểu rõ hơn về vai trò của tôn giáo trong quá trình hình thành Cộng đồng Văn hóa – Xã hội ASEAN, Nhà xuất bản Chính trị quốc gia Sự thật xuất bản cuốn sách Đa dạng tôn giáo với tiến trình xây dựng cộng đồng văn hóa – xã hội ASEAN (ASCC). Cuốn sách phân tích những tác động có yếu tố tôn giáo đến quá trình xây dựng và hoàn thiện Cộng đồng này. 
",74.000 đ,,NXB Chính Trị Quốc Gia Sự Thật,2019,14.5 x 20.5 cm,Bìa Mềm,228,,https://www.fahasa.com/da-dang-ton-giao-voi-tien-trinh-xay-dung-cong-dong-van-hoa-xa-hoi-asean-ascc.html,,,,
57,"Luật Xây Dựng (Hiện Hành) (Sửa Đổi, Bổ Sung Năm 2016, 2018, 2019, 2020)",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_230125.jpg,NHÂN VẬT - SỰ KIỆN ,Quốc Hội,"
Nội dung cuốn sách là văn bản nhất thể hóa của Luật Xây dựng năm 2014, Luật sửa đổi, bổ sung Điều 6 và Phụ lục 4 về Danh mục ngành, nghề đầu tư kinh doanh có điều kiện của Luật Đầu tư năm 2016, Luật sửa đổi, bổ sung một số điều của 37 luật có liên quan đến quy hoạch năm 2018, Luật Kiến trúc năm 2019, Luật sửa đổi, bổ sung một số điều của Luật Xây dựng năm 2020. 
",45.000 đ,,NXB Chính Trị Quốc Gia Sự Thật,2021,19 x 13 cm,Bìa Mềm,216,,https://www.fahasa.com/luat-xay-dung-hien-hanh-sua-doi-bo-sung-nam-2016-2018-2019-2020-356762.html,,,,
58,Những Mẫu Chuyện Về Đời Hoạt Động Của Chủ Tịch Hồ Chí Minh,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_231335.jpg,NHÂN VẬT - SỰ KIỆN ,Trần Diên Tiên,"
LỜI NHÀ XUẤT BẢN
Phần thứ nhất - NHỮNG LỜI DẠY CỦA CHỦ TỊCH HỒ CHÍ MINH VỀ ĐẠO ĐỨC
Phần thứ hai - NHỮNG MẨU CHUYỆN VỀ TẤM GƯƠNG ĐẠO ĐỨC CỦA CHỦ TỊCH HỒ CHÍ MINH 
",47.000 đ,,NXB Chính Trị Quốc Gia Sự Thật,2020,18 x 12 x 0.9 cm,Bìa Mềm,206,,https://www.fahasa.com/nhung-mau-chuyen-ve-doi-hoat-dong-cua-chu-tich-ho-chi-minh.html,,,,
59,Adolf Hitler - Chân Dung Một Trùm Phát Xít (Tái Bản 2018),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_42304.jpg,NHÂN VẬT - SỰ KIỆN ,John Toland,"
Adolf Hitler – chân dung một trùm phát xít là tác phẩm đồ sộ và chi tiết bậc nhất từng có về Adolf Hitler. Với những phân tích sâu sắc và sáng rõ dựa trên một lượng lớn các nguồn tài liệu chưa công bố cùng các cuộc phỏng vấn 200 người từng là đồng sự hoặc từng tiếp xúc với Hitler, Toland đã vén bức màn phủ kín xung quanh tên trùm phát xít, giúp người đọc có một cái nhìn đầy đủ và rõ ràng nhất về nhân vật vô cùng đặc biêt này.
Một cuốn sách đã bán hơn 370.000 bản trên toàn nước Mỹ, một cuốn sách đáng đọc đầu tiên mà bất cứ độc giả nào quan tâm tới Hitler và cuộc chiến tranh châu Âu giai đoạn này nên tìm mua... Toland đã cặn kẽ phân tích con đường tiến thân của Hitler từ thời niên thiếu, trưởng thành cho đến khi đứng trên đỉnh cao tội ác cùng những yếu tố ngoại cảnh ảnh hưởng tới tâm lý cũng như những tội ác mà ông đã gây ra cho nhân loại nói chung và dân tộc Do Thái nói riêng.
Phiên bản mới này được Omega Plus hiệu chỉnh nội dung và bổ sung mục chú thích các nhân vật, tài liệu được phỏng vấn và trích dẫn.
Một số nhận xét :
Ðiều gì đã khiến từ một chàng trai đam mê hội họa mặc dù hai lần thi trượt Học viện Mỹ thuật Viên; từng sống lang thang trong các khu ổ chuột tại Viên; phải xếp hàng xin cháo thí trước cổng nhà thờ; tá túc trong những ngôi nhà tồi tàn dành cho người vô gia cư… trở thành nhân vật đứng đầu lực lượng đe dọa nền hòa bình thế giới? Vì sao Hitler có mối thâm thù và điên cuồng muốn tiêu diệt người Do Thái? Vì sao vẫn có rất nhiều người Ðức khi đó, đặc biệt là thanh niên, vẫn tôn sùng Hitler? Một con người tàn nhẫn như vậy liệu có tồn tại trong trái tim ông ta?... Tất cả sẽ được giải đáp trong cuốn sách này.
- NXB Công An Nhân Dân -
“Với cách tiếp cận chỉ tập trung vào cuộc đời Hitler, bỏ qua toàn cảnh nước Đức và thế giới, cuốn tiểu sử dày hơn 1.000 trang giấy này đã đưa đến một cách nhìn nhận về Hitler với đầy đủ những ước mơ, tình cảm phức tạp của một con người, chứ không phải một con quỷ. Đây mới là cách nhìn nhận lịch sử đúng đắn và cho ta hiểu được ngọn nguồn của cái ác đã biến chuyển cả thế giới trong thế kỷ XX. Dù sao thì thế giới cũng chưa bao giờ đơn giản đến mức chỉ có quỷ dữ mới gây ra những điều tồi tệ.”
- Trạm Đọc -
“Đã bán hơn 370.000 bản trên toàn nước Mỹ, đây là một cuốn sách đáng đọc đầu tiên mà bất kỳ một độc giả nào quan tâm đến Hitler và cuộc chiến tranh châu Âu giai đoạn này nên tìm mua… Cuốn sách xứng đáng là một kiệt tác.”
- Tạp chí Newsweek - 
",489.000 đ,,NXB Khoa học xã hội,2018,16 x 24,Bìa Cứng,1200,,https://www.fahasa.com/adolf-hitler-chan-dung-mot-trum-phat-xit-tai-ban-2018.html,,,,
60,Hồ Chí Minh - Chân Dung Một Tâm Hồn Và Trí Tuệ Vĩ Đại,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_230172.jpg,NHÂN VẬT - SỰ KIỆN ,GS Trần Văn Giàu,"
Hồ Chí Minh - Chân Dung Một Tâm Hồn Và Trí Tuệ Vĩ Đại
Tập sách gồm hai phần:
Phần thứ nhất, gồm các bài giới thiệu chân dung của Chủ tịch Hồ Chí Minh. Bằng lời văn truyền cảm, chỉ với một số bài viết ngắn , đã khắc họa chân dung của Chủ tịch Hồ Chí Minh một cách tinh tế. Đó là chân dung của một tâm hồn vĩ đại, một nhân cách giản dị, lão thực, hòa mình với thiên nhiên, yêu thương đồng bào mình và giai cấp lao động cần lao được kết tinh từ cội nguồn chủ nghĩa yêu nước truyền thống của đất nước Việt Nam ngàn năm văn hiến. Đây cũng chính là nguồn gốc để hình thành tư tưởng vĩ đại của Bác Hồ.
Phần thứ hai, gồm các bài viết về tư tưởng Hồ Chí Minh. Với một cách nhìn biện chứng và phân tích sâu sắc, những giá trị của tư tưởng đạo đức và tâm hồn cao đẹp của bậc vĩ nhân - Anh hùng giải phóng dân tộc, Danh nhân văn hóa kiệt xuất Hồ Chí Minh - đã được hệ thống hóa, vừa mở rộng và đào sâu; khẳng định tư tưởng của Chủ tịch Hồ Chí Minh là sự hội tụ trí tuệ, truyền thống văn hóa dân tộc và tinh hoa văn hóa nhân loại.
Mời bạn đón đọc. 
",55.000 đ,,NXB Tổng hợp TP.HCM,10-2010,20.4 x 14.5,Bìa Mềm,-1,,https://www.fahasa.com/ho-chi-minh-chan-dung-mot-tam-hon-va-tri-tue-vi-dai.html,,,,
61,Những Câu Chuyện Nhỏ - Bài Học Lớn Từ Bác Hồ,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_13038.jpg,NHÂN VẬT - SỰ KIỆN ,Đoàn Huyền Trang,"
Cuốn sách là tập hợp những câu chuyện như: Bác Hồ với thời gian, Từ đôi dép đến chiếc xe ô tô, Câu chuyện Bác bỏ thuốc là… kể về đạo đức, lối sống giản dị, tiết kiệm, những sinh hoạt bình dị… của Bác trong đời sống hằng ngày.
Qua đó, chúng ta sẽ hểu, học hỏi được những bài học vô cùng ý nghĩa, sẽ càng thấm thía hơn lời dạy của Người. 
",62.000 đ,,NXB Hồng Đức,2018,13 x 19 cm,Bìa Mềm,227,,https://www.fahasa.com/nhung-cau-chuyen-nho-bai-hoc-lon-tu-bac-ho.html,,,,
62,Di Sản Hồ Chí Minh - Bác Hồ Kể Chuyện Tây Du Ký,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8934974149255-800x800.jpg,NHÂN VẬT - SỰ KIỆN ,Trần Văn Giang,"
Di Sản Hồ Chí Minh - Bác Hồ Kể Chuyện Tây Du Ký
Tác giả Trần Văn Giang là một vị tướng trong Quân đội Nhân dân, tham gia cách mạng từ thời bí mật, sau cách mạng tháng 8 - 1945 ông được cử sang Quân đội và phục vụ Quân đội suốt 45 năm liên tục cho đến ngày về hưu. Là cán bộ cao cấp trong Quân đội, ông may mắn được gặp Hồ Chủ tịch nhiều lần trong các hội nghị, các lớp học, buổi liên hoan... Với cái nhìn tinh tế và trí nhớ tốt, cách kể chuyện trung thực những điều tai nghe mắt thấy và suy nghĩ của bản thân mình, ông đã viết lên những khúc hồi ký về Bác Hố khá sinh động, hóm hỉnh và xúc động. 
",30.000 đ,,NXB Trẻ,2019,14 x 20,Bìa Cứng,98,,https://www.fahasa.com/di-san-ho-chi-minh-bac-ho-ke-chuyen-tay-du-ky.html,,,,
63,Chuyện Về Ngày Bầu Cử (Tập 1),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786045846674.jpg,NHÂN VẬT - SỰ KIỆN ,Nhiều Tác Giả,"
Chuyện Về Ngày Bầu Cử (Tập 1)
Cuộc họp đầu tiên của Chính phủ lâm thời nước Việt Nam Dân chủ Cộng hòa sau ngày độc lập tại Bắc Bộ phủ (3-9-1945) đã mở đầu quá trình chuẩn bị cho cuộc phổ thông đầu phiếu gấp rút được thực hiện trong khoảng thời gian gần 4 tháng. Đó cũng là lần đầu tiên trong lịch sử hàng ngàn năm trên đất nước vừa hồi sinh, “hễ là những người muốn lo việc nước thì đều có quyền ra ứng cử, hễ là công dân thì đều có quyền đi bầu cử. Không chia gái trai, giàu nghèo, tôn giáo, nòi giống, giai cấp, đảng phái, hễ là công dân Việt Nam thì đều có hai quyền đó” .
Từ cuộc Tổng tuyển cử ngày 6 tháng 1 năm 1946, Quốc hội - cơ quan quyền lực cao nhất của nước Việt Nam Dân chủ Cộng hòa đã ra đời, đánh dấu bước nhảy vọt về thể chế dân chủ của nước Việt Nam mới. Trong Diễn văn khai mạc Kỳ họp thứ nhất Quốc hội khóa I nước Việt Nam Dân chủ Cộng hòa, Chủ tịch Hồ Chí Minh đã đúc rút rằng: “Cuộc Quốc dân đại biểu đại hội này là lần đầu tiên trong lịch sử của nước Việt Nam ta. Nó là một kết quả của cuộc Tổng tuyển cử ngày 6 tháng 1 năm 1946, mà cuộc Tổng tuyển cử lại là cái kết quả của sự hy sinh, tranh đấu của tổ tiên ta, nó là kết quả của sự đoàn kết anh dũng phấn đấu của toàn thể đồng bào Việt Nam ta, sự đoàn kết của toàn thể đồng bào không kể già trẻ, lớn bé, gồm tất cả các tôn giáo, tất cả các dân tộc trên bờ cõi Việt Nam đoàn kết chặt chẽ thành một khối hy sinh không sợ nguy hiểm tranh lấy nền độc lập cho Tổ quốc”.
Ngày 5-1-1946, Người ra Lời kêu gọi quốc dân đi bỏ phiếu với lý lẽ “Ngày mai, là một ngày vui sướng của đồng bào ta, vì ngày mai là ngày Tổng tuyển cử, vì ngày mai là một ngày đầu tiên trong lịch sử Việt Nam mà nhân dân ta bắt đầu hưởng dụng quyền dân chủ của mình” . Người hy vọng ngày mai sẽ có những đại biểu có mặt trong thành phần Quốc hội sau cuộc Tổng tuyển cử sao cho xứng đáng với niềm tin yêu, sự phó thác trách nhiệm cao cả của quốc dân lên đôi vai mình mà “ra sức giữ vững nền độc lập của Tổ quốc, ra sức mưu sự hạnh phúc cho đồng bào”, phải biết lấy lợi ích của quốc gia, dân tộc làm lợi ích cao nhất, thiêng liêng nhất.Kết quả cuộc bầu cử ngày 6 tháng 1 năm 1946 diễn ra thật tốt đẹp như mong muốn của Người.
70 năm đã trôi qua, nhưng ngày bầu cử Quốc hội 6 tháng 1 năm 1946 - ngày khai mở cho lịch sử lập hiến nước Việt Nam độc lập, tự do vẫn mãi mãi lắng sâu trong ký ức dân tộc. Những thế hệ người Việt Nam 70 năm qua và thế hệ tiếp nối mãi mãi lưu giữ hình ảnh Chủ tịch Hồ Chí Minh - Người đứng đầu Chính phủ lâm thời của nước Việt Nam mới, người lĩnh trách nhiệm cao nhất trong việc đề xướng và chỉ đạo tổ chức cuộc Tổng tuyển cử lịch sử, Người cũng là hiện thân của nền dân chủ cộng hòa.Những câu chuyện về ngày bầu cử đầu tiên ấy đã trải qua 70 năm nhưng vẫn được lưu truyền, được kể để nhớ mãi, như cách vua Trần Nhân Tông xưa làm “Người lính già đầu bạc; Kể mãi chuyện Nguyên Phong” … 
",45.000 đ,,NXB Tổng hợp TP.HCM,2016,19 x 12 cm,Bìa Mềm,164,,https://www.fahasa.com/chuyen-ve-ngay-bau-cu-tap-1.html,,,,
