,Tên Sách,Ảnh bìa,Thể loại,Nội dung tóm tắt,Giá bìa,Kích thước,Số trang,Tác giả,Nhà Xuất Bản,Dịch giả,Nhà Phát Hành,Loại sản phẩm,Tên Sách.1,Ảnh bìa.1,Thể loại.1,Tác giả.1,Nội dung tóm tắt.1,Giá bìa.1,Công ty phát hành,Ngày xuất bản,Loại bìa,Số trang.1,Nhà xuất bản,Kích thước.1,Dịch Giả,Phiên bản
593,Có Phong Cách Riêng,https://salt.tikicdn.com/cache/280x280/ts/product/f1/b6/61/f0c13a4770c05b81f0bc8e0b7a3602ff.jpg,Thời trang – may - thêu,"“CÓ PHONG CÁCH RIÊNG” – Giản và mộc như chính con người tác giả Đặng Trầm!Nếu bạn nghĩ, thời trang là xa xỉ và sang chảnh, hẳn sẽ phải ngạc nhiên trước những bức hình OOTD mà Đặng Trầm đăng lên faceb...",127400.0,14 x 20.5 cm,256.0,Đặng Trầm,,,,,Có Phong Cách Riêng,https://salt.tikicdn.com/cache/280x280/ts/product/f1/b6/61/f0c13a4770c05b81f0bc8e0b7a3602ff.jpg,Thời trang – may - thêu,Đặng Trầm,"“CÓ PHONG CÁCH RIÊNG” – Giản và mộc như chính con người tác giả Đặng Trầm!Nếu bạn nghĩ, thời trang là xa xỉ và sang chảnh, hẳn sẽ phải ngạc nhiên trước những bức hình OOTD mà Đặng Trầm đăng lên faceb...",127400.0,Stylory,2019-06-01 00:00:00,Bìa mềm,256.0,,14 x 20.5 cm,,
594,Project 333 – Tối Giản Trong Ăn Mặc,https://salt.tikicdn.com/cache/280x280/ts/product/ed/8f/78/004636933cba580cd889e310b872e362.jpg,Thời trang – may - thêu," «Project 333 – Tối giản trong ăn mặc»Thử thách thời trang tối giản mang tên Project 333 không phải là chuyện về thời trang hay áo xống, mà là câu chuyện về sự khởi đầu. Khi bạn nhận ra mình có thể b...",79200.0,14.5 x 20.5 cm,270.0,Courtney Carver,,,,,Project 333 – Tối Giản Trong Ăn Mặc,https://salt.tikicdn.com/cache/280x280/ts/product/ed/8f/78/004636933cba580cd889e310b872e362.jpg,Thời trang – may - thêu,Courtney Carver," «Project 333 – Tối giản trong ăn mặc»Thử thách thời trang tối giản mang tên Project 333 không phải là chuyện về thời trang hay áo xống, mà là câu chuyện về sự khởi đầu. Khi bạn nhận ra mình có thể b...",79200.0,Stylory,2020-04-04 00:00:00,Bìa mềm,270.0,Nhà Xuất Bản Thế Giới,14.5 x 20.5 cm,Biên giả : Thúy Nga,
595,Kỹ Thuật Móc Len Sợi - 15 Mẫu Thời Trang Dạo Phố,https://salt.tikicdn.com/cache/280x280/ts/product/f2/55/0b/816920b48ad73b7fe76bbae6d5ac5867.jpg,Thời trang – may - thêu,Quyển sách hứa hẹn sẽ mang đến sự thú vị cho những bạn nữ khéo tay và yêu thích thời trang. Tự tạo một kiểu áo len xinh xắn...,41080.0,19 x 26.5 cm,48.0,Quỳnh Hương,,,,,Kỹ Thuật Móc Len Sợi - 15 Mẫu Thời Trang Dạo Phố,https://salt.tikicdn.com/cache/280x280/ts/product/f2/55/0b/816920b48ad73b7fe76bbae6d5ac5867.jpg,Thời trang – may - thêu,Quỳnh Hương,Quyển sách hứa hẹn sẽ mang đến sự thú vị cho những bạn nữ khéo tay và yêu thích thời trang. Tự tạo một kiểu áo len xinh xắn...,41080.0,Công Ty TNHH Văn Hóa Việt Thư,2020-10-15 00:00:00,Bìa mềm,48.0,Nhà Xuất Bản Hồng Đức,19 x 26.5 cm,,
596,Kỹ Thuật Đan Len Sơi - 480 Mẫu Đan Đẹp,https://salt.tikicdn.com/cache/280x280/ts/product/90/43/53/f4c39512ea6607588cfee3387e659124.jpg,Thời trang – may - thêu,Kỹ Thuật Đan Len Sơi - 480 Mẫu Đan ĐẹpMang đến cho bạn các cách thực hiện những kiểu mẫu hoa văn để áp dụng đan trang phục cho người lớn và trẻ em. Những mũi đan cơ bản được kết hợp một cách linh hoạ...,104000.0,19 x 27 cm,,Cẩm Vân,,,,,Kỹ Thuật Đan Len Sơi - 480 Mẫu Đan Đẹp,https://salt.tikicdn.com/cache/280x280/ts/product/90/43/53/f4c39512ea6607588cfee3387e659124.jpg,Thời trang – may - thêu,Cẩm Vân,Kỹ Thuật Đan Len Sơi - 480 Mẫu Đan ĐẹpMang đến cho bạn các cách thực hiện những kiểu mẫu hoa văn để áp dụng đan trang phục cho người lớn và trẻ em. Những mũi đan cơ bản được kết hợp một cách linh hoạ...,104000.0,NXB Phụ Nữ Việt Nam,2018-04-01 00:00:00,Bìa mềm,,,19 x 27 cm,,
597,Kỹ Thuật Đan Móc - Áo Len Nữ,https://salt.tikicdn.com/cache/280x280/ts/product/11/68/ae/904037968740187fac0eca74c8d29436.jpg,Thời trang – may - thêu,Kỹ Thuật Đan Móc - Áo Len Nữ...,70310.0,,,"Hoàng Thùy,Hoàng Thúy,Hoàng Thuý",,,,,Kỹ Thuật Đan Móc - Áo Len Nữ,https://salt.tikicdn.com/cache/280x280/ts/product/11/68/ae/904037968740187fac0eca74c8d29436.jpg,Thời trang – may - thêu,"Hoàng Thùy,Hoàng Thúy,Hoàng Thuý",Kỹ Thuật Đan Móc - Áo Len Nữ...,70310.0,Văn Hóa Thông Tin,,,,,,,
598,Nghệ Thuật Làm Hoa Giấy,https://salt.tikicdn.com/cache/280x280/ts/product/ed/9d/92/ea41ffaea3bb9e5551ea0163baae9188.jpg,Thời trang – may - thêu,"Ngoài việc dùng hoa tươi để trang trí, người ta còn có thể sử dụng hoa nhân tạo, trong số đó có hoa làm bằng giấy, tuy rẻ tiền và dễ làm nhưng không kém vẻ duyên dáng, sinh động. Cuốn sách Nghệ T...",15300.0,,,Phan Anh Tuyết,,,,,Nghệ Thuật Làm Hoa Giấy,https://salt.tikicdn.com/cache/280x280/ts/product/ed/9d/92/ea41ffaea3bb9e5551ea0163baae9188.jpg,Thời trang – may - thêu,Phan Anh Tuyết,"Ngoài việc dùng hoa tươi để trang trí, người ta còn có thể sử dụng hoa nhân tạo, trong số đó có hoa làm bằng giấy, tuy rẻ tiền và dễ làm nhưng không kém vẻ duyên dáng, sinh động. Cuốn sách Nghệ T...",15300.0,DNTN VHP Xuân Hương,,,,Nhà Xuất Bản Tổng hợp TP.HCM,,,
599,Kỹ Thuật Cắt May Căn Bản,https://salt.tikicdn.com/cache/280x280/media/catalog/product/k/y/ky-thuat-cat-may-can-ban-1.u5102.d20170530.t163222.382397.jpg,Thời trang – may - thêu,Kỹ Thuật Cắt May Căn Bản 1. Cắt đo căn bản 2. Cách vẽ và may các loại váy 3. Cách vẽ và may quần tây 4. Cách vẽ và may trang phục nữ 5. Thiết kế mẫu nam 6. Hướng dẫn may quần áo thiếu nhi 7. Hư...,60000.0,,223.0,Quỳnh Hương,,,,,Kỹ Thuật Cắt May Căn Bản,https://salt.tikicdn.com/cache/280x280/media/catalog/product/k/y/ky-thuat-cat-may-can-ban-1.u5102.d20170530.t163222.382397.jpg,Thời trang – may - thêu,Quỳnh Hương,Kỹ Thuật Cắt May Căn Bản 1. Cắt đo căn bản 2. Cách vẽ và may các loại váy 3. Cách vẽ và may quần tây 4. Cách vẽ và may trang phục nữ 5. Thiết kế mẫu nam 6. Hướng dẫn may quần áo thiếu nhi 7. Hư...,60000.0,Công Ty TNHH Văn Hóa Việt Thư,2017-05-01 00:00:00,Bìa mềm,223.0,,,,
600,Kỹ Thuật Móc Len Sợi - Thời Trang Xuân Hè,https://salt.tikicdn.com/cache/280x280/media/catalog/product/s/c/scan_173.jpg,Thời trang – may - thêu,Quyển sách hứa hẹn sẽ mang đến sự thú vị cho những bạn nữ khéo tay và yêu thích thời trang. Tự tạo một kiểu áo len xinh xắn..tại sao không chứ? Thỏa sức sáng tạo và diện thật đẹp với Kỹ Thuật Móc Len ...,38640.0,19x26.5x0.3cm,83.0,Quỳnh Hương,,,,,Kỹ Thuật Móc Len Sợi - Thời Trang Xuân Hè,https://salt.tikicdn.com/cache/280x280/media/catalog/product/s/c/scan_173.jpg,Thời trang – may - thêu,Quỳnh Hương,Quyển sách hứa hẹn sẽ mang đến sự thú vị cho những bạn nữ khéo tay và yêu thích thời trang. Tự tạo một kiểu áo len xinh xắn..tại sao không chứ? Thỏa sức sáng tạo và diện thật đẹp với Kỹ Thuật Móc Len ...,38640.0,Công Ty TNHH Văn Hóa Việt Thư,2011-08-01 07:00:00,Bìa mềm,83.0,,19x26.5x0.3cm,,
601,Kỹ Thuật Đan Len Sợi - Trang Phục Trẻ Em,https://salt.tikicdn.com/cache/280x280/ts/product/f7/11/a2/4242d6c5e3fbe9b2e1748e167e217bd6.jpg,Thời trang – may - thêu,"Đan len sợi là nghệ thuật tạo ra trang phục mặc ấm cho con người. Nhiều loại len sợi khác nhau được đan kết tạo thành những sản phẩm vô cùng phong phú như: khăn choàng cổ, mũ, y phục cho trẻ em, y phụ...",119850.0,19 x 27 cm,144.0,Cẩm Vân,,,,,Kỹ Thuật Đan Len Sợi - Trang Phục Trẻ Em,https://salt.tikicdn.com/cache/280x280/ts/product/f7/11/a2/4242d6c5e3fbe9b2e1748e167e217bd6.jpg,Thời trang – may - thêu,Cẩm Vân,"Đan len sợi là nghệ thuật tạo ra trang phục mặc ấm cho con người. Nhiều loại len sợi khác nhau được đan kết tạo thành những sản phẩm vô cùng phong phú như: khăn choàng cổ, mũ, y phục cho trẻ em, y phụ...",119850.0,NXB Phụ Nữ Việt Nam,2019-09-01 00:00:00,Bìa mềm,144.0,,19 x 27 cm,,
602,Kỹ Thuật Móc Len Sợi - Thời Trang Mùa Hạ,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img029_1_1.jpg,Thời trang – may - thêu,Quyển sách hứa hẹn sẽ mang đến sự thú vị cho những bạn nữ khéo tay và yêu thích thời trang. Tự tạo một kiểu áo len xinh xắn..tại sao không chứ? Thỏa sức sáng tạo và diện thật đẹp với Kỹ Thuật Móc Len ...,37000.0,19x26.5x0.3cm,47.0,Quỳnh Hương,,,,,Kỹ Thuật Móc Len Sợi - Thời Trang Mùa Hạ,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img029_1_1.jpg,Thời trang – may - thêu,Quỳnh Hương,Quyển sách hứa hẹn sẽ mang đến sự thú vị cho những bạn nữ khéo tay và yêu thích thời trang. Tự tạo một kiểu áo len xinh xắn..tại sao không chứ? Thỏa sức sáng tạo và diện thật đẹp với Kỹ Thuật Móc Len ...,37000.0,Việt Thư,2011-05-01 07:00:00,Bìa mềm,47.0,Nhà Xuất Bản Văn Hoá Thông Tin,19x26.5x0.3cm,,
603,Sách - Mê đồ - Hiểu mình,https://salt.tikicdn.com/cache/280x280/ts/product/2c/5d/e9/09104adfb11ce06f624052310ebd5b8a.jpg,Thời trang – may - thêu,"       THÔNG TIN SÁCH CƠ BẢN   Tác phẩm: Mê đồ - Hiểu mình   Tác giả: Alyson Walsh   Dịch giả: Travelling Kat   Số trang: 184 trang   Kích thước: 14,5 x 19 (cm)   Đơn vị phát hành: Bloom Boo...",84000.0,,184.0,Alyson Walsh,,,,,Sách - Mê đồ - Hiểu mình,https://salt.tikicdn.com/cache/280x280/ts/product/2c/5d/e9/09104adfb11ce06f624052310ebd5b8a.jpg,Thời trang – may - thêu,Alyson Walsh,"       THÔNG TIN SÁCH CƠ BẢN   Tác phẩm: Mê đồ - Hiểu mình   Tác giả: Alyson Walsh   Dịch giả: Travelling Kat   Số trang: 184 trang   Kích thước: 14,5 x 19 (cm)   Đơn vị phát hành: Bloom Boo...",84000.0,Bloom Books,,,184.0,Nhà Xuất Bản Thế Giới,,,
604,Sách - Mặc Đẹp Kiểu Scandinavian,https://salt.tikicdn.com/cache/280x280/ts/product/71/1b/dd/b6440914162808e56e2ddb2c58110719.jpg,Thời trang – may - thêu,       THÔNG CÁO BÁO CHÍ   CUỐN SÁCH «Mặc đẹp kiểu Scandinavian»   Về tác giả và cuốn sách   ----------------------------------------------------------------------------------------------------...,108000.0,,190.0,Pernille Teisbaek,,,,,Sách - Mặc Đẹp Kiểu Scandinavian,https://salt.tikicdn.com/cache/280x280/ts/product/71/1b/dd/b6440914162808e56e2ddb2c58110719.jpg,Thời trang – may - thêu,Pernille Teisbaek,       THÔNG CÁO BÁO CHÍ   CUỐN SÁCH «Mặc đẹp kiểu Scandinavian»   Về tác giả và cuốn sách   ----------------------------------------------------------------------------------------------------...,108000.0,AZ Việt Nam,,,190.0,Nhà Xuất Bản Thế Giới,,,
605,"Bộ Sách Móc Len Sợi Hè Thu + Móc Len Sợi Xuân Hè + Móc Len Sợi 15 Mẫu Thời Trang + Móc Len Sợi Tấm Lót, Thảm (Bộ 4 Cuốn)",https://salt.tikicdn.com/cache/280x280/ts/product/91/b5/f9/2e38645fc82cf16b18cc9934c3d18d99.jpg,Thời trang – may - thêu,"Len, sợi, chỉ cotton, chỉ nylon, sợi giấy đều là nguyên liệu dùng để đan hoặc móc. Ta có thể so sánh kích cỡ các loại sợi chỉ và len theo bảng chỉ dẫn.   Kim móc được làm từ kim loại như: sắt, nhôm, ...",150400.0,,,Quỳnh Hương,,,,,"Bộ Sách Móc Len Sợi Hè Thu + Móc Len Sợi Xuân Hè + Móc Len Sợi 15 Mẫu Thời Trang + Móc Len Sợi Tấm Lót, Thảm (Bộ 4 Cuốn)",https://salt.tikicdn.com/cache/280x280/ts/product/91/b5/f9/2e38645fc82cf16b18cc9934c3d18d99.jpg,Thời trang – may - thêu,Quỳnh Hương,"Len, sợi, chỉ cotton, chỉ nylon, sợi giấy đều là nguyên liệu dùng để đan hoặc móc. Ta có thể so sánh kích cỡ các loại sợi chỉ và len theo bảng chỉ dẫn.   Kim móc được làm từ kim loại như: sắt, nhôm, ...",150400.0,Cty Văn Hóa Việt Thư,,,,Nhà Xuất Bản Hồng Đức,,,
606,Sách - Đừng Chỉ Mặc Màu Đen,https://salt.tikicdn.com/cache/280x280/ts/product/56/10/fb/dcd489d83d5a8c9d2e9b91c479030b2b.jpg,Thời trang – may - thêu,"       THÔNG CÁO BÁO CHÍ   Chính thức phát hành “ĐỪNG CHỈ MẶC MÀU ĐEN”   Vào thứ Sáu, ngày 25/09, cuốn sách “ĐỪNG CHỈ MẶC MÀU ĐEN” sẽ chính thức được phát hành trên các kênh online và các hiệu s...",138000.0,,288.0,Anna Murphy,,,,,Sách - Đừng Chỉ Mặc Màu Đen,https://salt.tikicdn.com/cache/280x280/ts/product/56/10/fb/dcd489d83d5a8c9d2e9b91c479030b2b.jpg,Thời trang – may - thêu,Anna Murphy,"       THÔNG CÁO BÁO CHÍ   Chính thức phát hành “ĐỪNG CHỈ MẶC MÀU ĐEN”   Vào thứ Sáu, ngày 25/09, cuốn sách “ĐỪNG CHỈ MẶC MÀU ĐEN” sẽ chính thức được phát hành trên các kênh online và các hiệu s...",138000.0,Stylory,,,288.0,Nhà Xuất Bản Thế Giới,,,
607,Sách - AT HOME WITH MADAME CHIC – Thanh lịch từ những khoảnh khắc đời thường,https://salt.tikicdn.com/cache/280x280/ts/product/3f/9b/01/3b7081a9236d954ae8c54e824afecfea.jpg,Thời trang – may - thêu,"       THÔNG TIN SÁCH CƠ BẢN   Tác phẩm: AT HOME WITH MADAME CHIC   Thanh lịch từ những khoảnh khắc đời thường   Tác giả: Jennifer L. Scott   Số trang: 256   Kích thước: 14,5x20cm   Đơn vị p...",77000.0,,256.0,Jennifer L. Scott,,,,,Sách - AT HOME WITH MADAME CHIC – Thanh lịch từ những khoảnh khắc đời thường,https://salt.tikicdn.com/cache/280x280/ts/product/3f/9b/01/3b7081a9236d954ae8c54e824afecfea.jpg,Thời trang – may - thêu,Jennifer L. Scott,"       THÔNG TIN SÁCH CƠ BẢN   Tác phẩm: AT HOME WITH MADAME CHIC   Thanh lịch từ những khoảnh khắc đời thường   Tác giả: Jennifer L. Scott   Số trang: 256   Kích thước: 14,5x20cm   Đơn vị p...",77000.0,Bloom Books,,,256.0,Nhà Xuất Bản Thế Giới,,,
608,Kỹ Thuật Thêu Rua - Xích Móc RuBan,https://salt.tikicdn.com/cache/280x280/media/catalog/product/k/y/ky_thuat_theu_rua_xich_m_c_ruban_1.jpg,Thời trang – may - thêu,"Kỹ thuật thêu rua - xích móc - ruban: Rua và xích móc là hai kỹ thuật thêu mang tính mỹ thuật rất cao. Các sản phẩm thêu rua, thêu xích móc kết hợp cùng thêu trang trí trên vật dụng, quần áo trẻ em và...",40000.0,19 x 27 cm,100.0,Cẩm Vân,,,,,Kỹ Thuật Thêu Rua - Xích Móc RuBan,https://salt.tikicdn.com/cache/280x280/media/catalog/product/k/y/ky_thuat_theu_rua_xich_m_c_ruban_1.jpg,Thời trang – may - thêu,Cẩm Vân,"Kỹ thuật thêu rua - xích móc - ruban: Rua và xích móc là hai kỹ thuật thêu mang tính mỹ thuật rất cao. Các sản phẩm thêu rua, thêu xích móc kết hợp cùng thêu trang trí trên vật dụng, quần áo trẻ em và...",40000.0,NXB Phụ Nữ Việt Nam,2012-05-24 07:00:00,Bìa mềm,100.0,,19 x 27 cm,,
609,Kỹ Thuật Móc Len Sợi - Thời Trang Mùa Xuân,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img025_3.jpg,Thời trang – may - thêu,Quyển sách hứa hẹn sẽ mang đến sự thú vị cho những bạn nữ khéo tay và yêu thích thời trang. Tự tạo Thời Trang Mùa Xuân  xinh xắn..tại sao không chứ? Thỏa sức sáng tạo và diện thật đẹp với Kỹ Thuật Móc...,29600.0,19 x 27 cm,52.0,Quỳnh Hương,,,,,Kỹ Thuật Móc Len Sợi - Thời Trang Mùa Xuân,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img025_3.jpg,Thời trang – may - thêu,Quỳnh Hương,Quyển sách hứa hẹn sẽ mang đến sự thú vị cho những bạn nữ khéo tay và yêu thích thời trang. Tự tạo Thời Trang Mùa Xuân  xinh xắn..tại sao không chứ? Thỏa sức sáng tạo và diện thật đẹp với Kỹ Thuật Móc...,29600.0,Việt Thư,2011-05-01 07:00:00,Bìa mềm,52.0,Nhà Xuất Bản Văn Hoá Thông Tin,19 x 27 cm,,
610,Kỹ Thuật Cắt May Căn Bản Và Thời Trang,https://salt.tikicdn.com/cache/280x280/ts/product/ca/37/6f/02adcf8c5ae53fc478425bdbdda2fb12.jpg,Thời trang – may - thêu,Mục lục: Chương 1: Kỹ thuật chung Chuẩn bị vải trước khi may Cách đính nút  Các kiểu đường may ... Chương 2: Y phục nữ Cách đo y phục Quần đáy giữa lưng thun Áp vai chồm Các kiểu áo thời trang...,56000.0,,172.0,Cẩm Vân,,,,,Kỹ Thuật Cắt May Căn Bản Và Thời Trang,https://salt.tikicdn.com/cache/280x280/ts/product/ca/37/6f/02adcf8c5ae53fc478425bdbdda2fb12.jpg,Thời trang – may - thêu,Cẩm Vân,Mục lục: Chương 1: Kỹ thuật chung Chuẩn bị vải trước khi may Cách đính nút  Các kiểu đường may ... Chương 2: Y phục nữ Cách đo y phục Quần đáy giữa lưng thun Áp vai chồm Các kiểu áo thời trang...,56000.0,NXB Phụ Nữ Việt Nam,2009-09-15 00:00:00,Bìa mềm,172.0,,,,
611,Kỹ Thuật Cắt May Gia Dụng Và Công Nghiệp - Thiết Kế Thực Hành Các Mẫu Trang Phục,https://salt.tikicdn.com/cache/280x280/ts/product/10/65/d0/8e0cacb22383dc2be58a9203c15a76af.jpg,Thời trang – may - thêu,"Kỹ Thuật Cắt May Gia Dụng Và Công Nghiệp - Thiết Kế Thực Hành Các Mẫu Trang Phục Trong thiết kế trang phục, thiết kế tay áo là một khâu vô cùng quan trọng. Mỗi kiểu dáng tay áo mang lại cho trang phụ...",96000.0,,353.0,Triệu Thị Chơi,,,,,Kỹ Thuật Cắt May Gia Dụng Và Công Nghiệp - Thiết Kế Thực Hành Các Mẫu Trang Phục,https://salt.tikicdn.com/cache/280x280/ts/product/10/65/d0/8e0cacb22383dc2be58a9203c15a76af.jpg,Thời trang – may - thêu,Triệu Thị Chơi,"Kỹ Thuật Cắt May Gia Dụng Và Công Nghiệp - Thiết Kế Thực Hành Các Mẫu Trang Phục Trong thiết kế trang phục, thiết kế tay áo là một khâu vô cùng quan trọng. Mỗi kiểu dáng tay áo mang lại cho trang phụ...",96000.0,NXB Phụ Nữ Việt Nam,2015-06-26 00:00:00,Bìa mềm,353.0,,,,
612,Đan Móc Khăn Quàng Nữ,https://salt.tikicdn.com/cache/280x280/ts/product/f8/97/8e/300accec7e08737fd29d9bfd3b020b34.jpg,Thời trang – may - thêu,Đan Móc Khăn Quàng Nữ   lời nói đầu   Lịch sử của khăn quàng cổ bắt đầu từ khi người đàn ông La Mã cổ đại quấn khăn Linen quanh thắt lưng hoặc có dùng để lau mặt (vật dụng này có tên gọi là Sudarium...,84550.0,,,Nghệ Nhân Hoàng Thuý,,,,,Đan Móc Khăn Quàng Nữ,https://salt.tikicdn.com/cache/280x280/ts/product/f8/97/8e/300accec7e08737fd29d9bfd3b020b34.jpg,Thời trang – may - thêu,Nghệ Nhân Hoàng Thuý,Đan Móc Khăn Quàng Nữ   lời nói đầu   Lịch sử của khăn quàng cổ bắt đầu từ khi người đàn ông La Mã cổ đại quấn khăn Linen quanh thắt lưng hoặc có dùng để lau mặt (vật dụng này có tên gọi là Sudarium...,84550.0,Hồng Đức,,,,,,,
613,Kỹ Thuật Cắt May Toàn Tập (Tái Bản 2018),https://salt.tikicdn.com/cache/280x280/ts/product/eb/29/b9/5b2a074451509021ac1060e4d9ef193f.png,Thời trang – may - thêu,"Kỹ Thuật Cắt May Toàn TậpCuốn sách sẽ giúp các bạn giải quyết mọi vấn đề liên quan đến lĩnh vực may mặc. Từ việc tìm hiểu để biết cách chọn lựa những nguyên liệu, dụng cụ và thiết bị cần thiết, cách ...",124800.0,"<p><span style=""color: #666666; font-family: 'Open Sans', sans-serif; font-size: 13px; background-color: #eaf8fe;"">19 x 27 cm</span></p>",771.0,Triệu Thị Chơi,,,,,Kỹ Thuật Cắt May Toàn Tập (Tái Bản 2018),https://salt.tikicdn.com/cache/280x280/ts/product/eb/29/b9/5b2a074451509021ac1060e4d9ef193f.png,Thời trang – may - thêu,Triệu Thị Chơi,"Kỹ Thuật Cắt May Toàn TậpCuốn sách sẽ giúp các bạn giải quyết mọi vấn đề liên quan đến lĩnh vực may mặc. Từ việc tìm hiểu để biết cách chọn lựa những nguyên liệu, dụng cụ và thiết bị cần thiết, cách ...",124800.0,Hộ Kinh doanh Nhà sách Mười Chín,2018-07-01 17:08:52,Bìa cứng,771.0,Nhà Xuất Bản Đà Nẵng,"<p><span style=""color: #666666; font-family: 'Open Sans', sans-serif; font-size: 13px; background-color: #eaf8fe;"">19 x 27 cm</span></p>",,
614,Nghệ Thuật Cắm Hoa,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img736_1_3.jpg,Thời trang – may - thêu,"Nghệ Thuật Cắm Hoa (Văn Phòng, Hội Họp, Yến Tiệc, Đại Sảnh, Cưới Hỏi) Tập sách trình bày và hướng dẫn khéo léo cách cắm hoa từ truyền thống đến hiện đại, từ phong cách phương Đông đến phong cách phươ...",73950.0,19 x 27 cm,103.0,Thiên Kim,,,,,Nghệ Thuật Cắm Hoa,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img736_1_3.jpg,Thời trang – may - thêu,Thiên Kim,"Nghệ Thuật Cắm Hoa (Văn Phòng, Hội Họp, Yến Tiệc, Đại Sảnh, Cưới Hỏi) Tập sách trình bày và hướng dẫn khéo léo cách cắm hoa từ truyền thống đến hiện đại, từ phong cách phương Đông đến phong cách phươ...",73950.0,VanLangBooks,2015-06-09 00:00:00,Bìa mềm,103.0,Nhà Xuất Bản Mỹ Thuật,19 x 27 cm,,
615,"Kỹ Thuật Làm Hoa Giấy, Hoa Vải, Hoa Voan Và Hoa Lá Buông",https://salt.tikicdn.com/cache/280x280/media/catalog/product/k/y/ky-thuat-lam-hoa-giay---hoa-vai---hoa-voan-va-hoa-la-buong.u5869.d20171031.t103135.264346.jpg,Thời trang – may - thêu," Kỹ Thuật Làm Hoa Giấy, Hoa Vải, Hoa Voan Và Hoa Lá Buông  Kỹ thuật làm hoa giấy, hoa vải, hoa voan và hoa lá buông là lựa chọn đo ni đóng giày cho độc giả yêu thích những cánh hoa     được làm nên t...",57600.0,19 x 26 cm,183.0,Nguyễn Thị Diệu Thảo,,,,,"Kỹ Thuật Làm Hoa Giấy, Hoa Vải, Hoa Voan Và Hoa Lá Buông",https://salt.tikicdn.com/cache/280x280/media/catalog/product/k/y/ky-thuat-lam-hoa-giay---hoa-vai---hoa-voan-va-hoa-la-buong.u5869.d20171031.t103135.264346.jpg,Thời trang – may - thêu,Nguyễn Thị Diệu Thảo," Kỹ Thuật Làm Hoa Giấy, Hoa Vải, Hoa Voan Và Hoa Lá Buông  Kỹ thuật làm hoa giấy, hoa vải, hoa voan và hoa lá buông là lựa chọn đo ni đóng giày cho độc giả yêu thích những cánh hoa     được làm nên t...",57600.0,NXB Phụ Nữ Việt Nam,2017-10-31 00:00:00,Bìa mềm,183.0,,19 x 26 cm,,
616,Sách - Kỹ Thuật Cắt May Căn Bản - Các Loại Váy Trang Phục Nam - Nữ - Thiếu Nhi - Năm 2021 - Quỳnh Hương,https://salt.tikicdn.com/cache/280x280/ts/product/85/99/24/91155e5f56c9d9cc29aa750449838328.jpg,Thời trang – may - thêu,Kỹ Thuật Cắt May Căn Bản - Các Loại Váy Trang Phục Nam - Nữ - Thiếu Nhi - Năm 2021 - Quỳnh Hương- Đây cũng là cuốn sách rất cần thiết giúp các thợ mới bắt đầu may nắm bắt được những bí quyết cắt may ...,93220.0,,224.0,Quỳnh Hương,,,,,Sách - Kỹ Thuật Cắt May Căn Bản - Các Loại Váy Trang Phục Nam - Nữ - Thiếu Nhi - Năm 2021 - Quỳnh Hương,https://salt.tikicdn.com/cache/280x280/ts/product/85/99/24/91155e5f56c9d9cc29aa750449838328.jpg,Thời trang – may - thêu,Quỳnh Hương,Kỹ Thuật Cắt May Căn Bản - Các Loại Váy Trang Phục Nam - Nữ - Thiếu Nhi - Năm 2021 - Quỳnh Hương- Đây cũng là cuốn sách rất cần thiết giúp các thợ mới bắt đầu may nắm bắt được những bí quyết cắt may ...,93220.0,Cty Văn Hóa Việt Thư,2021-10-05 20:39:38,Bìa mềm,224.0,Nhà Xuất Bản Hồng Đức,,,
617,"Combo 4 Cuốn: Móc Len Sợi Hè Thu + Móc Len Sợi Xuân Hè + Móc Len Sợi 15 Mẫu Thời Trang + Móc Len Sợi Tấm Lót, Thảm",https://salt.tikicdn.com/cache/280x280/ts/product/34/4a/e9/9e4e236bca61b52c2a242f0e249fadd3.jpg,Thời trang – may - thêu,"Len, sợi, chỉ cotton, chỉ nylon, sợi giấy đều là nguyên liệu dùng để đan hoặc móc. Ta có thể so sánh kích cỡ các loại sợi chỉ và len theo bảng chỉ dẫn.Kim móc được làm từ kim loại như: sắt, nhôm, ino...",148520.0,19 x 27 cm,96.0,Quỳnh Hương,,,,,"Combo 4 Cuốn: Móc Len Sợi Hè Thu + Móc Len Sợi Xuân Hè + Móc Len Sợi 15 Mẫu Thời Trang + Móc Len Sợi Tấm Lót, Thảm",https://salt.tikicdn.com/cache/280x280/ts/product/34/4a/e9/9e4e236bca61b52c2a242f0e249fadd3.jpg,Thời trang – may - thêu,Quỳnh Hương,"Len, sợi, chỉ cotton, chỉ nylon, sợi giấy đều là nguyên liệu dùng để đan hoặc móc. Ta có thể so sánh kích cỡ các loại sợi chỉ và len theo bảng chỉ dẫn.Kim móc được làm từ kim loại như: sắt, nhôm, ino...",148520.0,Công Ty TNHH Văn Hóa Việt Thư,2020-12-12 00:00:00,Bìa mềm,96.0,Nhiều Nhà Xuất Bản,19 x 27 cm,,
