,Tên Sách,Ảnh bìa,Thể loại,Nội dung tóm tắt,Giá bìa,Kích thước,Số trang,Tác giả,Nhà Xuất Bản,Dịch giả,Nhà Phát Hành,Loại sản phẩm,Tên Sách.1,Ảnh bìa.1,Thể loại.1,Tác giả.1,Nội dung tóm tắt.1,Giá bìa.1,Công ty phát hành,Ngày xuất bản,Loại bìa,Số trang.1,Nhà xuất bản,Kích thước.1,Dịch Giả,Phiên bản
1100,Phương Pháp Trắc Nghiệm - Giải Chi Tiết Các Chuyên Đề Quan Trọng Trong Hoá Học ,https://salt.tikicdn.com/cache/280x280/ts/product/c4/a7/29/488e544b7d72652699291c10e2d0a08d.jpg,Ôn thi THPT quốc gia,Phương Pháp Trắc Nghiệm - Giải Chi Tiết Các Chuyên Đề Quan Trọng Trong Hoá Học Trong những năm gần đây trong đề thi THPT Quốc gia môn Hóa học xuất hiện khá nhiều các câu hỏi và bài tập gắn với thực t...,80000.0,,,Nguyễn Đình Độ,,,,,Phương Pháp Trắc Nghiệm - Giải Chi Tiết Các Chuyên Đề Quan Trọng Trong Hoá Học ,https://salt.tikicdn.com/cache/280x280/ts/product/c4/a7/29/488e544b7d72652699291c10e2d0a08d.jpg,Ôn thi THPT quốc gia,Nguyễn Đình Độ,Phương Pháp Trắc Nghiệm - Giải Chi Tiết Các Chuyên Đề Quan Trọng Trong Hoá Học Trong những năm gần đây trong đề thi THPT Quốc gia môn Hóa học xuất hiện khá nhiều các câu hỏi và bài tập gắn với thực t...,80000.0,Nhà Sách Hồng Ân,,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,
1101,Bứt Phá Điểm Thi Môn Hóa Học Phần Vô Cơ - 2019 (Tặng Bookmark độc đáo CR),https://salt.tikicdn.com/cache/280x280/ts/product/90/6d/f3/24519b7e9039701ac85f02d102492bb2.jpg,Ôn thi THPT quốc gia,Bứt Phá Điểm Thi Môn Hóa Học Vô Cơ – Phiên Bản Đặc Biệt 2019Cuốn sách là bộ tài liệu ôn thi Hóa Học đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớp 12 với 5 ưu-điểm-vượt-trội đặc biệt ...,74400.0,,400.0,Nhóm Bứt phá,,,,,Bứt Phá Điểm Thi Môn Hóa Học Phần Vô Cơ - 2019 (Tặng Bookmark độc đáo CR),https://salt.tikicdn.com/cache/280x280/ts/product/90/6d/f3/24519b7e9039701ac85f02d102492bb2.jpg,Ôn thi THPT quốc gia,Nhóm Bứt phá,Bứt Phá Điểm Thi Môn Hóa Học Vô Cơ – Phiên Bản Đặc Biệt 2019Cuốn sách là bộ tài liệu ôn thi Hóa Học đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớp 12 với 5 ưu-điểm-vượt-trội đặc biệt ...,74400.0,MCBOOKS,,Bìa mềm,400.0,,,,
1102,Combo Bí quyết chinh phục điểm cao Vật lý 12 (tập 1 + tập 2) + CC thần tốc luyện đề Vật lý tập 2,https://salt.tikicdn.com/cache/280x280/ts/product/20/8f/49/d671068ab7845a3e5c9362a4ec141c86.jpg,Ôn thi THPT quốc gia,Bộ sản phẩm bao gồmBí quyết chinh phục điểm cao kỳ thi THPT Quốc gia môn Vật lý tập 1.Bí quyết chinh phục điểm cao kỳ thi THPT Quốc gia môn Vật lý tập 2.CC thần tốc luyện đề 2020 môn Vật lý tập 2 ...,375200.0,,,Nhiều Tác Giả,,,,,Combo Bí quyết chinh phục điểm cao Vật lý 12 (tập 1 + tập 2) + CC thần tốc luyện đề Vật lý tập 2,https://salt.tikicdn.com/cache/280x280/ts/product/20/8f/49/d671068ab7845a3e5c9362a4ec141c86.jpg,Ôn thi THPT quốc gia,Nhiều Tác Giả,Bộ sản phẩm bao gồmBí quyết chinh phục điểm cao kỳ thi THPT Quốc gia môn Vật lý tập 1.Bí quyết chinh phục điểm cao kỳ thi THPT Quốc gia môn Vật lý tập 2.CC thần tốc luyện đề 2020 môn Vật lý tập 2 ...,375200.0,Công ty cổ phần CCGROUP Toàn Cầu,,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,
1103,Penbook Luyện Đề Thi Tốt Nghiệp THPT Môn Sinh - Cập nhật theo xu hướng mới nhất của kỳ thi năm 2021,https://salt.tikicdn.com/cache/280x280/ts/product/ba/a6/5c/edcf3539a520d88a9f6a7866c20834cb.png,Ôn thi THPT quốc gia,Sách: Penbook Luyện Đề Thi Tốt Nghiệp THPT Môn Sinh - Cập nhật theo xu hướng mới nhất của kỳ thi năm 2021Tác giả: Nguyễn Thành Công (Chủ biên) - Đinh Đức Hiền - Nguyễn Thị NgaNhà xuất bản: Đại Học Q...,178900.0,,390.0,nhieu tac gia,,,,,Penbook Luyện Đề Thi Tốt Nghiệp THPT Môn Sinh - Cập nhật theo xu hướng mới nhất của kỳ thi năm 2021,https://salt.tikicdn.com/cache/280x280/ts/product/ba/a6/5c/edcf3539a520d88a9f6a7866c20834cb.png,Ôn thi THPT quốc gia,nhieu tac gia,Sách: Penbook Luyện Đề Thi Tốt Nghiệp THPT Môn Sinh - Cập nhật theo xu hướng mới nhất của kỳ thi năm 2021Tác giả: Nguyễn Thành Công (Chủ biên) - Đinh Đức Hiền - Nguyễn Thị NgaNhà xuất bản: Đại Học Q...,178900.0,Trung Tâm Kinh Doanh Xuất Bản Và Phát Hành Sách,,Bìa mềm,390.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,
1104,Chinh Phục Kì Thi THPT Quốc Gia - Cẩm Nang Luyện Thi THPT Quốc Gia Môn Ngữ Văn,https://salt.tikicdn.com/cache/280x280/media/catalog/product/1/_/1.u4939.d20170624.t135514.622185.jpg,Ôn thi THPT quốc gia,Cuốn Chinh Phục Kì Thi THPT Quốc Gia Môn Ngữ Văn - 127 Bài Văn Phân Tích 12 được biên soạn theo chuẩn kiến thức và kỹ năng chương trình lớp 12. Sách gồm 172 bài văn phân tích các tác phẩm văn học tron...,55000.0,16 x 24 cm,320.0,"Võ Thị Hoài Tâm,Đào Thị Phúc Vi",,,,,Chinh Phục Kì Thi THPT Quốc Gia - Cẩm Nang Luyện Thi THPT Quốc Gia Môn Ngữ Văn,https://salt.tikicdn.com/cache/280x280/media/catalog/product/1/_/1.u4939.d20170624.t135514.622185.jpg,Ôn thi THPT quốc gia,"Võ Thị Hoài Tâm,Đào Thị Phúc Vi",Cuốn Chinh Phục Kì Thi THPT Quốc Gia Môn Ngữ Văn - 127 Bài Văn Phân Tích 12 được biên soạn theo chuẩn kiến thức và kỹ năng chương trình lớp 12. Sách gồm 172 bài văn phân tích các tác phẩm văn học tron...,55000.0,Nhà sách Sao Mai,2016-01-04 00:00:00,Bìa mềm,320.0,,16 x 24 cm,,
1105,Những Dạng Bài Tập Thường Gặp Trong Đề Thi Tuyển Sinh Môn Văn,https://salt.tikicdn.com/cache/280x280/ts/product/6e/94/5c/d67fb9d38d47bd36bf16c1a19c656bd3.jpg,Ôn thi THPT quốc gia,"Cuốn sách hướng tới những em học sinh lớp 12 THPT , có thể coi nó là một tài liệu ôn tập - ôn luyện vừa phong phú vừa có hệ thống, rất sau sắc và cụ thể, rất thiết thực và hữu ích đối với các em khi s...",64600.0,17 x 24 cm,391.0,Nhiều Tác Giả,,,,,Những Dạng Bài Tập Thường Gặp Trong Đề Thi Tuyển Sinh Môn Văn,https://salt.tikicdn.com/cache/280x280/ts/product/6e/94/5c/d67fb9d38d47bd36bf16c1a19c656bd3.jpg,Ôn thi THPT quốc gia,Nhiều Tác Giả,"Cuốn sách hướng tới những em học sinh lớp 12 THPT , có thể coi nó là một tài liệu ôn tập - ôn luyện vừa phong phú vừa có hệ thống, rất sau sắc và cụ thể, rất thiết thực và hữu ích đối với các em khi s...",64600.0,Nhà Sách Hồng Ân,2014-12-01 00:00:00,Bìa mềm,391.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,17 x 24 cm,,
1106,Luyện Thi Cấp Tốc Môn Hóa Học,https://salt.tikicdn.com/cache/280x280/ts/product/9d/dc/3c/7644cf4c1cd3fbc37e8c5a55b2fd8c51.jpg,Ôn thi THPT quốc gia,"Luyện Thi Cấp Tốc Môn Hóa Học (NXB Đại Học Quốc Gia Hà Nội)Cuốn sách ""Luyện thi cấp tốc môn Hóa học theo cấu trúc đề thi của bộ Giáo dục và Đào tạo"" cung cấp cho các em một tập tài liệu hướng dẫn ôn ...",112000.0,16x24,376.0,PGS. TS. Cao Cự Giác,,,,,Luyện Thi Cấp Tốc Môn Hóa Học,https://salt.tikicdn.com/cache/280x280/ts/product/9d/dc/3c/7644cf4c1cd3fbc37e8c5a55b2fd8c51.jpg,Ôn thi THPT quốc gia,PGS. TS. Cao Cự Giác,"Luyện Thi Cấp Tốc Môn Hóa Học (NXB Đại Học Quốc Gia Hà Nội)Cuốn sách ""Luyện thi cấp tốc môn Hóa học theo cấu trúc đề thi của bộ Giáo dục và Đào tạo"" cung cấp cho các em một tập tài liệu hướng dẫn ôn ...",112000.0,Nhà Sách Hồng Ân,2020-01-01 00:00:00,Bìa mềm,376.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,16x24,,
1107,Luyện Siêu Trí Nhớ Từ Vựng Tiếng Anh Dành Cho Học Sinh THPT Quốc Gia (Tái Bản) (Tặng kèm iring siêu dễ thương s2),https://salt.tikicdn.com/cache/280x280/ts/product/a0/cb/40/ea11c3adf7bb1aaf003c2f714c7354ee.jpg,Ôn thi THPT quốc gia,Luyện Siêu Trí Nhớ Từ Vựng Tiếng Anh Dành Cho Học Sinh THPT Quốc Gia (Tái Bản)VTC14 Giới thiệu Luyện siêu trí nhớ từ vựng tiếng Anh THPT Quốc giaTỪ VỰNG GIẢI QUYẾT 89% VẤN ĐỀ TIẾNG ANH CỦA BẠNBạn...,128700.0,<p>19 x 26 cm</p>,,Nguyễn Anh Đức,,,,,Luyện Siêu Trí Nhớ Từ Vựng Tiếng Anh Dành Cho Học Sinh THPT Quốc Gia (Tái Bản) (Tặng kèm iring siêu dễ thương s2),https://salt.tikicdn.com/cache/280x280/ts/product/a0/cb/40/ea11c3adf7bb1aaf003c2f714c7354ee.jpg,Ôn thi THPT quốc gia,Nguyễn Anh Đức,Luyện Siêu Trí Nhớ Từ Vựng Tiếng Anh Dành Cho Học Sinh THPT Quốc Gia (Tái Bản)VTC14 Giới thiệu Luyện siêu trí nhớ từ vựng tiếng Anh THPT Quốc giaTỪ VỰNG GIẢI QUYẾT 89% VẤN ĐỀ TIẾNG ANH CỦA BẠNBạn...,128700.0,MCBOOKS,,Bìa mềm,,,<p>19 x 26 cm</p>,,
1108,Bộ Đề Bứt Phá Điểm Thi Vào 10 Môn Ngữ Văn (Tặng kèm Kho Audio Books),https://salt.tikicdn.com/cache/280x280/ts/product/9f/15/9f/34b34696f23cf8c908a3fc21f2bc0307.jpg,Ôn thi THPT quốc gia,"Bộ đề Bứt phá điểm thi vào 10 môn Ngữ văn là một tài liệu đặc-biệt với những ưu điểm nổi bật sau:Phân tích cấu trúc đề các tỉnh, chỉ ra dạng bài nhất-định-có trong đề thi.Chia sẻ bí quyết đạt điểm...",100750.0,<p>17 x 24 cm</p>,,"Minh Tự, ThS Nguyễn Thị Hải",,,,,Bộ Đề Bứt Phá Điểm Thi Vào 10 Môn Ngữ Văn (Tặng kèm Kho Audio Books),https://salt.tikicdn.com/cache/280x280/ts/product/9f/15/9f/34b34696f23cf8c908a3fc21f2bc0307.jpg,Ôn thi THPT quốc gia,"Minh Tự, ThS Nguyễn Thị Hải","Bộ đề Bứt phá điểm thi vào 10 môn Ngữ văn là một tài liệu đặc-biệt với những ưu điểm nổi bật sau:Phân tích cấu trúc đề các tỉnh, chỉ ra dạng bài nhất-định-có trong đề thi.Chia sẻ bí quyết đạt điểm...",100750.0,TKBooks,,Bìa mềm,,Nhà Xuất Bản Hồng Đức,<p>17 x 24 cm</p>,,
1109,Sách - Combo Đột phá 8+(Phiên bản 2020) môn Địa Lí và Lịch Sử (Tặng 1 cuốn Ôn luyện thi trắc nghiệm THPTQG môn Địa lí),https://salt.tikicdn.com/cache/280x280/ts/product/af/90/92/1c151c7b54e3dd9014cc3cb4e3828364.jpg,Ôn thi THPT quốc gia,"Đột phá 8+ Lịch sử và Đột phá 8+ Địa lý phiên bản 2020 nằm trong bộ sách Đột phá 8+ tái bản mới nhất do công ty CCBOOK phát hành. Tiếp nối thành công rực rỡ của phiên bản năm 2018, bộ sách được tăng c...",375000.0,,,Nhiều tác giả.,,,,,Sách - Combo Đột phá 8+(Phiên bản 2020) môn Địa Lí và Lịch Sử (Tặng 1 cuốn Ôn luyện thi trắc nghiệm THPTQG môn Địa lí),https://salt.tikicdn.com/cache/280x280/ts/product/af/90/92/1c151c7b54e3dd9014cc3cb4e3828364.jpg,Ôn thi THPT quốc gia,Nhiều tác giả.,"Đột phá 8+ Lịch sử và Đột phá 8+ Địa lý phiên bản 2020 nằm trong bộ sách Đột phá 8+ tái bản mới nhất do công ty CCBOOK phát hành. Tiếp nối thành công rực rỡ của phiên bản năm 2018, bộ sách được tăng c...",375000.0,CCBook,,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,
1110,Ôn Tập Luyện Thi Trắc Nghiệm THPTQG 2019 - Môn Tiếng Anh,https://salt.tikicdn.com/cache/280x280/ts/product/58/c3/34/9ad374ed8572114387645123e1741984.jpg,Ôn thi THPT quốc gia,Quyển sách Ôn Tập Luyện Thi Trắc Nghiệm THPTQG 2019 - Môn Tiếng Anh cung cấp những kiến thức hữu ích về ngữ pháp môn Tiếng Anh và các dạng bài tập.Nội dung sách xoay quanh các vấn đề ngữ pháp như: 12...,55200.0,18 x 24 cm,183.0,"Trình Quang Vinh,Hoàng Văn Bá",,,,,Ôn Tập Luyện Thi Trắc Nghiệm THPTQG 2019 - Môn Tiếng Anh,https://salt.tikicdn.com/cache/280x280/ts/product/58/c3/34/9ad374ed8572114387645123e1741984.jpg,Ôn thi THPT quốc gia,"Trình Quang Vinh,Hoàng Văn Bá",Quyển sách Ôn Tập Luyện Thi Trắc Nghiệm THPTQG 2019 - Môn Tiếng Anh cung cấp những kiến thức hữu ích về ngữ pháp môn Tiếng Anh và các dạng bài tập.Nội dung sách xoay quanh các vấn đề ngữ pháp như: 12...,55200.0,Nhà sách Minh Trí,2018-12-25 09:28:48,Bìa mềm,183.0,,18 x 24 cm,,
1111,Bứt Phá Điểm Thi Môn Địa Lý - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online (Tặng kèm Bookmark PL),https://salt.tikicdn.com/cache/280x280/ts/product/e1/cf/24/e18b72a83214bf89a7d846b03a173dea.jpg,Ôn thi THPT quốc gia,Bứt Phá Điểm Thi Môn Địa Lý – Phiên Bản Đặc Biệt 2019Cuốn sách là bộ tài liệu ôn thi Địa lý đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớp 12 với 5 ưu-điểm-vượt-trội đặc biệt nâng cấ...,74400.0,"<table id=""chi-tiet"" class=""table table-bordered table-detail table-striped"" cellspacing=""0"">
<tbody>
<tr>
<td class=""last"">19 x 26 cm</td>
</tr>
</tbody>
</table>",400.0,"Nguyễn Thị Tuyết Mai,Lại Thị Kim Anh",,,,,Bứt Phá Điểm Thi Môn Địa Lý - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online (Tặng kèm Bookmark PL),https://salt.tikicdn.com/cache/280x280/ts/product/e1/cf/24/e18b72a83214bf89a7d846b03a173dea.jpg,Ôn thi THPT quốc gia,"Nguyễn Thị Tuyết Mai,Lại Thị Kim Anh",Bứt Phá Điểm Thi Môn Địa Lý – Phiên Bản Đặc Biệt 2019Cuốn sách là bộ tài liệu ôn thi Địa lý đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớp 12 với 5 ưu-điểm-vượt-trội đặc biệt nâng cấ...,74400.0,TKBooks,,Bìa mềm,400.0,Nhà Xuất Bản Hồng Đức,"<table id=""chi-tiet"" class=""table table-bordered table-detail table-striped"" cellspacing=""0"">
<tbody>
<tr>
<td class=""last"">19 x 26 cm</td>
</tr>
</tbody>
</table>",,
1112,Bộ Đề Bứt Phá Điểm Thi Vào 10 Môn Ngữ Văn(Tặng kèm Booksmark),https://salt.tikicdn.com/cache/280x280/ts/product/9f/15/9f/3d023a8e836ff47357c81608984b018d.jpg,Ôn thi THPT quốc gia,"Bộ đề Bứt phá điểm thi vào 10 môn Ngữ văn là một tài liệu đặc-biệt với những ưu điểm nổi bật sau:Phân tích cấu trúc đề các tỉnh, chỉ ra dạng bài nhất-định-có trong đề thi.Chia sẻ bí quyết đạt điểm...",100750.0,<p>17 x 24 cm</p>,,"Minh Tự, ThS Nguyễn Thị Hải",,,,,Bộ Đề Bứt Phá Điểm Thi Vào 10 Môn Ngữ Văn(Tặng kèm Booksmark),https://salt.tikicdn.com/cache/280x280/ts/product/9f/15/9f/3d023a8e836ff47357c81608984b018d.jpg,Ôn thi THPT quốc gia,"Minh Tự, ThS Nguyễn Thị Hải","Bộ đề Bứt phá điểm thi vào 10 môn Ngữ văn là một tài liệu đặc-biệt với những ưu điểm nổi bật sau:Phân tích cấu trúc đề các tỉnh, chỉ ra dạng bài nhất-định-có trong đề thi.Chia sẻ bí quyết đạt điểm...",100750.0,TKBooks,,Bìa mềm,,Nhà Xuất Bản Hồng Đức,<p>17 x 24 cm</p>,,
1113,Combo Bứt Phá Điểm Thi Môn Tiếng Anh - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online(Tặng Lộ Trình ôn Thi Và Quyển 3000 Từ tiếng Anh),https://salt.tikicdn.com/cache/280x280/ts/product/04/a5/f4/a99e145737fde7e74fa27ab9186af119.jpg,Ôn thi THPT quốc gia,Combo Bứt phá điểm thi môn Tiếng Anh 2019 - Phiên bản đặc biệtChắc Kiến Thức - Tư Duy Nhanh - Thi Là ĐỗCuốn sách là bộ tài liệu ôn thi đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớp 1...,275000.0,"<p><span style=""color: #242424; font-family: Roboto, Helvetica, Arial, sans-serif; font-size: 13px;"">19 x 26 cm</span></p>",, Vũ Thị Mai Phương,,,,,Combo Bứt Phá Điểm Thi Môn Tiếng Anh - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online(Tặng Lộ Trình ôn Thi Và Quyển 3000 Từ tiếng Anh),https://salt.tikicdn.com/cache/280x280/ts/product/04/a5/f4/a99e145737fde7e74fa27ab9186af119.jpg,Ôn thi THPT quốc gia, Vũ Thị Mai Phương,Combo Bứt phá điểm thi môn Tiếng Anh 2019 - Phiên bản đặc biệtChắc Kiến Thức - Tư Duy Nhanh - Thi Là ĐỗCuốn sách là bộ tài liệu ôn thi đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớp 1...,275000.0,TKBooks,,Bìa mềm,,,"<p><span style=""color: #242424; font-family: Roboto, Helvetica, Arial, sans-serif; font-size: 13px;"">19 x 26 cm</span></p>",,
1114,Combo Bứt Phá Vật Lý - 2019 - Bộ Đề Bứt Phá Vật Lý - Bứt Phá Điểm Thi Môn Vật Lý (Tặng kèm bút chì Kingbooks),https://salt.tikicdn.com/cache/280x280/ts/product/84/2e/3c/f05d1efc73371ff1619f5d854c41d50f.jpg,Ôn thi THPT quốc gia,"Bộ đề bứt phá điểm thi môn Vật líChinh phục kì thi THPT Quốc gia, Đại học và Cao đẳng8 Lợi ích “Đặc biệt” của cuốn sách:-Đề thi chọn lọc, cập nhật, bám sát định hướng ra đề minh họa của Bộ GD&ĐT-...",327500.0,<p>19*26</p>,,Nhiều Tác Giả,,,,,Combo Bứt Phá Vật Lý - 2019 - Bộ Đề Bứt Phá Vật Lý - Bứt Phá Điểm Thi Môn Vật Lý (Tặng kèm bút chì Kingbooks),https://salt.tikicdn.com/cache/280x280/ts/product/84/2e/3c/f05d1efc73371ff1619f5d854c41d50f.jpg,Ôn thi THPT quốc gia,Nhiều Tác Giả,"Bộ đề bứt phá điểm thi môn Vật líChinh phục kì thi THPT Quốc gia, Đại học và Cao đẳng8 Lợi ích “Đặc biệt” của cuốn sách:-Đề thi chọn lọc, cập nhật, bám sát định hướng ra đề minh họa của Bộ GD&ĐT-...",327500.0,TKBooks,,Bìa mềm,,Nhà Xuất Bản Hồng Đức,<p>19*26</p>,,
1115,Combo Luyện Thi Cấp Tốc Môn Toán - Vật Lí - Anh Văn ,https://salt.tikicdn.com/cache/280x280/ts/product/3c/74/7f/7d5aab1b033201b3b1b2395a5b953620.png,Ôn thi THPT quốc gia,"Combo Luyện Thi Cấp Tốc Môn Toán - Vật Lí - Anh Văn1. Luyện Thi Cấp Tốc Môn ToánCuốn sách được trình bày theo từng vấn đề, tương ứng từng chương, bài gần giống sách giáo khoa và cấu trúc đề thi của B...",245700.0,,,"Nguyễn Thành Tương,Nguyễn Phú Khánh,Lưu Hoằng Trí",,,,,Combo Luyện Thi Cấp Tốc Môn Toán - Vật Lí - Anh Văn ,https://salt.tikicdn.com/cache/280x280/ts/product/3c/74/7f/7d5aab1b033201b3b1b2395a5b953620.png,Ôn thi THPT quốc gia,"Nguyễn Thành Tương,Nguyễn Phú Khánh,Lưu Hoằng Trí","Combo Luyện Thi Cấp Tốc Môn Toán - Vật Lí - Anh Văn1. Luyện Thi Cấp Tốc Môn ToánCuốn sách được trình bày theo từng vấn đề, tương ứng từng chương, bài gần giống sách giáo khoa và cấu trúc đề thi của B...",245700.0,Nhà Sách Hồng Ân,,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,
1116,Ôn Tập Luyện Thi Trắc Nghiệm THPTQG 2019 - Môn Văn,https://salt.tikicdn.com/cache/280x280/ts/product/5d/39/b8/a3a92937c6fd41d91b761fb79a94f1d1.jpg,Ôn thi THPT quốc gia,Cuốn Ôn Tập Luyện Thi Trắc Nghiệm THPTQG 2019 - Môn Văn được biên soạn theo chuẩn kiến thức và kỹ năng chương trình lớp 12. Sách gồm 172 bài văn phân tích các tác phẩm văn học trong chương trình để cá...,61600.0,,214.0,"NGƯT Trần Minh Quới,Nguyễn Văn Quí",,,,,Ôn Tập Luyện Thi Trắc Nghiệm THPTQG 2019 - Môn Văn,https://salt.tikicdn.com/cache/280x280/ts/product/5d/39/b8/a3a92937c6fd41d91b761fb79a94f1d1.jpg,Ôn thi THPT quốc gia,"NGƯT Trần Minh Quới,Nguyễn Văn Quí",Cuốn Ôn Tập Luyện Thi Trắc Nghiệm THPTQG 2019 - Môn Văn được biên soạn theo chuẩn kiến thức và kỹ năng chương trình lớp 12. Sách gồm 172 bài văn phân tích các tác phẩm văn học trong chương trình để cá...,61600.0,Nhà sách Minh Trí,2018-12-25 09:27:26,Bìa mềm,214.0,,,,
1117,Tuyệt Kĩ Luyện Giải Đề Thi Trắc Nghiệm Tiếng Anh,https://salt.tikicdn.com/cache/280x280/ts/product/a5/ac/f2/8797d57f17015c85146b6068a5a7ad1d.jpg,Ôn thi THPT quốc gia,"Trước sự đổi mới trong kỳ thi THPT Quốc Gia 2018 của Bộ Giáo dục và Đào tạo, Tuyệt Kĩ Luyện Giải Đề Thi Trắc Nghiệm Tiếng Anh được biên soạn giúp các em không những được tiếp cận, có cái nhìn khái quá...",122180.0,19 x 27 cm,148.0,Nguyễn Quỳnh Trang,,,,,Tuyệt Kĩ Luyện Giải Đề Thi Trắc Nghiệm Tiếng Anh,https://salt.tikicdn.com/cache/280x280/ts/product/a5/ac/f2/8797d57f17015c85146b6068a5a7ad1d.jpg,Ôn thi THPT quốc gia,Nguyễn Quỳnh Trang,"Trước sự đổi mới trong kỳ thi THPT Quốc Gia 2018 của Bộ Giáo dục và Đào tạo, Tuyệt Kĩ Luyện Giải Đề Thi Trắc Nghiệm Tiếng Anh được biên soạn giúp các em không những được tiếp cận, có cái nhìn khái quá...",122180.0,Khang Việt Book,2018-01-03 00:00:00,Bìa mềm,148.0,Nhà Xuất Bản Đồng Nai,19 x 27 cm,,
1118,Combo Bí quyết chinh phục điểm cao  Lịch sử 12 + Địa lí 12 + CC thần tốc luyện đề Lịch Sử tập 1,https://salt.tikicdn.com/cache/280x280/ts/product/b4/22/41/793774f4700aa2e87c7e994427a79cf6.jpg,Ôn thi THPT quốc gia,Bộ sản phẩm bao gồmBí quyết chinh phục điểm cao kỳ thi THPT Quốc gia môn Địa lí.Bí quyết chinh phục điểm cao kỳ thi THPT Quốc gia môn Lịch Sử.CC thần tốc luyện đề 2020 môn Lịch sử tập 1. Đặc điểm...,352800.0,,,Nhiều tác giả.,,,,,Combo Bí quyết chinh phục điểm cao  Lịch sử 12 + Địa lí 12 + CC thần tốc luyện đề Lịch Sử tập 1,https://salt.tikicdn.com/cache/280x280/ts/product/b4/22/41/793774f4700aa2e87c7e994427a79cf6.jpg,Ôn thi THPT quốc gia,Nhiều tác giả.,Bộ sản phẩm bao gồmBí quyết chinh phục điểm cao kỳ thi THPT Quốc gia môn Địa lí.Bí quyết chinh phục điểm cao kỳ thi THPT Quốc gia môn Lịch Sử.CC thần tốc luyện đề 2020 môn Lịch sử tập 1. Đặc điểm...,352800.0,Công ty cổ phần CCGROUP Toàn Cầu,,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,
1119,Bứt Phá Điểm Thi Môn Hóa Học Phần Hữu Cơ - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online (Tặng Bookmark PL),https://salt.tikicdn.com/cache/280x280/ts/product/4c/c1/85/1fd8bab46769f449a5bec9025cdb131b.jpg,Ôn thi THPT quốc gia,"Bứt phá điểm thi môn Hóa học phần Hữu cơ – phiên bản đặc biệt 2019Với nhiều công thức cấu tạo dài cộng thêm phức tạp cùng hàng trăm dạng bài tập khác nhau, Hóa học được xem là môn học phức tạp, khó ...",139500.0,<p>19 x 26 cm</p>,360.0,Nhóm Bứt phá,,,,,Bứt Phá Điểm Thi Môn Hóa Học Phần Hữu Cơ - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online (Tặng Bookmark PL),https://salt.tikicdn.com/cache/280x280/ts/product/4c/c1/85/1fd8bab46769f449a5bec9025cdb131b.jpg,Ôn thi THPT quốc gia,Nhóm Bứt phá,"Bứt phá điểm thi môn Hóa học phần Hữu cơ – phiên bản đặc biệt 2019Với nhiều công thức cấu tạo dài cộng thêm phức tạp cùng hàng trăm dạng bài tập khác nhau, Hóa học được xem là môn học phức tạp, khó ...",139500.0,TKBooks,,Bìa mềm,360.0,,<p>19 x 26 cm</p>,,
