,tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,công ty phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả,path,phiên bản,thương hiệu,xuất xứ,xuất xứ thương hiệu, khối lượng, kích thước, mã sản phẩm, ngày phát hành, ngôn ngữ, nhà phát hành, nhà xuất bản, số trang, tác giả, định dạng, người dịch
903,Từ Điển Từ Chuyên Ngành Hàn - Việt ,https://www.vinabook.com/images/thumbnails/product/240x/35052_41595.jpg,Nhiều ngôn ngữ,," Từ chuyên ngành về các lĩnh vực luôn là một yêu cầu rất cần thiết cho việc học ngoại ngữ nói chung và tiếng Hàn nói riêng.""Từ điển chuyên ngành 40 lĩnh vực"" cả Hàn Việt và Việt Hàn gồm: kinh tế, luật, xây dựng, giáo dục, chứng khoán, ngân hàng, đầu tư, doanh nghiệp, chính trị, thể thao",60.000,,,,,,,,,,,,, 330.00 gam , 10.5 x 18.5 cm ,, 09/2010 ,, NXBTH TPHCM , Nxb Tổng hợp TP.HCM , 510 ,, Bìa mềm ,
904,Văn Khấn Nôm Truyền Thống - Tái bản 04/10/2010,https://www.vinabook.com/images/thumbnails/product/240x/32935_39476.jpg,Nhiều ngôn ngữ,,"  Thông tin tác giả    Trần Thị Ngân     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Thích Thanh Nghiêm     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Hồ Mai Trang     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Dâng hương vốn là một phong tục truyền thống lâu đời của người Việt Nam. Trải qua bao thăng trầm lịch sử với sự biến động không ngừng của các triều đại, dù thuộc tầng lớp nào người Việt Nam điều không bỏ tập tục ấy.Mặc dù không phải là cuốn sách nguyên cứu, nhưng khi đã loại bỏ các yếu tố mang tính mê tín dị đoan mà người thường gán cho các kỳ, lễ dâng hương, chúng tôi mong rằng cuốn sách sẽ thể hiện được những nét đẹp của truyền thống văn hóa, đạo lý làm người của dân tộc ta.Mời bạn đón đọc. ",35.000,,,,,,,,,,,,, 330.00 gam , 17x24 cm , 8935206503388 , 04/2010 ,, Kinh Đô 2 , Nxb Tôn Giáo , 228 ," Trần Thị Ngân , Thích Thanh Nghiêm , Hồ Mai Trang ", Bìa mềm ,
905,Tiếng Trung Quốc Trong Trường Hợp Khẩn Cấp,https://www.vinabook.com/images/thumbnails/product/240x/32680_39221.jpg,Nhiều ngôn ngữ,," Là bộ giáo trình luyện nói thực dụng đầu tiên của Trung Quốc được biên soạn với mục đích ""ứng dụng giao tiếp thực tế"", nội dung của bộ giáo trình gồm 10 chủ đề lớn thuộc lĩnh vực giao tiếp xã hội, đời sống,du lịch, thể dục thể thao, giải trí, mua sắm, những trường lớp khẩn cấp, học tập, nghề nghiệp và công nghệ thông tin. Thông qua việc mô phỏng các kiểu tình huống chân thực xảy ra trong cuộc sống, tái hiện các hình thức biểu đạt khẩu ngữ chuẩn xác, mới mẻ, thực dụng, là cho con người học cảm nhận được sự hấp dẫn của tiếng Trung Quốc từ những cảnh huống sinh động, lý thú hóm hỉnh, từ đó học tập nắm vững được những từ, cụm từ, tiếng lóng, quán ngữ, câu hay dùng nhất. Có thể xem bộ giáo trình, thì dù là gặp bất kỳ tình huống nào, các bạn cũng điều có thể vận dụng vốn kiến thức và khả năng giao tiếp đã học để đối thoại một cách lưu loát.Mời  bạn đón đọc. ",64.000,,,,,,,,,,,,, 240.00 gam , 14x20 cm ,, 06/2008 ,, Minh Tâm , Nxb Tổng hợp TP.HCM , 202 ,, Bìa mềm , Chu Trọng Thu 
906,Từ Điển Việt - Đức Hiện Đại ,https://www.vinabook.com/images/thumbnails/product/240x/32870_39411.jpg,Nhiều ngôn ngữ,,"  Thông tin tác giả    Nguyễn Thu Hương 
                                                                                                                                            Nguyễn Thu Hương
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Nguyễn Hữu Đoàn 
                                                                                                                                            Nguyễn Hữu Đoàn
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ điển Việt - Đức mới với hơn 80.000 từ, thành ngữ và ví dụ chọn lọc. Trong đó:Có nhiều hình ảnh minh họaCó chú thích văn phạm và cách sử dụng từTừ ngữ thuộc nhiều lĩnh vực khác nhau và đã được cập nhậtVới cách viết theo qui tắc chính tả mới có hiệu lực ở các nước Đức, Áo và Thụy SĩMời bạn đón đọc  ",125.000,,,,,,,,,,,,, 860.00 gam , 10.5 x 15.5 cm , 8938502324442 , 03/2010 ,, Văn Nghệ , Nxb Phương Đông , 1500 ," Nguyễn Thu Hương , Nguyễn Hữu Đoàn ", Bìa mềm ,
907,Nhị Thiên Tự (Trình Bày Hán - Việt - Anh),https://www.vinabook.com/images/thumbnails/product/240x/31855_38388.jpg,Nhiều ngôn ngữ,,"  Thông tin tác giả    Long Cương 
                                                                                                                                            Long Cương
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Chữ Hán là một thứ chữ tương đối khó học, không những chỉ đối với người Việt Nam, mà cũng không phải dễ đối với người Trung Quốc. Do đó tại Trung Quốc ngày xưa, người ta đã soạn nhiều sách học bằng cách dùng thể loại văn vần như Tam tự kinh, Thiên sự văn",40.000,,,,,,,,,,,,, 300.00 gam , 13 x 19 cm , 8935209607410 , 12/2008 ,, Quang Minh , Nxb Văn hóa Thông tin , 256 , Long Cương , Bìa mềm ,
908,Đại Từ Điển Hàn - Việt ,https://www.vinabook.com/images/thumbnails/product/240x/32536_39076.jpg,Nhiều ngôn ngữ,,"  Thông tin tác giả    Lê Huy Khoa 
                                                                                                                                            Lê Huy Khoa (bút danh Lê Cát An Châu) tốt nghiệp đại học Ngoại ngữ Hà Nội, Học viện ngôn ngữ Đại học Yonsei – Hàn Quốc, Thạc sĩ Đại học S.Columbia – Mỹ. Hiện đang là nghiên cứu sinh Tiến sĩ Đại học Chunchohyang – Hàn Quốc.Là dịch giả và là tác giả hàng đầu về ",235.000,,,,,,,,,,,,, 2700.00 gam , 19 x 27 cm ,, 12/2009 ,, Fahasa , Nxb Tổng hợp TP.HCM , 1316 , Lê Huy Khoa , Bìa cứng ,
909,Từ Vựng Triết Thần Căn Bản (Pháp Việt - Anh Việt),https://www.vinabook.com/images/thumbnails/product/240x/30466_36988.jpg,Nhiều ngôn ngữ,,"  Thông tin tác giả    Ngô Minh 
                                                                                                                                            Ngô Minh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Nguyễn Thế Minh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Cuốn “Từ Vựng Triết Thần Căn Bản (Pháp Việt - Anh Việt)” được biên soạn nhằm đáp một phần nào nhu cầu thấu đạt, truyền thông và thống nhất ngôn từ trong giới người Việt đang tha thiết với việc học hỏi nghiên cứu các bộ môn triết thần.   Ước mong là làm sao để về lâu về dài: Triết Thần nói rành tiếng Việt, còn tiếng Việt thì biểu đạt thành thạo Triết Thần!  Nếu đây chỉ là bước đầu đơn sơ, không nhấn mạnh nhiều đến việc phân lọai chia giống các từ cho khúc chiết và đaafy đủ, bởi còn chờ ý kiến bổ túc để kiện tòan, thì không phải vì thế mà không lo lưu tâm cho đủ đến các lý do chủ yếu của việc ""sọan lại"" này. Đó là: Cập nhật hóa, phong phú hóa, tổng hợp và đơn giản hóa những gì đã có cho đến nay trong công trình chuyển từ triết thần sang tiếng Việt. Mời bạn đón đọc. ",80.000,,,,,,,,,,,,, 880.00 gam , 14 x 20 cm ,, 01/2009 ,, Hoàng Mai , Nxb Phương Đông , 488 ," Ngô Minh , Nguyễn Thế Minh ", Bìa mềm ,
910,Từ Điển Y Học Anh - Việt,https://www.vinabook.com/images/thumbnails/product/240x/147616_p58391mbt.jpg,Chuyên ngành,,"  Thông tin tác giả    Ban Biên Soạn Chuyên Từ Điển: New Era     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cuốn sách này sẽ là 
công cụ hỗ trợ đắc lực cho các bác sĩ, cán bộ y tế, sinh viên y khoa và 
rộng rãi bạn đọc quan tâm đến y học và sức khỏe trong việc tra cứu tài 
liệu y văn bằng tiếng Anh.Mời bạn đón đọc.  ",100.000,,,,,,,,,,,,, 814.00 gam , 10 x 18 cm , 8936065440357 , 12/2010 ,, Ngọc Mai , Nxb Y học , 1626 , Ban Biên Soạn Chuyên Từ Điển, Bìa mềm ,
911,Từ Điển Tin Học & Công Nghệ Thông Tin Anh - Việt,https://www.vinabook.com/images/thumbnails/product/240x/147446_p58365mxx735.jpg,Chuyên ngành,,"  Thông tin tác giả    Ban Biên Soạn Chuyên Từ Điển: New Era     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Sách
 được biên sọan tổng hợp dựa trên nhiều nguồn tài liệu tham khảo trong 
và ngòai nước bao gồm nhiều lĩnh vực: từ phần cứng, phần mềm, hệ thống 
mạng cho đến các lĩnh vực hệ thống xử lý thông tin, hệ thống truyền 
thông, các hệ văn phòng, máy tính cá nhân. Từ điển cung cấp khỏang 24000 từ được thiết kế dưới dạng Anh Anh Việt. Kết cấu mỗi mục từ như sau: Bắt
 đầu là mục từ chính, kế đến là phần nghĩa tiếng Việt của mục từ đó, 
tiếp theo là phần giải thích mục từ bằng tiếng Anh và tiếng Việt. Một số
 mục từ còn có thêm hình ảnh minh họa để tiện tham khảo. Cuối
 sách là hai phụ lục. Về nội dung Window 98 và Microsoft Word 2000 dưới 
dạng song ngữ để độc giả tiện theo dõi, đối chiếu với nội dung dịch và tiếp cận với hệ điều hành cũng như phần mềm mới trong tin học ứng dụng. Mời bạn đón đọc. ",90.000,,,,,,,,,,,,, 726.00 gam , 10 x 18 cm , 113000058365 , 09/2011 ,, Ngọc Mai , NXB Hồng Đức , 1414 , Ban Biên Soạn Chuyên Từ Điển, Bìa mềm ,
912,Từ Điển Bách Khoa Britannica (Hộp 2 Cuốn),https://www.vinabook.com/images/thumbnails/product/240x/285100_p78743mbo.jpg,Chuyên ngành,,"  Thông tin tác giả    Nhiều tác giả     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ điển Bách khoa toàn thư Britannica dịch ra tiếng Việt gồm 2 tập với 28.000 mục từ, thuộc 51 lĩnh vực: Nhân chủng học, Địa lý, Triết học, Điện ảnh - Sân khấu, Ngôn ngữ học, Vật lý, Tôn giáo, Động vật học, Kinh tế, Kiến trúc, Nghệ thuật",3.000.000,,,,,,,,,,,,, 6204.00 gam , 20.5 x 29 cm , 1130000078743 , 09/2014 ," Tiếng Anh, Tiếng Việt ", CTCP Sách Dịch , NXB Giáo Dục , 3060 , Nhiều tác giả , Bìa cứng , Nhiều dịch giả 
913,Từ Điển Bách Khoa Công Nghệ Thông Tin & Kỹ Thuật Máy Tính Anh Việt,https://www.vinabook.com/images/thumbnails/product/240x/147539_p58377mxx762.jpg,Chuyên ngành,," Cuốn
 sách được đưa vào một khối lượng mục từ thật lớn đồng thời giải thích ý
 nghĩa các mục từ theo ngôn từ đang được phổ cập trong lĩnh vực công 
nghệ thông tin tại Việt Nam. Mời bạn đón đọc. -
 See more at: 
http://www.vinabook.com/c408/tu-dien-bach-khoa-cong-nghe-thong-tin-va-ky-thuat-may-tinh-anh-viet-minh-hoa-p21188.html#sthash.M4O09N45.dpuf ",150.000,,,,,,,,,,,,, 1386.00 gam , 14.5 x 20.5 cm , 113000058377 , 09/2009 ,, Ngọc Mai , NXB Hồng Đức , 3274 ,, Bìa cứng ,
914,Từ Điển Nhân Vật Lịch Sử Việt Nam,https://www.vinabook.com/images/thumbnails/product/240x/312881_p84178mtudien.jpg,Chuyên ngành,,"  Thông tin tác giả    Nguyễn Q. Thắng 
                                                                                                                                            Nguyễn Q. Thắng
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Nguyễn Bá Thế 
                                                                                                                                            Nguyễn Bá Thế
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Dân tộc Việt Nam từ thời Hùng Vương, đến nay là cả một chiều dài lịch sử tầm cỡ.Tinh thần dân tộc Việt Nam như thế nào? Có những ai hiền lương tài giỏi? Có những ai kiên cường bất khuất ? Có những ai đạo cao hạnh trọng? Mà cũng có những kẻ phản dân hại nước!Người nghìn sau đọc sử nghìn xưa, há không phải là điều làm hứng khởi tâm hồn? Bao nhiêu việc người, việc đời, việc nước ",380.000,,,,,,,,,,,,, 2354.00 gam , 16 x 24 cm , 8935077144376 , 12/2013 , Tiếng Việt , Nhà sách Hoa Sen , Nxb Văn hóa Thông tin , 1694 ," Nguyễn Q. Thắng , Nguyễn Bá Thế ", Bìa cứng ,
915,Từ Điển Bách Khoa Y Học Anh - Việt (Bìa Cứng) - Tái bản 12/2012,https://www.vinabook.com/images/thumbnails/product/240x/147384_p58358mxx710.jpg,Chuyên ngành,," Cuốn Từ điển Bách khoa Y học Anh - Việt này là một cuốn
 từ không thể thiếu đối với sinh viên Y khoa và tất cả bạn đọc trong 
việc học tập, nghiên cứu, đọc sách báo có liên quan đến y học. Từ điển 
được xây dựng theo cấu trúc giải thích song ngữ nhằm vừa đáp ứng yêu cầu
 tra cứu, vừa giải thích các khái niệm và thuật ngữ y học cho người đọc.
 Sách được in bìa cứng, trình bày đẹp do tập thể Trần Trung Cang, 
BS. Trương Ngọc Bích, BS. Hoàng Cao Thắng, Trương Minh Hùng, BS. Đoàn 
Xuân Dũng biên soạn.Mời bạn đón đọc. ",590.000,,,,,,,,,,,,, 4730.00 gam , 19 x 27 cm , 8936065440333 , 12/2012 ,, Ngọc Mai , Nxb Y học , 2736 ,, Bìa cứng ,
916,Từ Điển Triết Học Kant,https://www.vinabook.com/images/thumbnails/product/240x/49724_56267.jpg,Chuyên ngành,,"  Thông tin tác giả    Howard Caygill     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ điển này tập hợp, giới thiệu và giải thích hầu hết những thuật ngữ cơ bản của triết học Kant, mang lại một bảng lược đồ về bộ khung khái niệm sẽ trở thành nền tảng của triết học cổ điển Đức. Thay vì giới thiệu một khái niệm như là yếu tố cố định có tính định đề như các từ điển trước đó, mỗi mục từ điểm lại lịch sử của vấn đề và cho thấy những phương thức để Kant đi đến chỗ xác định ý nghĩa của nó trong diễn trình suy tưởng.Mỗi mục từ lại gắn liền với một danh sách những thuật ngữ có liên quan, tạo nên một mạng lưới, trong đó nó đạt được trọn vẹn các tầng nấc ý nghĩa. Khi thấy thích hợp, mục từ cũng xem xét số phận của khái niệm sau Kant, qua đó cho thấy vị trí then chốt của Kant giữa truyền thống và hiện đại, và lý do tại sao triết học Kant gây ảnh hưởng to lớn và hầu như không thể tát cạn lên nền văn hóa hiện đại.Là dịch phẩm của một tập thể yêu thích triết học, Từ Điển Triết Học Kant, cùng với loạt dịch phẩm tương tự sẽ ra mắt trong thời gian tới, là bước chuẩn bị cần thiết cho việc tiến tới biên soạn một Từ điển triết học Tây phương có tính tổng hợp và thông dụng.Mời bạn đón đọc. ",280.000,,,,,,,,,,,,, 880.00 gam , 16 x 24 cm , 8932000118527 , 12/2013 ,, Phương Nam , NXB Tri thức , 680 , Howard Caygill , Bìa mềm , Nhiều dịch giả 
917,Từ Điển Chuyên Ngành: Doanh Nghiệp - Kinh Tế - Thương Mại (Việt - Hàn),https://www.vinabook.com/images/thumbnails/product/240x/46794_53337.jpg,Chuyên ngành,,"  Thông tin tác giả    Lê Huy Khoa - Lê Hữu Nhân     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ Điển Chuyên Ngành: Doanh Nghiệp - Kinh Tế - Thương Mại (Việt - Hàn)Trong qui trình đào tạo tiếng Hàn Quốc hiện nay, giáo trình, chương trình đào tạo tiếng Hàn Quốc chuyên ngành là một lĩnh vực còn rất mới mẻ.Với khoảng 3.000 doanh nghiệp Hàn Quốc đang đầu tư tại Việt Nam, kim ngạch thương mại giữa hai chiều ngày càng tăng, khoảng 80.000 kiều dân Hàn Quốc đang sinh sống tại Việt Nam thì nhu cầu học tập và tìm hiểu tiếng Hàn trong lĩnh vực thương mại là điều rất cần thiết trong thời điểm hiện nay.Trường Hàn ngữ Việt Hàn Kanata với tư cách là đơn vị luôn đi đầu trong phong trào đào tạo và phát triển giáo trình tiếng Hàn trên thế giới cũng như tại Việt Nam, kế tiếp các giáo trình, tài liệu đào tạo tiếng Hàn trước đây như Đại từ điển tiếng Hàn, tiếng Hàn 42 chuyên ngành, tiếng Hàn giao tiếp. Sau một thời gian biên soạn, Tác giả và tập thể giáo viên trường đã quyết định cho ra đời tuyển tập từ điển từ vựng Kinh tế, Thương mại và Doanh nghiệp Hàn - Việt, Việt - Hàn, gồm các lĩnh vực đầy đủ cụ thể như: Tài chính, Ngân hàng, Thuế, Chứng khoán, Nghiệp vụ tại Doanh nghiệp, v.v.. để đáp ứng nhu cầu học tập và tham khảo của độc giả.Mời bạn đón đọc. ",35.000,,,,,,,,,,,,, 132.00 gam , 10 x 14 cm , 9786045804629 , 02/2013 ,, NXBTH TPHCM , Nxb Tổng hợp TP.HCM , 232 , Lê Huy Khoa - Lê Hữu Nhân , Bìa mềm ,
918,Từ Điển Thuật Ngữ Thị Trường Chứng Khoán - Trên 200.000 Từ (Anh - Việt),https://www.vinabook.com/images/thumbnails/product/240x/133877_11ect-ny.jpg,Chuyên ngành,," Từ Điển Thuật Ngữ Thị Trường Chứng Khoán - Trên 200.000 Từ (Anh - Việt) Đây là cuốn từ điển đầy đủ và cập nhật mới nhất về Thị trường Chứng khoán, để bạn đọc thuận lợi trong tra cứu và tìm hiểu bằng ngôn ngữ gốc. Ngoài các mục từ thông dụng, cuốn từ điển còn đề cập đến những khái niệm và thuật ngữ thực tế nhất thường dùng trong giao dịch Chứng Khoán hiện nay như:TTCK chính thứcTTCK phi tập trungCơ cấu luân chuyển TTCKPhương thức giao dịchCác sản phẩm trên TTCK (Cổ phiếu, trái phiếu, các công cụ có nguồn gốc Chứng Khoán)Tính chất của TTCKCác yếu tố ảnh hưởng đến Chứng Khoán lưu hànhCác yếu tố rủi roKỹ thuật phát hành Chứng KhoánCác luật lệ chi phối TTCK MỹMời bạn đón đọc. ",178.000,,,,,,,,,,,,, 1364.00 gam , 16 x 24 cm , 8935072816360 , 06/2007 ,, Nhân Văn , Nxb Từ điển Bách khoa , 992 ,, Bìa cứng ,
919,Từ Điển Y Học Dorland (Anh - Việt),https://www.vinabook.com/images/thumbnails/product/240x/48833_55376.jpg,Chuyên ngành,,"  Thông tin tác giả    Dorland     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ Điển Y Học Dorland (Anh - Việt)Qua trên 100 năm, ""Từ điển y học Dorland"" là cuốn sách tham khảo hàng đầu trên thế giới về các thuật ngữ y học. Nhiều thế hệ chuyên gia biên soạn từ điển đã cống hiến sức lực để tái duyệt, chọn lọc kho từ vựng hết sức phong phú mô tả những khu vực trọng yếu của kiến thức y học luôn mở rộng và thay đổi. Nỗ lực ấy của họ đã hình thành cuốn từ điển này với trên 118.000 mục từ, minh định hơn 122.000 thuật ngữ.Ấn bản này, ngoài việc tiếp tục truyền thống của Dorland, còn sử dụng trên 1.100 minh họa màu được chọn lọc cẩn thận để bổ sung và làm sáng tỏ các định nghĩa. Cuốn sách không chỉ đẹp và hiện đại về mặt hình thức mà còn dễ sử dụng.Ngoài việc duyệt xét lại từ vựng, lần xuất bản thứ 30 còn thêm vào trên 600 thuật ngữ từ lãnh vực Y khoa Bổ sung và Tùy chọn. Các thuật ngữ nằm ngoài truyền thống được định nghĩa dưới dạng các lý thuyết riêng.Những phụ lục và bảng biểu cũng được cập nhật và thêm mới cùng danh sách các thuật ngữ Hy Lạp và Latin.Cùng với đội ngũ chuyên gia, những người sử dụng từ điển đã cung cấp thông tin, ý kiến, và rất nhiều đề xuất, góp phần đáng kể vào việc duy trì vị thế của Dorland là từ điển y khoa xuất sắc, uy tín và phổ cập nhất.Mời bạn đón đọc. ",1.300.000,,,,,,,,,,,,, 2310.00 gam , 22 x 31 cm ,, 09/2013 ,, Văn Lang , Nxb Y học , 2008 , Dorland , Bìa cứng ,
920,Từ Điển Bách Khoa - Kinh Tế (Quản Trị - Ngân Hàng - Thương Mại Bảo Hiểm - Thị Trường Chứng Khoán),https://www.vinabook.com/images/thumbnails/product/240x/45906_52449.jpg,Chuyên ngành,," Từ Điển Bách Khoa - Kinh Tế (Quản Trị - Ngân Hàng - Thương Mại Bảo Hiểm - Thị Trường Chứng Khoán)Việc cập nhật thuật ngữ tiếng Anh trong các lĩnh vực chuyên dụng tài chính, ngân hàng, thương mại đang là mối quan tâm của các sinh viên chuyên ngành kinh tế, cán bộ ngoại thương, các nhà hoạt động doanh nghiệp hiện nay. Hơn nữa trong xu thế hội nhập kinh tế toàn cầu, trước mắt là quá trình hội nhập kinh tế khu vực ASEAN và trong tương lai gần là tổ chức thương mại quốc tế WTO, việc nâng cao kiến thức tiếng Anh trong các lĩnh vực này là một nhu cầu cấp thiết của mọi tần lớp xã hội.Cuốn sách ""Từ Điển Bách Khoa - Kinh Tế (Quản Trị - Ngân Hàng - Thương Mại Bảo Hiểm - Thị Trường Chứng Khoán)"" nhằm giúp sinh viên, doanh nhân, chuyên viên kế toán - kiểm toán nắm được chính xác ý nghĩa và bối cảnh sử dụng các thuật ngữ kế toán, kiểm toán, là phương tiện giúp phân tích và đáng giá hiệu quả kinh doanh, phân tích các phương án đầu tư, vị thế kinh doanh và tài chính của doanh nghiệp, giúp các nhà quản lý hoạch định phương án đầu tư đúng đắn.Mời bạn đón đọc. ",200.000,,,,,,,,,,,,, 1430.00 gam , 16 x 24 cm , 2000404000017 , 03/2008 ,, Thành Nghĩa , Nxb Từ điển Bách khoa , 1052 ,, Bìa cứng ,
921,Từ Điển Chuyên Ngành: Doanh Nghiệp - Kinh Tế - Thương Mại (Hàn - Việt),https://www.vinabook.com/images/thumbnails/product/240x/46792_53335.jpg,Chuyên ngành,,"  Thông tin tác giả    Lê Huy Khoa - Lê Hữu Nhân     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ Điển Chuyên Ngành: Doanh Nghiệp - Kinh Tế - Thương Mại (Hàn - Việt)Trong qui trình đào tạo tiếng Hàn Quốc hiện nay, giáo trình, chương trình đào tạo tiếng Hàn Quốc chuyên ngành là một lĩnh vực còn rất mới mẻ.Với khoảng 3.000 doanh nghiệp Hàn Quốc đang đầu tư tại Việt Nam, kim ngạch thương mại giữa hai chiều ngày càng tăng, khoảng 80.000 kiều dân Hàn Quốc đang sinh sống tại Việt Nam thì nhu cầu học tập và tìm hiểu tiếng Hàn trong lĩnh vực thương mại là điều rất cần thiết trong thời điểm hiện nay.Trường Hàn ngữ Việt Hàn Kanata với tư cách là đơn vị luôn đi đầu trong phong trào đào tạo và phát triển giáo trình tiếng Hàn trên thế giới cũng như tại Việt Nam, kế tiếp các giáo trình, tài liệu đào tạo tiếng Hàn trước đây như Đại từ điển tiếng Hàn, tiếng Hàn 42 chuyên ngành, tiếng Hàn giao tiếp. Sau một thời gian biên soạn, Tác giả và tập thể giáo viên trường đã quyết định cho ra đời tuyển tập từ điển từ vựng Kinh tế, Thương mại và Doanh nghiệp Hàn - Việt, Việt - Hàn, gồm các lĩnh vực đầy đủ cụ thể như: Tài chính, Ngân hàng, Thuế, Chứng khoán, Nghiệp vụ tại Doanh nghiệp, v.v.. để đáp ứng nhu cầu học tập và tham khảo của độc giả.Mời bạn đón đọc. ",35.000,,,,,,,,,,,,, 132.00 gam , 10 x 14 cm , 9786045804612 , 02/2013 ,, NXBTH TPHCM , Nxb Tổng hợp TP.HCM , 240 , Lê Huy Khoa - Lê Hữu Nhân , Bìa mềm ,
922,Từ Điển Cơ Điện Tử Ứng Dụng Anh - Việt - Tái bản 12/2005,https://www.vinabook.com/images/thumbnails/product/240x/45905_52448.jpg,Chuyên ngành,,"  Thông tin tác giả    Trịnh Hoàng Minh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Đỗ Hữu Vinh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Vào những thế kỷ trước, ý tưởng đầu tiên về robot xuất hiện, thể hiện ước mơ cháy bỏng của con người là tạo ra những máy tinh gọn để thay thế mình trong những công việc nặng nhọc, nhàm chán, nguy hiểm. Ngày nay, robot được sử dụng rộng rãi trong nghiên cứu khoa học, sản xuất và đời sống. Đó là thiết bị không thể thiếu được trên các hệ thống sản xuất linh hoạt. Robot ngày càng khéo léo, thông minh, được coi là sản phẩm điển hình của ngành kỹ thuật mới: ngành Cơ điện tử (mechatronics), thuật ngữ này dùng để miêu tả sự hợp nhất giữa công nghệ điện tử, cơ khí và tin học thiết kế, chế tạo, tối ưu hóa quy trình sản xuất của nhà máy, xí nghiệp nhằm tiết kiệm sức hao phí lao động, thời gian của con người. Chuyên ngành này được áp dụng rất rộng rãi, đa dạng ở nhiều lĩnh vực khác nhau như công nghệ chế tạo linh kiện siêu nhỏ, công nghệ nano (nano technology), công nghệ sinh học.Nhằm giúp những sinh viên kỹ thuật, kỹ sư Chuyên ngành cơ khí, Cơ điện tử có một vốn từ Tiếng Anh chuyên dụng về cơ khí, điện tử, tin học cuốn sách Từ Điển Cơ Điện Tử Ứng Dụng Anh-Việt được biên soạn trên cơ sở tham khảo, kế thừa và phát huy nhiều công trình từ điển trong và ngoài nước với khoảng 90.000 mục từ, cụm từ chuyên dụng mới phù hợp với sự phát triển nền khoa học công nghệ của giới hiện nay.Nội dung chủ yếu của quyển từ điển bao gồm các thaut65 ngữ sau: thuật ngữ cơ khí, điện và điện tử, tin học, công nghệ thông tin",199.000,,,,,,,,,,,,, 1584.00 gam , 16 x 24 cm , 113000052448 , 12/2005 ,, Thành Nghĩa , Nxb Đại học Quốc gia Hà Nội , 984 ," Trịnh Hoàng Minh , Đỗ Hữu Vinh ", Bìa cứng ,
