tên sách,ảnh bìa,thể loại,nội dung tóm tắt,giá bìa,kích thước,ngày xuất bản,nhà phát hành,nhà xuất bản,số trang,tác giả,loại bìa,dịch giả
"Trồng Mai - Kỹ Thuật Bón Tưới, Phòng Trừ Sâu Rầy - Bệnh Hại",https://www.vinabook.com/images/thumbnails/product/240x/175661_p62892mtrongmai.jpg,Trồng trọt,"  Thông tin tác giả    Phúc Quyên     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Việt Chương 
                                                                                                                                            Việt Chương
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ xa xưa, như một tập tục, cứ đến ngày 30 tết, dù nghèo hay giàu, dù sang hay hèn, trên bàn thờ ông Vải của nhà nào cũng bày bình hoa mai chưng cúng suốt ba ngày tết. Nhiều nhà còn chọn những cây mai có dáng thế đẹp mà cành nào cũng oằn sai những nụ hoa chớm nở chưng trong phòng khách với mơ ước những cây mai đó sẽ đem lại sự may mắn và hạnh phúc cho gia đình.Hoa mai với sắc vàng tươi tắn, rực rỡ đối với người dân Nam bộ từ ngàn đời nay tượng trưng cho sự may mắn, thịnh vượng và hạnh phúc tràn đầy.Phòng trừ sâu rầy và bệnh hại cho cây mai là công việc mà bất cứ người trồng mai nào thời nay cũng phải đặc biệt quan tâm tới, nhằm tạo ra những cây mai đẹp và hoàn thiện nhất. Nhưng, điều này lại khác biệt với người trồng mai thời xưa.Ngày nay, cây mai đã trở thành một thứ hàng hóa để đem ra mua bán như các hàng hóa khác ngoài chợ. Vì vậy nghề trồng mai ngày nay được xem là một nghề dễ hái được nhiều tiền.Muốn trồng được những cây mai đẹp đạt giá bán cao ngất ngưỡng như vậy, người làm vườn, tức là nghệ nhân hoa kiểng phải dày công chăm sóc tưới bón, và hằng ngày quan tâm đến việc phòng trị các loài sâu rầy và bệnh hại cho cây.Mời bạn đón đọc. ",35.0, 13 x 19 cm , 03/2015 , Văn Lang , Nxb Mỹ thuật ,120.0," Phúc Quyên , Việt Chương ", Bìa mềm ,
Bí Quyết Thành Công Kĩ Thuật Trồng Khoai Tây Hiệu Quả,https://www.vinabook.com/images/thumbnails/product/240x/216858_p69255mbt.jpg,Trồng trọt,"  Thông tin tác giả    Khang Việt     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nước ta có gần 70% dân số sống ở khu vực nông thôn. Phát triển kinh tế nông thôn được xem là yếu tố quan trọng đảm bảo sự phát triển bền vững của quốc gia. Sau gần 15 năm thực hiện đổi mới kinh tế, nông nghiệp và phát triển nông thôn Việt Nam đã đạt được những bước tiến quan trọng. Đổi mới trong nông nghiệp đã mở đầu cho nền kinh tế ở Việt Nam, tạo nền tảng vững chắc giúp Việt Nam phát triển kinh tế.Trong thời gian qua, nhiều giống cây trồng, vật nuôi và thủy hải sản được tạo ra, nhất là một số giống có ưu thế đã đưa vào sản xuất trên diện rộng, góp phần tăng năng suất, chất lượng, hiệu quả sản xuất và sức cạnh tranh cho nông sản Việt Nam. Đến nay đã có trên 90% diện tích lúa, 80% diện tích ngô, 60% diện tích mía, cây an quả được dùng giống mới. Đã có 90 cây trồng được chọn tạo như: Nhãn, vải, bưởi, xoài, chuối, dứa, dưa hấu, nấm",40.0, 13 x 19 cm , 2016 , Khang Việt , NXB Đồng Nai ,106.0, Khang Việt , Bìa mềm ,
Bí Quyết Thành Công Kĩ Thuật Trồng Trà Xanh Hiệu Quả,https://www.vinabook.com/images/thumbnails/product/240x/215822_p69040mbt.jpg,Trồng trọt,"  Thông tin tác giả    Minh Ngọc 
                                                                                                                                            Minh Ngọc
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Trong suốt tiến trình phát triển của lịch sử loài người, trà hiện hữu từ rất sớm và nhanh chóng trở thành loại thức uống có ảnh hưởng, quyền lực lớn nhất trên hành tinh. Và thậm chí có thời kỳ trà từng được ví von là “thức uống khiến cả thế giới phát cuồng”.Hiện nay phần đông các nhà bác học thế giới đã thống nhất là quê hương xa xưa của cây chè không phải nằm gọn trong một nước, mà là cả một vùng rộng lớn bao gồm phía nam Trung Quốc (tỉnh Vân Nam), vùng phía bắc Miến Điện, vòng sang tỉnh At-sam và cả phía bắc Việt Nam. Từ trung tâm nguyên sản này, cây chè đã lan rộng ra các vùng lân cận như Campuchia, Thái Lan… chia thành hai nhánh theo phân vùng địa lý.Một nhánh phát triển lên phía bắc, còn một nhánh đi về phía nam. Điều kiện khí hậu ở khu trung tâm là tỉnh Vân Nam thật là lý tưởng đối với chè, vì rất phù hợp với đặc tính thực vật và sinh học của cây chè. Người ta vẫn thường nói ở đó xuân về cả bốn mùa. Quanh năm, điều kiện sinh thái ở ngoài trời lý tưởng như điều kiện nhân tạo trong nhà kính ở các trại trổng chè, không lạnh quá và cũng không khô quá. Trong không khí lúc nào cũng đầy hơi nước bốc lên “một thứ hơi ấm áp, êm dịu gần như hơi trắng của sữa, một cái gì mà hình như có thể sờ mó thấy”.Chè ở Vân Nam mọc và nảy chồi quanh năm, cây xòe rộng, lá to và có màu xanh thẫm. Tiến lên phía bắc, cây chè nhỏ dần đi, và càng lên xa, chè càng khó phát triển. Từ những cây cao lớn kích thước chè thu dần lại, biến thành những cây bụi. Lá chè cũng càng ngày càng nhỏ và càng cứng hơn. Mỗi năm, lá non chỉ mọc được 2-3 lần, có khi chỉ thấy xuất hiện vào mùa xuân. Ngược lại, nếu đi về phía nam, qua vùng rừng núi nước ta và các nước Đông Dương sang tới Ấn Độ thì càng gần xích đạo với những mùa hè nóng nực khác hẳn ở Vân Nam, cây chè càng biến đổi hình dáng, phát triển mạnh hơn và có lá to hơn.Ở các vùng Hà Tuyên, Hoàng Liên Sơn có trên 41.000 cây chè mọc hoang, thân to như cổ thụ, có cây bằng cây đa, đường kính tán rộng tới 14 mét và đường kính gốc cây tới 80 cm, có cây hai đến ba người ôm không xuể. Một điều khá lý thú là khí hậu, thời tiết, thổ nhưỡng đặc biệt ở nước ta đã mang lại cho những cây chè khổng lồ, còn sống tới bây giờ, những nét đặc trưng kỳ lạ. Có những cây có búp lá dựng đứng, nhưng cũng có cây búp lại nằm ngang hay chúc xuống phía dưới. Những cây chè này đã sinh ra bao đời con cháu rồi, nhưng sức vẫn như đang tuổi thanh xuân, mỗi năm vẫn cho thu hoạch 4 vụ, mỗi cây mỗi vụ thu được từ 20 đến 30 kg chè búp.Theo tài liệu, cây chè Atsam có năng suất trong vòng 50 năm, nếu thu hái nhiều thì chỉ được 30-40 năm. Xem vậy giống chè Việt Nam chẳng thua kém các giống chè khác, đặc biệt là chè Tân Cương Thái Nguyên. Điều đáng quý nữa là búp lá chè cổ thụ ở Suối Giàng to mập gấp 2- 3 lần so với búp chè ở những nơi khác, chất lượng chè lại cao, vị đậm, ngon nước. Chè Suối Giàng rất được nước, màu nước trong xanh rất đẹp. Không phải chỉ ở nước thứ nhất, mà nước thứ hai và thứ ba vẫn còn thơm ngon.Chè không chỉ được trồng nhiều ở miền bắc nước ta mà còn phát triển mạnh ở các vùng cao nguyên phía Nam. Nếu như Đà Lạt nổi tiếng với những vườn rau xanh biếc hay lung linh bởi vô vàn loài hoa đua hương khoe sắc, thì đất Bảo Lộc lại trù phú, xanh tươi mơn mởn bởi những búp chè. Theo chân người Pháp, chè có mặt ở Bảo Lộc từ những năm 1930, trải qua hơn 80 năm lịch sử, giờ đây chè đã là một trong ba cây công nghiệp quan trọng nhất của vùng đất này.Đến nơi đây, đâu đâu cũng thấy màu xanh của cây chè. Phóng tầm mắt về phía xa xa là những đồi chè xanh đến ngút ngàn, thấp thoáng bóng dáng của những cô gái đang thoăn thoắt hái chè. Gần hơn là những đồi chè bao bọc lấy những ngôi nhà trên sườn đồi xinh xắn. Và khi bước chân vào bất cứ căn nhà nào ở xứ sở tươi xanh này bạn cũng sẽ được mời thưởng thức thứ nước chan chát, ngòn ngọt thanh tao, đó là nước chè xanh - hương vị thanh mát trong lành, đậm đà khó quên.Cây chè hiện đang là cây trồng mang lại hiệu quả kinh tế cao, giúp cải tạo và nâng cao đời sống cho người dân trong nước và diện tích canh tác loại cây này đang không ngừng tăng nhanh từng ngày. Từ nhu cầu, lợi ích, hiệu quả và những tính năng kinh tế vượt trội do cây chè mang lại, công ty sách Khang Việt xin trân trọng giới thiệu đến bạn đọc cuốn sách “Kỹ Thuật Trồng Trà Xanh Hiệu Quả”. Hy vọng cuốn sách sẽ đem đến cho bạn đọc những thông tin bổ ích, hữu dụng và cần thiết trong cuộc sống và công việc kinh doanh của bạn.Mời bạn đón đọc. ",40.0, 14.5 x 20.5 cm , 05/2016 , Khang Việt , NXB Đồng Nai ,110.0, Minh Ngọc , Bìa mềm ,
4 Mùa Với Phong Lan,https://www.vinabook.com/images/thumbnails/product/240x/161294_p60016m4muavoiphonglan.jpg,Trồng trọt,"  Thông tin tác giả    Greg Allikas & Ned Nash     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Bốn mùa với phong lan là một tài liệu hướng dẫn cách trồng và chăm sóc những loài phong lan đẹp nhất thế giới với những bức ảnh sắc nét. Với quyển sách này, bạn có thể khám phá những loài phong lan đẹp và cách để chúng khoe sắc quanh năm. Quyển sách hướng dẫn từng bước cụ thể cách trồng những loài phong lan phổ biến từ loài lan hồ điệp Phalaenopsis, loài lan nữ hoàng Cattleya, loài lan hoàng thảo Dendrobium, loài lan hài Paphiopedilum đến loài lan kiếm Cymbidium. Bạn sẽ biết được lịch sử họ phong lan và những phương pháp trồng hoàn hảo để phong lan nở rộ quanh năm. Mời bạn đón đọc. ",199.0, 16 x 24 cm , 10/2014 , Văn Lang , Nxb Mỹ thuật ,278.0, Greg Allikas & Ned Nash , Bìa mềm , Thế Anh 
Bí Quyết Thành Công Kĩ Thuật Trồng Cà Phê Hiệu Quả,https://www.vinabook.com/images/thumbnails/product/240x/215813_p69039mbt.jpg,Trồng trọt,"  Thông tin tác giả    Minh Ngọc 
                                                                                                                                            Minh Ngọc
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ thế kỷ XIX, cây cà phê đã theo chân người Pháp đến và bén rễ trên mảnh đất Việt Nam. Hàng loạt đồn điền cà phê đã được trồng rải suốt từ Bắc vào Nam. Sản phẩm của cây cà phê là hạt, hạt cà phê sau khi chế biến sẽ cho ta thức uống có mùi vị và hương thơm thanh tao đặc biệt, chứa rất nhiều chất nhưng chủ yếu là caffeine.Mời bạn đón đọc. ",40.0, 14.5 x 20.5 cm , 05/2016 , Khang Việt , NXB Đồng Nai ,108.0, Minh Ngọc , Bìa mềm ,
Tìm Hiểu Rượu Vang Và Nho,https://www.vinabook.com/images/thumbnails/product/240x/153620_p59104mbiatruoc.jpg,Trồng trọt,"  Thông tin tác giả    Nguyễn Xuân Ra 
                                                                                                                                            Nguyễn Xuân Ra
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Rượu Vang là loại đồ uống có cồn truyền thống, được lên men từ nước ép Nho hay một số loại hoa quả có hương vị đặc biệt. Người ta đã sản xuất rượu Vang từ nhiều thế kỷ qua và trong nó hàm chứa những giá trị tinh hoa của lịch sử, địa l‎í, văn hóa và lối sống… Những chai rượu Vang có chất lượng hảo hạng bậc nhất được sản xuất từ những quốc gia có nền công nghiệp sản xuất rượu Vang lâu đời và phát triển hàng đầu trên thế giới như: Bồ Đào Nha, Tây Ban Nha, Đức, Nam Phi, Chi Lê, Úc, Mỹ, Pháp và Ý.Không chỉ là đồ uống đẳng cấp, rượu Vang còn mang lại sức khỏe cho con người mà đặc biệt là đối với phái đẹp.Trong một vài năm trở lại đây, tại Việt Nam, rượu Vang đã trở thành thức uống phổ biến, được ưa chuộng và sử dụng trong các cuộc giao lưu, hội họp, liên hoan, đoàn tụ gia đình và được bày bán nhiều nơi, từ cửa hàng, siêu thị cho đến các nhà hàng, khách sạn và cả quán bar. Điều này có nghĩa là rượu Vang ngày càng có một vị trí và vai trò hết sức quan trọng trong đời sống xã hội hiện đại. Tuy nhiên không hẳn ai cũng hiểu biết, lựa chọn và thưởng thức đúng cách bởi sự đa dạng về nguồn gốc và chủng loại của loại đồ uống này.Nội dung cuốn sách được trình bày trong 8 chương, chú trọng đến 4 vấn đề cơ bản, cụ thể như sau:- Nguồn gốc của Vang, Nho;- Phương pháp sản xuất;- Phong cách thưởng thức;- Vang Việt - Vang ngoại.Sau khi nghiên cứu nội dung cuốn sách này, các bạn đọc không những nắm bắt được nguồn gốc xuất xứ, phương pháp sản xuất, cách phân loại rượu Vang mà còn có thêm những kinh nghiệm quý báu trong việc lựa chọn, thưởng thức rượu Vang như ý. Ngoài ra, bạn đọc còn cơ hội tìm hiểu về nghề phục vụ rượu Vang (Sommelier), qua đó những người trong nghề có thêm những tư liệu và kinh nghiệm bổ ích nhằm phục vụ cho công việc thực tiễn của mình.Mời bạn đón đọc. ",65.0, 14.5 x 20.5 cm , 07/2014 , NXB Thông Tin và Truyền Thông , Nxb Thông tin & truyền thông ,139.0, Nguyễn Xuân Ra , Bìa mềm ,
Bệnh Vi khuẩn Hại Cây Trồng,https://www.vinabook.com/images/thumbnails/product/240x/144388_p58093mxx912.jpg,Trồng trọt,"  Thông tin tác giả    KS. Nguyễn Mạnh Chinh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Nguyễn Mạnh Cường     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cây trồng bị nhiều loại bệnh hại do các tác nhân là vi sinh vật như nấm, vi khuẩn, virus, tuyến trùng. Trong đó nấm là tác nhân gây hại phổ biến nhất ròi đến vi khuẩn. Hầu hết các loại cây trồng đều bị vi khuẩn gây hại, có nhiều bệnh vi khuẩn rất phổ biến và nguy hiểm như bệnh bạc lá lúa, các bệnh đốm lá, thối nhũn và héo rũ trên các cây rau màu, cây công nghiệp và cây ăn quả lâu năm",40.0, 14.5 x 20.5 cm , 05/2014 , Nxb Nông Nghiệp , Nxb Nông Nghiệp ,96.0," KS. Nguyễn Mạnh Chinh , Nguyễn Mạnh Cường ", Bìa mềm ,
Quản Lý Sinh Thái Đồng Ruộng,https://www.vinabook.com/images/thumbnails/product/240x/144379_p58092mxx904.jpg,Trồng trọt,"  Thông tin tác giả    Nguyễn Mạnh Chinh 
                                                                                                                                            Nguyễn Mạnh Chinh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						Hệ sinh thái đồng ruộng là một hệ sinh thái là một hệ sinh thái gồm nhiều thành phần: từ các yếu tố phi sinh vật đến yếu tố sinh vật. Có thể kể đến như: ánh sáng, nhiệt độ, độ ẩm,",35.0, 14.5 x 20.5 cm , 05/2014 , Nxb Nông Nghiệp , Nxb Nông Nghiệp ,80.0, Nguyễn Mạnh Chinh , Bìa mềm ,
Bệnh Tuyến Trùng Hại Cây Trồng,https://www.vinabook.com/images/thumbnails/product/240x/144370_p58091mxx889.jpg,Trồng trọt,"  Thông tin tác giả    KS. Nguyễn Mạnh Chinh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Nguyễn Mạnh Cường     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Tiếp theo các cuốn sách về bệnh vi khuẩn và virus hại cây trồng,, NXB Nông Ngiệp xuất bản cuốn sách Bệnh Tuyến Trùng Hại Cây Trồng. Cùng với nấm, vi khuẩn và virus, tuyến trùng cũng là một đối tượng gây hại rất phổ biến trên nhiều loại cây trồng ở các nước và nước ta. Tuyến trùng là nhóm sinh vật đa dạng và vô cùng phong phú, kích thước rất nhỏ bé, lại sống ở trong đất và hại rễ cây, bộ phận chủ yếu hút nước và năng suất cây trồng. Với đặc điểm này, việc phát hiện và phòng trừ tuyến trùng cũng gặp nhiều khó khăn",37.0, 14.5 x 20.5 cm , 05/2014 , Nxb Nông Nghiệp , Nxb Nông Nghiệp ,96.0," KS. Nguyễn Mạnh Chinh , Nguyễn Mạnh Cường ", Bìa mềm ,
Bệnh Virus Hại Cây Trồng,https://www.vinabook.com/images/thumbnails/product/240x/144362_p58090mxx897.jpg,Trồng trọt,"  Thông tin tác giả    Nguyễn Mạnh Cường     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       KS. Nguyễn Mạnh Chinh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Các loại cây trồng thường bị nhiều loại bệnh do các vi sinh vật như nấm, vi khuẩn, virus, tuyến trùng. Các bệnh này ảnh hưởng rất lớn đến sinh trưởng, phát triển của cây trồng, làm giảm năng suất và chất lượng nông sản, nhiều trường hợp tạo thành những dịch hại nghiêm trọng, gây tổn thất lớn cho sản xuất.Hiện nay, các bệnh cây do virus lại chưa có thuốc đặc trị, và lại có chiều hướng phát triển, là mối đe dọa lớn đối với năng suất và chất lượng nhiều loại cây trồng. Vì vậy, việc hiểu rõ đặc điểm phát sinh, phát triển của bệnh để từ đó áp dụng các biện pháp phòng trừ có hiệu quả là điều cần thiết với người trồng cây. Trong cuốn sách này tác giả đã thể hiện đầy đủ về đặc điểm và biện pháp phòng  trừ bệnh virus hại cây.Cuốn sách Bệnh Virus Hại Cây Trồng là cuốn tài liệu tham khảo cho bà con nông dân, các trang trại, các cán bộ kỹ thuật nông nghiệp và mọi người có quan tâm về loại bệnh hại cây trồng quan trọng này.Mời bạn đón đọc. ",40.0, 14.5 x 20.5 cm , 05/2014 , Nxb Nông Nghiệp , Nxb Nông Nghiệp ,96.0," Nguyễn Mạnh Cường , KS. Nguyễn Mạnh Chinh ", Bìa mềm ,
Cây Mè (Cây Vừng) - Kỹ Thuật Trồng & Thâm Canh,https://www.vinabook.com/images/thumbnails/product/240x/133938_xx446.jpg,Trồng trọt," Cây Mè (Cây Vừng) - Kỹ Thuật Trồng & Thâm CanhNội dung của cuốn sách này được tổng hợp từ nhiều kết quả nghiên cứu trong và ngoài nước., đặc biệt là gắn những kết quả nghiên cứu với thực tế sản xuất sẽ giúp cho người đọc có thể hình dung được các biện pháp kĩ thuật trồng và thâm canh mè để đạt hiệu quả cao. Sách góp phần thêm thông tin, tài liệu tham khảo sử dụng trong  nghiên cứu, giảng dạy ở các trường đại học và trung học nông nghiệp.Mục lục:1. Giới thiệu chung2 .Đặc điểm thực vật3. Yêu cầu sinh thái cây mè4. Kỹ thuật trồng và thâm canh mè",10.0, 13 x 19 cm , 06/2006 , Nxb Nông Nghiệp , Nxb Nông Nghiệp ,84.0,, Bìa mềm ,
Hướng Dẫn Kỹ Thuật Trồng Bonsai,https://www.vinabook.com/images/thumbnails/product/240x/339884_p87803mscan0001.jpg,Trồng trọt,"  Thông tin tác giả    Ngọc Lan 
                                                                                                                                            Ngọc Lan
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Bonsai là cây được trồng trong chậu, khay, được cắt tỉa tạo dáng theo một phương pháp đặc biệt, mang đầy đủ những yếu tố thẩm mỹ và ấn tượng thiên nhiên sẳn có, hay nói một cách khác, Bonsai là một cây hay một nhóm cây trong thiên nhiên được thu nhỏ lại trong gang tấc nhưng vẫn mang nét cổ thụ, được trồng trong chậu, khay hay trên đá bằng một kỹ thuật, và nghệ thuật riêng biệt. Vì thế người ta nói Bonsai là một nghệ thuật, là một tác phẩm sống, hay là một tác phẩm điêu khắc sống. Mời bạn đón đọc. ",13.0, 12.5 x 18.5 cm , 03/2005 , Nhà sách Hoa Sen , Nxb Phương Đông ,110.0, Ngọc Lan , Bìa mềm ,
Kỹ Thuật Trồng Rau Gia Vị (Tái Bản 2019),https://www.vinabook.com/images/thumbnails/product/240x/343164_p88155mscan0003.jpg,Trồng trọt,"  Thông tin tác giả    PGS.TS Tạ Thu Cúc     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Rau gia vị ở nước ta rất phong phú, đa dạng. Chúng chiếm vị trí quan trọng trong đời sống của nhân dân ta từ miền Bắc đến miền Nam.Trồng rau gia vị mang lại hiệu quả kinh tế cao. Nhiều cây rau gia vị đã trở thành hàng hóa xuất khẩu quan trọng.Trong quá trình điều tra, nghiên cứu và tham khảo tài liệu của đồng nghiệp, tác giả đã biên soạn nên cuốn sách nhỏ này với mong muốn cung cấp thông tin về những biện pháp kỹ thuật chủ yếu để trồng rau gia vị.Mời bạn đón đọc. ",48.0, 13 x 19 cm , 06/2019 , NXB Phụ Nữ , NXB Phụ Nữ ,164.0, PGS.TS Tạ Thu Cúc , Bìa mềm ,
Bác Sĩ Cây Trồng - Quyển 29: Trồng - Chăm Sóc & Phòng Trừ Sâu Bệnh Cây Thuốc Lá,https://www.vinabook.com/images/thumbnails/product/240x/31594_38126.jpg,Trồng trọt,"  Thông tin tác giả    Nguyễn Mạnh Chinh 
                                                                                                                                            Nguyễn Mạnh Chinh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Nguyễn Đăng Nghĩa     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Đã có nhiều tài liệu và các lớp tập huấn hội thảo cho nông dân về các biện pháp kỹ thuật trồng trọt. Nhưng trong thực tế nhiều bà con do không hiểu được cơ sở khoa học của các biện pháp nên đã áp dụng một cách máy móc hoặc tùy tiện, dẫn đến hiệu quả không đạt yêu cầu, nhiều trường hợp tốn kém thêm chi phí, ảnh hưởng đến sinh trưởng của cây và sản phẩm thu hoạch.Trong suốt đời sống của cây, từ khi nảy mầm, lớn lên cho đến ra hoa, kết quả có rất nhiều phản ứng và quá trình sinh lý xảy ra, đồng thời cũng bị nhiều loại tác nhân gây hại. Để cây sinh trưởng, phát triển tốt, cho năng suất và chất lượng cao thì các phản ứng và quá trình sinh lý phải được tiến hành một cách thuận lợi, các tác nhân gây hại phải được khống chế.Bộ sách ""Bác sĩ cây trồng"" giới thiệu các kiến thức cơ bản về đời sống cây trồng, các yêu cầu về giống cây, đất trồng, phân bón, kỹ thuật canh tác và phòng trừ các loại dịch hại cây. Đây là bộ sách hướng dẫn cho nông dân các kiến thức cơ bản một cách tương đối đầy đủ và có hệ thống.Mời bạn đón đọc.   ",14.0, 13 x 19 cm , 09/2007 , Nxb Nông Nghiệp , Nxb Nông Nghiệp ,80.0," Nguyễn Mạnh Chinh , Nguyễn Đăng Nghĩa ", Bìa mềm ,
Bác Sĩ Cây Trồng - Quyển 26: Trồng - Chăm Sóc & Phòng Trừ Sâu Bệnh Cây Bông Vải,https://www.vinabook.com/images/thumbnails/product/240x/31603_38135.jpg,Trồng trọt,"  Thông tin tác giả    Nguyễn Mạnh Chinh 
                                                                                                                                            Nguyễn Mạnh Chinh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Nguyễn Đăng Minh 
                                                                                                                                            Nguyễn Đăng Minh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cây bông là loại cây công nghiệp có giá trị kinh tế cao. Sản phẩm chính là xơ bông dùng dệt vải và nhiều hàng hóa cần thiết khác như bông dùng trong y tế, các loại sợi chỉ",14.0, 13 x 19 cm , 06/2007 , Nxb Nông Nghiệp , Nxb Nông Nghiệp ,84.0," Nguyễn Mạnh Chinh , Nguyễn Đăng Minh ", Bìa mềm ,
Kỹ Thuật Trồng Mai (Tái Bản 2015),https://www.vinabook.com/images/thumbnails/product/240x/229686_p71237mbiatruoc.jpg,Trồng trọt,"  Thông tin tác giả    Việt Chương 
                                                                                                                                            Việt Chương
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cây mai vàng ở Miền Nam, hay cây đào ở miền Bắc là một biểu tượng cho cái Tết cổ truyền, đại diện cho mùa xuân. Cho dù, ngày xuân còn có rất nhiều loại hoa khoe hương thắm sắc, cây mai, cây đào vẫn chiếm giữ một vị trí quan trọng trong lòng của người thưởng hoa, nó gần như mang tính quốc hồn quốc túy trong lòng của người dân Việt.Trong tập sách nhỏ này, tác giả giới thiệu về thú chơi mai và tìm hiểu cái đẹp đặc sắc của cây Mai. Đồng thời cũng đề cập đến một số kinh nghiệm kỹ thuật trồng Mai cho người trồng.Mời bạn đón đọc. ",45.0, 13 x 19 cm , 06/2015 , Văn Lang , Nxb Thanh Hóa ,128.0, Việt Chương , Bìa mềm ,
Kỹ Thuật Trồng Và Kinh Doanh Phong Lan (Tái Bản 2018),https://www.vinabook.com/images/thumbnails/product/240x/302127_p82291mbatrc.jpg,Trồng trọt,"  Thông tin tác giả    KS. Nguyễn Việt Thái     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Việt Chương 
                                                                                                                                            Việt Chương
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Mỗi loài hoa đều có một nét đẹo đặc trưng riêng của chúng. Nhưng nếu đem so sánh với hoa Phong Lan thì tất cả đều kém xa. Thực tế đó, từ xa xưa đã được nhiều người công nhận.Vì vậy, từ ngàn đời nay, hoa Phong Lan được người đời phong tặng cho ngôi vị độc tôn:  Hoàng hậu của các loại hoa, hoặc Chúa tể của các loại hoa.Đã thế, mỗi loài hoa Lan đều được người đời ưa ái ban cho một cái tên vô cùng hấp dẫn, vô cùng đẹp đẽ, xứng với hương sắc độnc đáo mà chỉ có đấng Hóa Công mới có đủ sức tạo ra nổi: Nào là Hoàng Lan, Ngọc Điểm, Hạc Đỉnh, Giáng Hương",50.0, 13 x 19 cm , 01/2018 , Văn Lang , Nxb Thanh Hóa ,112.0," KS. Nguyễn Việt Thái , Việt Chương ", Bìa mềm ,
Nữ Hoàng Các Loài Hoa,https://www.vinabook.com/images/thumbnails/product/240x/291574_p79851mp74453mnuhoangcacloaihoau2487d20160930t13272515938.jpg,Trồng trọt,"  Thông tin tác giả    Đỗ Anh Thơ 
                                                                                                                                            Đỗ Anh Thơ
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nữ Hoàng Các Loài Hoa Hoa là một trong những vẻ đẹp tự nhiên thu hút nhất trên thế giới, là biểu hiện của tình yêu, sự hiến dâng và của đời sống tâm linh từ Âu sang Á. Mỗi bông hoa đều mang một vẻ đẹp, một ý nghĩa, thông điệp riêng.Cuốn sách “Nữ hoàng các loài hoa” sẽ giúp bạn đọc có thêm nhiều hiểu biết về những loài hoa xung quanh ta.Mời bạn đón đọc. ",40.0, 13 x 20.5 cm , 09/2016 , Thăng Long , Nxb Lao động - Xã hội ,160.0, Đỗ Anh Thơ , Bìa mềm ,
