tên sách,ảnh bìa,thể loại,nội dung tóm tắt,giá bìa,kích thước,ngày xuất bản,nhà phát hành,nhà xuất bản,số trang,tác giả,loại bìa,dịch giả
Ngữ Pháp Tiếng Trung Thông Dụng,https://www.vinabook.com/images/thumbnails/product/240x/266614_p76526m040.jpg,Tiếng Trung,"  Thông tin tác giả    Mã Chân     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Giáo trình này được hình thành trên cơ sở chỉnh sửa cuốn “Ngữ pháp tiếng Trung thông dụng” (bản chỉnh sửa).Lần chỉnh sửa này chủ yếu nằm ở 3 phần:1. Xét về vấn đề từ loại, không thể tách rời chức năng ngữ pháp của từ, đặc biệt là các trường hợp từ loại làm thành phần câu, vì thế, trong bài giảng 2 về “Từ loại” và bài giảng 3 về “Cụm từ” đã có sự thay đổi, đổi “Cụm từ” là bài giảng 2, còn “Từ loại” là bài giảng 3, như vậy sẽ đúng thứ tự hơn.2. Sửa 3 nhóm từ “小、新、好、干净、认真、正确”；“连通、冰凉、雪白、 糊里糊涂” và“单（单衣服）、夹（夹衣服）、公（公牛）、母（母牛）、唯 一、日常、共同” đều quy về là tính từ, lần lượt gọi là “hình dung từ tính chất”, “hình dung từ trạng thái” và “phân biệt hình dung từ” nhằm mục đích chú trọng tới hệ thống từ loại truyền thống. Trên thực tế, chức năng ngữ pháp của 3 loại cụm từ này hoàn toàn khác nhau, đặt cùng vào một loại là không phù hợp. Hiện nay, càng ngày càng có nhiều người nhận thức được rằng, phân chúng thành 3 loại khác nhau thì dù xét từ nghiên cứu ngữ pháp hay giảng dạy ngữ pháp thì đều cần thiết. Để tiếp cận tốt hơn với nghiên cứu ngữ pháp và ngữ pháp hiện nay, trong lần chỉnh sửa này chúng tôi phân chúng thành 3 loại, lần lượt gọi là “hình dung từ”, “từ trạng thái” và “từ khu biệt”.3. Thay đổi hơn 100 ví dụ, đồng thời, đối với phần giải thích, nói rõ các ví dụ liên quanMời bạn đón đọc. ",139.0, 17 x 24 cm , 2017 , Mcbooks , Nxb Đại học Quốc gia Hà Nội ,336.0, Mã Chân , Bìa mềm , Hương Lan 
10 Ngày Có Thể Nói 1000 Câu Tiếng Hoa - Giao Tiếp Xã Hội (Kèm 1 CD),https://www.vinabook.com/images/thumbnails/product/240x/278216_p77899mimg402.jpg,Tiếng Trung,"  Thông tin tác giả    Tri Thức Việt 
                                                                                                                                            Tri Thức Việt
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Bộ sách 10 Ngày Có Thể Nói 1000 Câu Tiếng Hoa được biên soạn phù hợp với thực tế, ngắn gọn, dễ học, dễ nhớ, là bộ sách rất hữu ích cho những ai muốn học và nâng cao kỹ năng giao tiếp tiếng Hoa.Bộ sách 10 ngày có thể nói 1000 câu tiếng Hoa gồm 4 quyển với các chủ đề: Công sở, Cuộc sống hàng ngày, Giao tiếp xã hội, Mọi tình huống, có những đặc điểm nổi bật sau:Nội dung sách 10 ngày có thể nói 1000 câu tiếng Hoa công sở (Kèm CD) được biên soạn phù hợp với thực tế, ngắn gọn, dễ học, dễ nhớ.Bố cục khoa học theo từng chủ đề.Mỗi câu đều có phiên âm, dịch nghĩa kèm theo, tiện cho việc học phát âm và tra ngữ nghĩa.Có đĩa CD đọc rõ từng câu, giúp việc luyện nghe nói dễ dàng hơn.Đây là bộ sách rất hữu ích cho những ai muốn học và nâng cao kỹ năng giao tiếp tiếng Hoa.Mời bạn đón đọc. ",65.0, 13 x 19 cm , 11/2017 , Văn Lang , Nxb Thanh Hóa ,168.0, Tri Thức Việt , Bìa mềm ,
Ngữ Pháp Tiếng Trung Hiện Đại - Trung Cấp,https://www.vinabook.com/images/thumbnails/product/240x/266623_p76524m048.jpg,Tiếng Trung," Đặc điểm của cuốn sách này bao gồm:Thứ nhất, cuốn sách lựa chọn và giải thích các đề mục dựa trên sự so sánh ngôn ngữ.Thứ hai, về trình tự các đề mục ngữ pháp, cuốn sách hoàn toàn phá bỏ những quy tắc vốn có, xuất phát từ góc độ hình thành câu, đưa li hợp và giới từ sẽ nằm cùng một chương, dạng thức lặp lại và cách biểu đạt thời thể của động từ thuộc cùng một chương.Thứ ba, phần luyện tập rất đa dạng, phong phúThứ tư, ngôn ngữ sử dụng trong cuốn sách rất dễ hiểu, rõ ràng, giải thích ngắn gọn và súc tích, giúp người học có thể hiểu được khi tiếp cận với cuốn sáchCuốn sách này cũng có thể sử dụng để bồi dưỡng, đào tạo phục vụ cho công tác giảng dạy ngữ pháp, thích hợp cho đối tượng giáo viên tiếng Trung ở nước ngoài, hoặc trong nước (nếu họ chưa học qua chuyên ngành ngôn ngữ). Cuốn sách này đã được sử dụng thử (nghiệm ) trong quá trình đào tạo giáo viên tiếng Trung ở trường Đại học Bắc Kinh và đạt được kết quả cao, giúp các giáo viên tiếng Trung hiểu được các mục ngữ pháp cơ bản của tiếng Trung hiện đại.Mời bạn đón đọc. ",119.0, 17 x 24 cm , 07/2017 , Mcbooks , Nxb Đại học Quốc gia Hà Nội ,296.0,, Bìa mềm , Phan Huệ 
Từ Vựng Tiếng Trung Theo Chủ Đề,https://www.vinabook.com/images/thumbnails/product/240x/253514_p75039mimg584.jpg,Tiếng Trung,"  Thông tin tác giả    Phương Linh 
                                                                                                                                            Phương Linh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ vựng là nền tảng cho mọi ngôn ngữ. Dù bạn có thuộc lòng các cấu trúc hay phát âm một cách chuẩn xác mà lai không biết nhiều từ, thì cũng thật khó để tiến bộ. Đặc biệt đối với việc học tiếng Trung, banh phải cải thiện và tích lũy thật nhiều từ vựng. Phương pháp nắm vững từ vựng cần những phương pháp gì?Mời bạn đón đọc. ",55.0, 14.5 x 20.5 cm , 04/2017 , Tân Việt , NXB Dân Trí ,204.0, Phương Linh , Bìa mềm ,
Tập Viết Chữ Hán Thông Dụng,https://www.vinabook.com/images/thumbnails/product/240x/263521_p76114mscan0001.jpg,Tiếng Trung,"  Thông tin tác giả    Phương Linh 
                                                                                                                                            Phương Linh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cuốn Tập Viết Chữ Hán Thông Dụng được biên soạn để giúp học viên nhanh chóng nắm vững chữ Hán, khắc phục khó khăn khi học chữ Hán. Sau khi tiếp xúc với một số chữ Hán nhất định, học viên có sự hiểu biết cơ bản về kết cấu của chữ Hán, sau đó mới phân biệt chữ Hán giống nhau và gần giống nhau, nhận ra một số quy luật của kết cấu cấu thành chữ Hán.Mời bạn đón đọc. ",95.0, 19 x 27 cm , 06/2017 , Tân Việt , NXB Dân Trí ,208.0, Phương Linh , Bìa mềm ,
Giáo Trình Hán Ngữ Boya - Trung Cấp 2 - Tập 2,https://www.vinabook.com/images/thumbnails/product/240x/255283_p75367mimg372.jpg,Tiếng Trung,"  Thông tin tác giả    Trương Minh Doanh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Giáo trình Hán Ngữ Boya Trung cấp 1 Tập 2 là một phần trong giáo trình “Hán ngữ Boya”.Trung cấp 1 sử dụng thích hợp cho học sinh có trình độ sơ - trung cấp để nắm được 1000 từ cơ bản và các hạng mục ngữ pháp sơ cấp. Mục đích chính của cuốn sách này là:Mở rộng hiệu quả lượng từ vựng tiếng Trung, củng cố và tăng thêm kiến thức ngữ pháp tiếng Trung thông dụng, đi sâu tìm hiểu văn hóa và xã hội Trung Quốc, nâng cao nhanh chóng kỹ năng giao tiếp tiếng Trung.Giáo trình Hán Ngữ Boya Trung cấp chia làm hai tập I và II, mỗi tập gồm có tám bài, mỗi bài gồm hai bài khóa, trước mỗi bài đều có hoạt động ôn tập, sau mỗi bài đều có phần luyện tập.Nội dung bài khóa trong mỗi bài có liên quan với nhau. Mỗi bài đều có từ mới bài khóa; ngôn ngữ và bài tập tương ứng. Về từ mới cung cấp cho học sinh từ tính, phiên âm và nghĩa tiếng Việt, một số từ còn giải nghĩa bằng tiếng Hán, vận dụng nhiều ví dụ phong phú. Luyện tập từ mới chủ yếu giúp học sinh xây dựng được mối quan hệ hình âm và nghĩa trong chữ Hán. Đối tượng bài tập chủ yếu là từ trọng điểm.Bài khóa của mỗi bài đều đi kèm bài tập, mục đích là hướng dẫn học sinh trước hết là hiểu nội dung bài khóa, tập trung chú ý vào ý nghĩa của nó, tiến tới chú ý vào hình thức ngôn ngữ. Ngoài bài tập về nội dụng bài khóa còn cung cấp cho học sinh luyện tập giao tiếp trong tình huống thực tế của mình, để học sinh liên hệ được giữa nội dung bài khóa với cuộc sống hiện thực.Trọng điểm ngôn ngữ của các bài bao gồm 3 phần:- Giải thích giản yếu- Câu ví dụ- Bài tập.Mời bạn đón đọc. ",130.0, 19 x 27 cm , 2016 , Mcbooks , Nxb Đại học Quốc gia Hà Nội ,214.0, Trương Minh Doanh , Bìa mềm ,
Thành Ngữ Trung Việt Thông Dụng,https://www.vinabook.com/images/thumbnails/product/240x/249388_p73879mimg456.jpg,Tiếng Trung,"  Thông tin tác giả    Phương Linh 
                                                                                                                                            Phương Linh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Mục lụcAÁi bất thích thủÁi ốc cập ôAn thân chi địaÁn binh bất độngÁn đồ sách kýBBắc nhi bất tinhBác lãm quần như",79.0, 14.5 x 20.5 cm , 03/2017 , Tân Việt , NXB Dân Trí ,316.0, Phương Linh , Bìa mềm ,
Thần Tốc Tập Viết Chữ Hán,https://www.vinabook.com/images/thumbnails/product/240x/250893_p74047mimg474.jpg,Tiếng Trung,"  Thông tin tác giả    Phương Linh 
                                                                                                                                            Phương Linh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Chữ Hán có hai cách viết là giản thể và phồn thể. Đa phần các giáo trình chữ Hán đều là chữ giản thể do đó rất nhiều trường hợp đã gặp lúng túng khi tiếp xúc với chữ phồn thể. Nếu để ý thì chữ phồn thể có cách viết chỉ khác chữ giản thể một chút.Người học chữ trước tiên phải có thầy truyền dạy để tạo dựng cơ sở, sau đó mới phát triển được. Vấn đề chính ở đây là việc chọn mẫu, tiêu chuẩn chọn mẫu là: a, mẫu đẹp; b, mẫu thích. Sau khi chọn được mẫu cần phải chăm chỉ luyện tập. Giai đoạn này kiểm tra việc học của bạn, trước tiên xem bạn viết có giống không, sau đó mới xét đến bút pháp và hàm ý ẩn chứa trong chữ.Kết hợp với việc luyện chữ, phải đọc sách để trau dồi tri thức và nâng cao trình độ của bản thân. Trên cơ sở này, dần hình thành phong cách riêng, từ đó tự tạo ra một trường phái riêng. Cuốn sách Thần Tốc Tập Viết Chữ Hán được biên soạn giúp bạn luyện viết chữ một cách nhanh chóng, chính xác.Mời bạn đón đọc. ",60.0, 19 x 27 cm , 03/2017 , Tân Việt , NXB Dân Trí ,140.0, Phương Linh , Bìa mềm ,
1300 Câu Đàm Thoại Tiếng Hoa Phổ Thông - Tập 2,https://www.vinabook.com/images/thumbnails/product/240x/247625_p73653m008.jpg,Tiếng Trung,  Thông tin tác giả    Lâm Minh Quyền     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Mục lụcBài 50: Hôm nay là mồng 3Bài 51: Tôi đến thư việnBài 52: Xem truyền hìnhBài 53: Bạn tên gì?Bài 54: Làm há cảoBài 55: Cẩn thận!,64.0, 14.5 x 20.5 cm , 12/2016 , Tân Việt , NXB Dân Trí ,308.0, Lâm Minh Quyền , Bìa mềm ,
600 Câu Giao Tiếp Tiếng Hoa - Cuộc Sống Hằng Ngày,https://www.vinabook.com/images/thumbnails/product/240x/366574_p93916mimage232374.jpg,Tiếng Trung,"  Thông tin tác giả    Ngũ Thục Đốc     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Thẩm Nhược Nhu     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Bộ sách 600 Câu Giao Tiếp Tiếng Hoa gồm 3 cuốn với các chủ đề: Công sở, Cuộc sống hàng ngày, Mua sắm và Ăn uống. Nội dung bài học thiết kế phù hợp theo từng chủ đề cụ thể, mỗi câu đều kèm theo phiên âm, dịch nghĩa, từ vựng, thuận tiện cho việc học phát âm và tra cứu ngữ nghĩa. Sách phân biệt rõ sự khác nhau trong cách sử dụng từ ngữ ở Đài Loan và Trung Quốc. Nếu bạn không có thời gian đến lớp mà muốn giao tiếp tốt, thì bộ sách sẽ là trợ thủ đắc lực cho bạn.Ngoài ra, bộ sách còn có link nghe giúp người học luyện kỹ năng nghe - nói chuẩn theo giọng người bản xứ. ",75.0, 21 x 13.5 cm , 05/2021 , Văn Lang , Nxb Thanh Hóa ,197.0," Ngũ Thục Đốc , Thẩm Nhược Nhu ", Bìa mềm , Ngân Nguyễn 
