tên sách,ảnh bìa,thể loại,nội dung tóm tắt,giá bìa,kích thước,ngày xuất bản,nhà phát hành,nhà xuất bản,số trang,tác giả,loại bìa,dịch giả
Xây Dựng Báo Biểu Bằng SQL Report Service 2008 (Kèm 1 Đĩa CD),https://www.vinabook.com/images/thumbnails/product/240x/35160_41703.jpg,Cơ sở dữ liệu,"  Thông tin tác giả    Nguyễn Ngọc Quyên     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     SQL Sever được biết nhiều đến như là một cơ sở dữ liệu, bạn sử dụng nó để truy xuất dữ liệu trực tiếp hay từ các ứng dụng khác. Tuy nhiên bắt đầu từ  phiên bản SQL Sever 2005 cho đến nay, nó còn được biết đến qua tính năng tạo báo cáo rất hữu hiệu thông qua công cụ Report Service.Microsoft SQL Server Report Service 2008 cung cấp một nền tảng hoàn toàn dựa trên máy chủ để thiết kế và hỗ trợ nhiều loại báo cáo khác nhau.Report Service cung cấp công cụ và những tính năng cần thiết để tạo ra nhiều dạng báo cáo khác nhau từ nhiều nguồn dữ liệu. Bằng công cụ này các báo cáo được xử lý và cung cấp một cách nhanh chóng và hiệu quả, tạo điều kiện cho người dùng có thể xem báo cáo từ trung tâm báo cáo hoặc được nhúng trực tiếp vào các trang Web.Nội dung của sách giới thiệu đến độc giả những vấn đề cơ bản nhất của Report Service, được trình bày qua 10 chương, được minh họa bằng các ví dụ cụ thể  và có kèm theo một cơ sở dữ liệu mẫu để tiện cho việc thực hành.Mời bạn đón đọc. ",62.0, 16 x 24 cm , 12/2009 , Minh khai , Nxb Lao động - Xã hội ,224.0, Nguyễn Ngọc Quyên , Bìa mềm ,
Dạy Học Trực Tuyến Và Soạn Sách Điện Tử Với Macromedia Captivate (Kèm 1 Đĩa CD),https://www.vinabook.com/images/thumbnails/product/240x/32801_39342.jpg,Cơ sở dữ liệu, Mục lục: Giới thiệu CaptivateTổng quan về CaptivateTạo phimTạo đoạn chú thíchChèn AudioChèn ảnh và tạo chuyển độngChèn hộp kiểm và nút lệnhHiệu chỉnh thời gianChỉnh sửa phim,85.0, 14.5 x 20.5 cm , 06/2009 , Thuận tâm huy , Nxb Giao thông vận tải ,528.0,, Bìa mềm ,
Cách Bảo Vệ Dữ Liệu Quan Trọng Và Phương Pháp Phát Hiện Thâm Nhập - Từng Bước Khám Phá An Ninh Mạng,https://www.vinabook.com/images/thumbnails/product/240x/31224_37752.jpg,Cơ sở dữ liệu,"  Thông tin tác giả    Vũ Đình Cường 
                                                                                                                                            Vũ Đình Cường
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Trong thời đại Công nghệ Thông tin, dữ liệu không còn là những thông tin được lưu trữ trong những tài liệu giấy mà chúng đã được số hóa, lưu trữ và quản trị bằng máy tính. Giải pháp quản lý dữ liệu bằng máy tính giúp tiết kiệm thời gian và chi phí quản lý, việc truy xuất thông tin nhanh hơn, đáp ứng được nhu cầu ""lưu ở một nơi và lấy ở mọi nơi"". Tuy nhiên, quản lý dữ liệu bằng giải pháp Công nghệ Thông tin cũng đặt ra một số vấn đề như: Dữ liệu mật bị mất, thông tin bị rò rỉ,",66.0, 16x24 cm , 03/2009 , Minh khai , Nxb Lao động - Xã hội ,278.0, Vũ Đình Cường , Bìa mềm ,
Gis Và Viễn Thám Trong Quản Lý Tài Nguyên Rừng Và Môi Trường,https://www.vinabook.com/images/thumbnails/product/240x/28406_34909.jpg,Cơ sở dữ liệu,"  Thông tin tác giả    Bảo Huy 
                                                                                                                                            Bảo Huy
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Gis Và Viễn Thám Trong Quản Lý Tài Nguyên Rừng Và Môi TrườngSự phát triển của GIS và ảnh viễn thám đã mở ra nhiều hướng ứng dụng trong nhiều ngành khoa học và quản lý. Đặc biệt đối với lĩnh vực quản lý tài nguyên rừng và môi trường, công nghệ này hỗ trợ đắc lực cho quản lý cơ sở dữ liệu, phân tích dữ liệu để lựa chọn các giải pháp quản lý, sử dụng bền vững và có hiệu quả tài nguyên.Ngày nay với  những phát triển nghiên cứu ứng dụng GIS và viễn thám, nó không còn dừng lại là công cụ quản lý tài nguyên mà đã phát triển theo hướng trí thức GIS. Có nghĩa là nó chứa đựng các kinh nghiệm, kiến thức trong quản lý bền vững tài nguyên kết hợp với công nghệ thông tin để hình thành nên những sản phẩm mới phục vụ phát triển kinh tế xã hội và bảo vệ môi trường.GIS ứng dụng rất rộng, đa ngành và có hiệu quả, do vậy xu hướng hiện nay là cần phải cập nhật kiến thức, kỹ năng này ở nhiều ngành quản lý, sản xuất để ứng dụng. Hiệu quả của ứng dụng công nghệ GIS và viễn thám là:Giảm chi phí thời gian, lao độngSố liệu chính xác.Dữ liệu được quản lý, lưu giữ ở trạng thái độngCó thể áp dụng ở bất kỳ quy mô nàoTạo cơ hội cho việc phân tích, tạo ra kiến thức, giải pháp mới trên cơ sở nền dữ liệu gắn với thuộc tính thông tin địa lý.Do vậy việc vận dụng GIS và viễn thám sẽ hỗ trợ rất lớn cho nhiều đối tượng như:Nhà quản lý để quy hoạch và ra các chính sách.Đối với  nhà kỹ thuật, nghiên cứu: Phân tích các vấn đề có tính hệ thống cao.Đối với người ứng dụng: Được cung cấp thông tin cụ thể, chính xác, đầy đủ và cập nhật thường xuyên, được cung cấp các giải pháp để lựa chọn trong quản lý sử dụng tài nguyên.Với lý do đó cuốn sách này được biên soạn để hỗ trợ cho người sử dụng về mặt kiến thức quản lý tài nguyên rừng và môi trường cũng như các kỹ năng để áp dụng công nghệ GIS và viễn thám, tập trung trong phân tích để đưa ra các giải pháp sử dụng tài nguyên thiên nhiên bền vững, có cơ sở khoa học và thực tiễn. Tuy vậy, cuốn sách này không đi quá sâu vào lý thuyết của công nghệ viễn thám và GIS, mà được viết theo hướng mở ra các khả năng ứng dụng nó trong nhiều khía cạnh đa dạng của quản lý tài nguyên thiên nhiên. Bắt đầu từ những khái niệm tổng quát, sử dụng ảnh vệ tinh, đến việc xây dựng các bản đồ chuyên đề, chuyên ngành, cho đến phân tích không gian để hình thành những giải pháp quản lý tài nguyên rừng và môi trường.Cuối cùng nhưng rất quan trọng trong ứng dụng GIS và viễm thám là làm thế nào xây dựng một dự án GIS, vì GIS ở cấp độ phân tích đòi hỏi người nghiên cứu phải có mục tiêu rõ ràng, trên cơ sở đó phải có kế hoạch có tính hệ thống cao để thu thập thông tin dữ liệu, phân tích vấn đề mong muốn và đưa ra khả năng áp dụng, do vậy tài liệu này cung cấp một tiến trình tư duy logic để hỗ trợ cho công việc này. Đây cũng chính là phần cốt lõi, cơ bản trong tiếp cận GIS.Mời bạn đón đọc. ",45.0, 15x23 cm , 06/2009 , NXBTH TPHCM , Nxb Tổng hợp TP.HCM ,152.0, Bảo Huy , Bìa mềm ,
Dạy Học Trực Tuyến & Soạn Sách Điện Tử Với Toolbook Assistant & Instructor (Kèm 2 CD),https://www.vinabook.com/images/thumbnails/product/240x/28470_34973.jpg,Cơ sở dữ liệu,"  Thông tin tác giả    Phan Long     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả        Toolbook ra đời theo  nhu cầu giúp người dùng, nhất là giáo viên có thể tạo sách điện tử nhanh và dễ sử dụng mà không cần có kiến thức lập trình, những đối tượng vẽ cơ bản, đồ họa, và những đối tượng hay sử dụng trong giáo trình, sách điện tử được thiết lập sẵn với những khả năng mở rộng. Chương trình rất linh hoạt trong sự tương tác và có khả năng phù hợp với bất cứ hoàn cảnh nào. Nói tóm lại, điểm mạnh của Toolbook là không phải ở chỗ tự bản thân nó làm được hết tất cả mọi việc, mà sức mạnh của nó là có thể liên kết, nhập và xuất kết quả của hầu hết tất cả các phần mềm đồ họa khác, cũng như có tính bảo mật cao. Với các chức năng được khai thác trong Toolbook như liên kết, văn bản, âm thanh, chèn phim, hình ảnh rất dễ dàng, thích hợp cho dạy và học, cần thiết cho học sinh, giáo viên nhiều ngành khác nhau. Có thể kết hợp Toolbook với các chương trình đồ họa ứng dụng khác như Photoshop, Photoimpact, CorelDraw, Illustrator, 3DS Max, Macromedia Flash…để sách điện tử  bắt mắt và tiện ích hơn. Với các hướng dẫn từng bước, được minh họa bằng các hình chụp trực tiếp từ màn hỉnh máy tính, người đọc sẽ nhanh chóng nắm bắt Toolbook để tạo ra sách điện tử cho chuyên ngành của mình. Có thể đóng gói cho ra sản phẩm hoàn chỉnh, có thể thiết đặt mật khẩu cho dữ liệu mang tính bảo mật. Các kiến thức liên quan khi sử dụng Toolbook Bạn sẽ được hỗ trợ rất nhiều khi sử dụng Toolbook nếu bạn có kiến thức về tiếng Anh (English) nhất định để có thể đọc các phần trợ giúp (Help) rất chi tiết khi cài đặt xong chương trình. Toolbook có thể chèn hình ảnh, âm thanh, phim từ bên ngoài vào một các dễ dàng. Cho phép đồng bộ giữa hình và phần thuyết minh Với khả năng hỗ trợ tốt Multimedia (đa phương tiện) trong Toolbook người dùng nên có sự hiểu biết nhất định về các tập tin E-learning, giáo trình điện tử, sách điện tử để có phân cảnh phù hợp. Toolbook có khả năng phân phối ứng dụng trên mạng Internet, intranet, CD-ROM, DVD, vì vậy, bạn cần biết tác dụng của mỗi thiết bị sẽ phân phối mà xuất kết quả từ Toolbook ra định dạng phù hợp  Nội dung cuốn sách gồm 14 bài tập Bài tập 1: Làm quen với Toolbook Bài tập 2: Tổng quan về thanh trình đơn và thanh công cụ Bài tập 3: Danh sách công cụ Action Objects Bài tập 4: Danh sách công cụ Buttons Bài tập 5: Danh sách công cụ Draw Objects Bài tập 6: Danh sách công cụ Media Players Bài tập 7: Danh sách công cụ Navigation Objects Bài tập 8: Danh sách công cụ Placeholder Objects Bài tập 9: Danh sách công cụ Text Fields Bài tập 10: Danh sách công cụ My Objects Bài tập 11: Danh sách công cụ Scoring and Tracking Bài tập 12: Tạo quyển sách điện tử Bài tập 13: Ứng dụng Webstyle 4.0 vào Toolbook Bài tập 14: Chương trình Flash Effect Maker. Mời bạn đón đọc.  ",85.0, 16 x 24 cm , 06/2009 , Thuận tâm huy , Nxb Giao thông vận tải ,352.0, Phan Long , Bìa mềm ,
Microsoft SQL Server 2008 - Quản Trị Cơ Sở Dữ Liệu (Tập 1),https://www.vinabook.com/images/thumbnails/product/240x/31180_37708.jpg,Cơ sở dữ liệu,"  Thông tin tác giả    Phạm Hữu Khang 
                                                                                                                                            Phạm Hữu Khang
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả    
																						Microsoft SQL Server ra đời đã và đang chứng minh sức mạnh của nó trong kỷ nguyên công nghệ thông tin với nền kinh tế toàn cầu hóa. Chúng đã góp phần vào quá trình phát triển ứng dụng lưu trữ, xử lý, tích hợp lẫn báo cáo dữ liệu, giúp cho nhà hoạch định chiến lược ra quyết định tốt nhất.Khi chọn lựa cơ sở dữ liệu cho ứng dụng thương mại điện tử hay quản lý trong bối cảnh hệ thống máy tính để bàn trong mọi tổ chức hay doanh nghiệp hầu hết đều sử dụng hệ điều hành Windows và các sản phẩm Microsoft Office, chúng ta không thể không chọn Microsoft SQL Server để thực hiện chiến lược kinh doanh của mình dù chi phí bản quyền là vấn đề cần xem xét.Mặc dù có nhiều loại cơ sở dữ liệu mã nguồn mở đã và đang được sử dụng trong nhiều loại ứng dụng, nhưng dưới góc độ kinh doanh, nhà quản lý dễ dàng chấp nhận trả chi phí đầu tư cho bản quyền sản phẩm phần mềm nếu lợi ích kinh tế của nó mang lại cao hơn gấp nhiều lần.Microsoft SQL Server 2008 là sản phẩm có bản quyền sở hữu trí tuệ của hãng Microsoft, việc phải mua sản phẩm này là điều tất yếu như những sản phẩm khác của họ. Tuy nhiên, vì lợi ích kinh tế mà nó đem lại rất cao trong kinh doanh, nên chúng đã được nhiều công ty trên thế giới nói chung và ở Việt Nam nói riêng chấp nhận và sử dụng chúng như một phần quản lý hệ thống thông tin. Trong trường hợp bạn muốn sử dụng phiên bản miễn phí thì dùng SQL Server Express. Đây là phiên bản có ít chức năng so với SQL Server Enterprise nhưng đủ để bạn có thể làm việc với cơ sở dữ liệu trong môi trường phát triển phần mềm ứng dụng.Tập 1 của cuốn sách Microsoft SQL Server 2008 bao gồm 9 chương, cung cấp cho bạn kiến thức từ khi cài đặt, tìm hiểu các loại cơ sở dữ liệu, xây dựng cơ sở dữ liệu, quản lý nhóm và người sử dụng, sao lưu và phục hồi dữ liệu, loại bỏ hay thêm vào cơ sở dữ liệu, sao chép cùng với việc xuất nhập ra hay vào từ cơ sở dữ liệu khác, xây dựng cơ sở dữ liệu và thực thi phát biểu truy vấn dữ liệu cơ bản cũng như cấu hình mở rộng trong SQL Server 2008.Mời bạn đón đọc. ",52.0, 16x24 cm , 11/2009 , Minh khai , Nxb Lao động - Xã hội ,214.0, Phạm Hữu Khang , Bìa mềm ,
Các Cơ Sở Dữ Liệu Microsoft Visual C# 2008 - Lập Trình Căn Bản Và Nâng Cao,https://www.vinabook.com/images/thumbnails/product/240x/28360_34863.jpg,Cơ sở dữ liệu,"  Thông tin tác giả    Trịnh Thế Tiến     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Nguyễn Minh 
                                                                                                                                            Nguyễn Minh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả        Hầu hết các ứng dụng thực tế đều tương tác với dữ liệu được lưu trữ trong các cơ sở dữ liệu quan hệ, do đó các nhà lập trình C# cần biết cách truy cập dữ liệu đó. Cuốn sách “Các cơ sở dữ liệu Microsoft Visual C#2008” trình bày cách sử dụng C#2008 để lập trình sự tương tác với các cơ sở dữ liệu, đặc biệt là cơ sở dữ liệu SQL Server 2005. Sách gồm 20 chương, được trình bày từ căn bản đến nâng cao để không chỉ những người mới bắt đầu dễ dàng nắm bắt được cách thực hiện, mà cả các chuyên viên - những người đã từng có kinh  nghiệm về lập trình cũng có thể tận dụng những chỉ dẫn được nêu trong sách. Bên cạnh phần hướng dẫn chính về sử dụng C# để lập trình SQL Server 2005, sách còn trình bày LINQ và ADO.NET 3.5 đó là những tính năng thú vị nhất của NET Framework 3.5 và nhiều đặc điểm mới của Tập-SQL  mà bây giờ cũng được hợp nhất vào SQL Sever 2005. Ngoài ra, sách còn hướng dẫn cách sử dụng Visual Studio 2008  để xây dựng các ứng dụng cơ sở dữ liệu , nêu tổng quan về tất cả những khái niệm mà một nhà phát triển ứng dụng có thể phải sử dụng , đồng thời giải thích rõ từng đoạn mã mà bạn sẽ viết cho các ứng dụng mẫu. Hy vọng với nội dung trình bày ngắn gọn và bố cục rõ ràng, sách sẽ là một tài liệu tham khảo thiết yếu cho bất kỳ nhà phát triển ứng dụng nào muốn tương tác với các cơ sở dữ liệu, sử dụng C#2008 làm công cụ phát triển. Mời bạn đón đọc.    ",73.0, 16 x 24 cm , 06/2009 , Nhân Văn , NXB Hồng Đức ,432.0," Trịnh Thế Tiến , Nguyễn Minh ", Bìa mềm ,
Phân Tích Và Thiết Kế Hệ Thống Thông Tin Quản Trị Xí Nghiệp Toàn Tập - Tập 5: Nhập Liệu Và Kiểm Tra Hợp Lệ Viết theo C#.NET,https://www.vinabook.com/images/thumbnails/product/240x/27724_34222.jpg,Cơ sở dữ liệu,"  Thông tin tác giả    Dương Quang Thiện 
                                                                                                                                            Dương Quang Thiện
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả        Cuốn sách được chia làm 2 phần:  Phần A: Tổng quát về kiểm tra Nhập liệu Phần này gồm 3 chương, chương 1 bàn về những khái niệm lý thuyết trong nhập liệu xuất phát từ những kỹ thuật điện toán hoặc từ những nguyên tắc cơ bản trong các tổ chức hành chính, kinh tế. Chương 2 mang mục đích trình bày những gì có thể thể hiện được trong loại kiểm tra tự động cũng như một phương pháp đơn giản những nghiên cứu có hệ thống liên quan đến các kiểm tra nhập liệu này. Chương 3 là những ứng dụng cổ điển trong quản lý kinh tế thường xuyên gặp phải trong các xí nghiệp mà ta sẽ áp dụng những gì đã được đề cập đến trong 2 chương đầu. Phần B: Nhập liệu và kiểm tra hợp lệ sử dụng C#.Net Phần B này gồm 11 chương đi sâu vào chi tiết việc nhập liệu cũng như kiểm tra hợp lệ theo lập trình sử dụng ngôn ngữ C#.Net. Bạn phải biết qua C# và .Net Framework cũng như sử dụng thuần thục các ô control.Net trong Windows Forms. Nếu bạn đã làm quen với bộ sách “.Net toàn tập” của tác giả thì bạn có thể xem trước tập 2, “C# và . Net Framework” và tập 3. Lập trình Giao diện người dùng sử dụng C# trước khi làm quen với tập sách này. Mời bạn đón đọc. ",90.0, 16x22 cm , 02/2008 , Dương Quang Thiện , Nxb Văn Hóa Sài Gòn ,496.0, Dương Quang Thiện , Bìa mềm ,
Giáo Trình Nhập Môn Hệ Cơ Sở Dữ Liệu,https://www.vinabook.com/images/thumbnails/product/240x/26961_33431.jpg,Cơ sở dữ liệu,"  Thông tin tác giả    Nguyễn Tuệ     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả        Các hệ cơ sở dữ liệu đóng vai trò quan trọng trong việc ứng dụng công nghệ thông tin vào cuộc sống hàng ngày của xã hội hiện đại. Cùng với sự tiến bộ của kỹ thuật, nhiều ứng dụng mới của cơ sở dữ liệu cũng đang được phát triển mạnh. Để có thể thiết kế, cài đặt và ứng dụng tốt các hệ cơ sở dữ liệu, trước hết cần hiểu rõ các khái niệm cơ bản cần thiết. Giáo trình Nhập môn hệ cơ sở dữ liệu nhằm trang bị cho sinh viên các kỹ thuật cơ bản của cơ sở dữ liệu truyền thống. Với những kiến thức đó, sinh viên có thể xây dựng được các cơ sở dữ liệu truyền thống để đưa vào ứng dụng trong cuộc sống hàng ngày và cũng là cơ sở để nghiên cứu sâu hơn, tạo ra các cơ sở dữ liệu đáp ứng với các yêu cầu ứng dụng mới. Giáo trình bao gồm 7 chương: Chương I: Các khái niệm cơ bản về hệ cơ sở dữ liệu Chương này trình bày các khái niệm cơ bản về hệ cơ sở dữ liệu như cơ sở dữ liệu, hệ quản trị cơ sở dữ liệu, mô hình cơ sở dữ liệu, ngôn ngữ và giao diện, con người sử dụng hệ cơ sở dữ liệu. Thông qua chương này, người đọc nắm được định nghĩa và ý nghĩa của các thuật ngữ dùng trong cơ sở dữ liệu. Chương II: Mô hình thực thể -Liên kết Một trong các phương pháp thiết kế cơ sở dữ liệu (quan hệ) là bắt đầu từ việc thiết kế lược đồ thực thể - liên kết. Chương này trình bày các khái niệm cơ bản của mô hình thực thể - liên kết và cách thiết kế nó. Chương III: Mô hình quan hệ Chương này giúp cho người đọc làm quen với các khái niệm cơ bản về mô hình cơ sở dữ liệu quan hệ, các ràng buộc trên mô hình cơ sở dữ liệu quan hệ và cách thiết kế cơ sở dữ liệu quan hệ bằng việc chuyển đổi từ mô hình thực thể - liên kết. Chương IV: Các phép toán trên mô hình cơ sở dữ liệu quan hệ và ngôn ngữ SQL Để có thể lấy được thông tin ra từ một cơ sở dữ liệu quan hệ, người dùng phải hiểu rõ ý nghĩa, mục đích của các thao tác trên cơ sở dữ liệu. Các phép toán trên cơ sở dữ liệu quan hệ sẽ được trình bày và giải thích rõ trong chương này. Cùng với các phép toán đó, chương này còn trình bày một ngôn ngữ được sử dụng chủ yếu trong các hệ quản trị cơ sở dữ liệu quan hệ. Ngoài ra, trong chương này còn đề cập đến một phươnng pháp tối ưu truy vấn: tối ưu bằng cách biến đổi các biểu thức đại số quan hệ thành các biểu thức tương đương với hy vọng là sẽ được thực hiện nhanh hơn. Chương V: Lý thuyết xây dựng cơ sở dữ liệu quan hệ Một phương pháp khác để xây dựng một cơ sở dữ liệu quan hệ là xây dựng dựa trên phân tích. Kỹ thuật chủ yếu là dựa trên lý thuyết phụ thuộc hàm, phân tích các phụ thuộc hàm giữa các thuộc tính của một quan hệ, xác định dạng chuẩn của quan hệ và tách các quan hệ để có một sự dư thừa thông tin. Những vấn đề được trình bày trong chương này là định nghĩa và tính chất của các phụ thuộc hàm, các dạng chuẩn của quan hệ, các phương pháp tách (chuẩn hoá) quan hệ. Chương VI: Khái niệm về cơ sở dữ liệu phân tán Trong điều kiện cơ sở kỹ thuật đã được phát triển và yêu cầu mở rộng việc quản lý hiện nay, việc phân tán một cơ sở dữ liệu trên một hệ thống mạng máy tính là một hướng phát triển mạnh mẽ của các ứng dụng cơ sở dữ liệu. Chương này trình bày khái niệm về cơ sở dữ liệu phân tán: định nghĩa cơ sở dữ liệu phân tán, các đặc trưng của cơ sở dữ liệu, cách xây dựng cơ sở dữ liệu, các phương pháp phân đoạn, định vị cơ sở dữ liệu, thực hiện các truy vấn trên cơ sở dữ liệu. Những khái niệm này giúp cho người đọc làm quen với cơ sở dữ liệu phân tán và làm cơ sở để đi sâu nghiên cứu về cơ sở dữ liệu phân tán về sau. Chương VII. Lưu trữ cơ sở dữ liệu ở các bộ nhớ ngoài Một trong các bước thiết kế một cơ sở dữ liệu là thiết kế vật lý, nghĩa là thiết kế việc lưu trữ cơ sở dữ liệu trên bộ nhớ ngoài và phương pháp truy cập đến nó. Chương này trình bày một số phương pháp lưu trữ các file cơ sở dữ liệu trên bộ nhớ ngoài và một số kỹ thuật làm tăng tốc độ tìm kiếm dữ liệu. Giáo trình có ích cho các sinh viên ngành Công nghệ thông tin cũng như tất cả những ai muốn tìm hiểu về cơ sở dữ liệu. Để đọc tốt giáo trình này, người đọc cần có một số ít kiến thức về Toán cao cấp, Toán rời rạc và Tin học cơ sở. Mời bạn đón đọc. ",30.0, 16 x 24 cm , 06/2007 , NXB Giáo Dục , NXB Giáo Dục ,280.0, Nguyễn Tuệ , Bìa mềm ,
Giáo Trình Học Nhanh SQL Server 2008 - Tập 1,https://www.vinabook.com/images/thumbnails/product/240x/26716_33185.jpg,Cơ sở dữ liệu,"  Thông tin tác giả    Trịnh Thế Tiến     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả        Bộ sách “Giáo trình học nhanh SQL Server 2008” được biên soạn dành cho các nhà phát triển và các nhà quản trị cơ sở dữ liệu, những người đang công tác trong lĩnh vực quản lý dữ liệu doanh nghiệp và cho tất cả những ai quan tâm đến SQL Server 2008. Với cách thiết kế và bố cục rõ ràng theo từng chủ điểm cụ thể, bộ sách tập trung trình bày những tính năng chính của SQL Server 2008 nhằm mục đích giúp bạn đọc tăng cường kiến thức đồng thời nâng cao kỹ năng sử dụng sản phẩm mới rất tuyệt vời này. Bộ sách được chia thành 2 tập với bốn phần chính sau đây: Phần 1:Tổng quan về SQL Server 2008 Phần 2: Nền dữ liệu Enterprise Phần 3: Sự phát triển trong SQL Server 2008 Phần 4: Trí tuệ kinh doanh trong SQL Server Hy vọng với nội dung trình bày ngắn gọn trong từng phần nêu trên cùng những hình ảnh minh hoạ, bạn đọc sẽ nhận thấy bộ sách này thật sự là một tài liệu không thể thiếu để tìm hiểu về SQL Server, đặc biệt là những giá trị và tính năng chính góp phần làm cho SQL Server 2008 trở thành một nền dữ liệu doanh nghiệp thực thụ. Mục lục: Phần 1: Tổng quan về SQL Server 2008 Chương 1: Tổng quan về SQL Server 2008 Chương 2: Cài đặt và cấu hình SQL Server Phần 2: Nền dữ liệu doanh nghiệp Chương 3: Quản lý Policy Chương 4: Tính có sẵn cao Chương 5: Hiệu suất Chương 6: Sự bảo mật Chương 7: Mã hoá SQL Server Chương 8: Tự động hoá và giám sát Chương 9: Service Broker Chương 10: Tính năng tìm kiếm text tích hợp Chương 11: Các kiểu dữ liệu mới trong SQL Server 2008. Mời bạn đón đọc. ",69.0, 16 x 24 cm , 02/2009 , Nhân Văn , NXB Hồng Đức ,388.0, Trịnh Thế Tiến , Bìa mềm ,
