tên sách,ảnh bìa,thể loại,nội dung tóm tắt,giá bìa,kích thước,ngày xuất bản,nhà phát hành,nhà xuất bản,số trang,tác giả,loại bìa,dịch giả
Làm Quen Với Nghệ Thuật Bonsai (Tái Bản 2013),https://www.vinabook.com/images/thumbnails/product/240x/205333_p67594m001.jpg,Cây – cá cảnh,"  Thông tin tác giả    Hoài Anh 
                                                                                                                                            Hoài Anh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Bonsai là loại nghệ thuật tạo dáng truyền thống, độc đáp của thời cổ Trung Quốc. Bonsai là dùng cây kiểng, đá núi và các loại vật liệu khác, qua nghệ thuật gia công và chăm sóc tỉ mỉ tạo thành tác phẩm nghệ thuật. Bonsai là hình ảnh thu nhỏ của vẻ đẹp thiên nhiên. Qua nghệ thuật gia công từng phiến đoạn cảnh đẹp thiên nhiên, có tư thế sinh động đẹp đẽ. Trong sáng tác thường ẩn chứa một nội dung tư tưởng và kết hợp nghệ thuật thi hoạ, gốm sứ, điêu khắc để bonsai hoàn mỹ mang ý thơ nét hoạ ngây ngất lòng người. Bonsai cũng có sức sống của điêu khắc nghệ thuật. Nó tuỳ theo sự biến hoá của thời tiết đem lại màu sắc với cảnh quan nghệ thuật khác nhau.Khi sở hữu một số cây, một số hoa của riêng mình, người chơi bonsai thường có cảm giác “làm chủ thiên nhiên”. Ngoài thiên nhiên, có hoa đấy, có cây đấy, nhưng những hoa, những cây kia là của đất trời, của mọi người. Chúng mọc, chúng phát triển và ra hoa kết quả ngoài sự can thiệp của con người. Vì thế, bonsai đã đi vào cuộc sống như một mỹ tục, một thú chơi tao nhã thể hiện sự thanh thoát trong tâm hồn của mỗi người chơi.Con người càng văn minh càng tiến bộ, càng ăn nên làm ra thì càng coi bonsai như một nhu cầu không thể thiếu trong đời sống của mình. Dù là trong phố phường chật hẹp người ta cũng trồng những chậu bonsai, trong bồn và cả lan can…. để ngày ngày được ngắm cây, được tư tay vui tưới vào những giờ rảnh rỗi. Đây là cách giải trí vô cùng lành mạnh, không những chỉ hợp với người già mà còn với mọi người và mọi lứa tuổi.Việc sở hữu một chậu bonsai có giá trị là cả một trách nhiệm cao cả, đòi hỏi người chơi phải dày công nghiên cứu nghệ thuật trồng và chăm sóc cây. Những người yêu nghệ thuật bonsai cũng như người trồng bonsai vừa là những nghệ nhân - nghệ sĩ bẩm sinh, vừa là những người kỳ công khổ luyện. Bên cạnh sự nhẫn nại, niềm đam mê thực sự, họ phải trang bị cho mình những kiến thức cần thiết về lĩnh vực này. Cuốn sách “Làm quen với nghệ thuật Bonsai” sẽ giúp các bạn có những hiểu biết cơ bản nhất về bonsai, cũng như kỹ thuật trồng và chăm sóc cây, nhằm tạo ra những tác phẩm nghệ thuật giá trị.Mời bạn đón đọc. ",27.0, 13.5 x 20.5 cm , 2013 , Huy Hoàng , NXB Hồng Bàng ,160.0, Hoài Anh , Bìa mềm ,
Nghệ Thuật Làm Vườn - Tái bản 12/2010,https://www.vinabook.com/images/thumbnails/product/240x/152531_p58882mbaitruoc.jpg,Cây – cá cảnh,"  Thông tin tác giả    Việt Thư 
                                                                                                                                            Việt Thư
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cải tạo khu vườn không phải là công việc nặng nhọc. Để cải tạo khu vườn, bạn chỉ cần có kế hoạch cụ thể, dụng cụ thích hợp, vốn kiến thức căn bản về làm vườn, và lòng nhiệt tình. Khởi đầu với một vài cải tạo trên quy mô nhỏ sẽ không tốn quá nhiều thời gian và tiền bạc. Quyển sách này sẽ giúp bạn cảm thấy lạc quan về khu vườn, khơi dậy niềm cảm hứng, và thúc đẩy bạn giải quyết có căn cơ hơn.Mục lục:Cải tạo khu vườnTrồng câyTrồng cây trong chậuChăm sóc cây trồng",55.0, 13.5 x 21 cm , 12/2010 , Văn Lang , Nxb Mỹ thuật ,304.0, Việt Thư , Bìa mềm ,
Kỹ Thuật Trồng Hoa Và Cây Lá Trong Nước - Tái bản 2008,https://www.vinabook.com/images/thumbnails/product/240x/152339_p58868mbt.jpg,Cây – cá cảnh,"  Thông tin tác giả    Trương Lỗ Quy 
                                                                                                                                            Trương Lỗ Quy
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cây lá không cần chăm sóc nhiều mà vẫn mang lại giá trị thưởng ngắm cao. Đó chính là sức hấp dẫn của cây lá màu khiến nó được trồng nhiều trong nhà và trong các phòng ốc.Cuốn sách ""Kỹ thuật trồng hoa và cây lá trong nước"" là sự tổng kết kinh nghiệm thực tiễn trong nhiều năm nghiên cứu của tác giả. Hy vọng cuốn sách sẽ mang lại cho bạn đọc những giây phút tìm về với thiên nhiên thật thoải mái và bổ ích.Mục lục:Lời nói đầuCái nhìn tổng quan về cây lá màu trồng trong nướcThiết kế trồng tổ hợp cây lá màu trong nướcLựa chọn các loại cây lá màu trồng trong nướcLấy giống cây lá màu trồng trong nướcBình đựng cây lá màu trồng trong nướcChăm sóc cây lá màu trồng trong nướcNhững vấn đề thường gặp khi trồng cây lá màu trong nướcChẩn đoán bệnh thường gặp ở cây lá màu trồng trong nước",48.0, 13 x 19 cm , 2008 , Văn Lang , Nxb Mỹ thuật ,136.0, Trương Lỗ Quy , Bìa mềm , Nguyễn Kim Dân 
Tạo Dáng Cây Thế Bonsai,https://www.vinabook.com/images/thumbnails/product/240x/150906_p58683mbt.jpg,Cây – cá cảnh,"  Thông tin tác giả    Lan Anh 
                                                                                                                                            Lan Anh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Việc tạo ra một cây Bonsai là cả một quá trình nghệ thuật. Bằng bàn tay khéo léo tinh xảo và sự sáng tạo người nghệ sĩ Bonsai tái tạo thiên nhiên bằng cách thu nhỏ lại những chất liệu là cây thật. Để đáp ứng yêu cầu của bạn đọc, Tạo Dáng Cây Thế Bonsai phát hành với mục đích mang lại cho độc giả, những người yêu thích cây cảnh một phong cách mới mẻ và kỹ thuật điêu luyện để tạo ra một cây Bonsai độc đáo và ấn tượng. Với cách cắt tỉa, tạo dáng, tạo ấn tượng hy vọng sẽ mang lại cho bạn đọc những cây Bonsai như ý.Mời bạn đón đọc. ",25.0, 13 x 19 cm , 2010 , PandaBooks , Nxb Từ điển Bách khoa ,116.0, Lan Anh , Bìa mềm ,
Tạo Dáng Bonsai - Tái bản 06/2012,https://www.vinabook.com/images/thumbnails/product/240x/145535_p58188mxx798.jpg,Cây – cá cảnh,"  Thông tin tác giả    Nguyễn Kim Dân 
                                                                                                                                            Nguyễn Kim Dân
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nghệ thuật cắt tỉa và tạo dáng bonsai đã có ở Trung
 Hoa ít nhất từ thế kỷ 17. Penjing, một dạng cây kiểng nghệ thuật cổ, 
được dịch là “Phong cảnh trong chậu hay đĩa”, Làng nghệ thuật tạo phố 
cảnh thu nhỏ. Với 17 kiểu phong cảnh được mô tả nổi bật, đặc sắc trong 
cuốn “Tạo dáng Bonsai” không chỉ hấp dẫn người đọc bằng những chỉ dẫn và
 hình minh hoạ rõ ràng, cụ thể, sắc nét mà còn giải thích về cách toạ 
dáng, cách trồng và chọn lựa vị trí cho các yếu tố trong phong cảnh, 
cách chăm sóc cây… giúp bạn có thể tạo bầu không khí trong lành, dễ chịu
 và tâm hồn thanh thản cho ngôi nhà của mình từ những cây kiểng nghệ 
thuật. Mỗi phong cảnh là một tác phẩm nghệ thuật đặc sắc, được sáng tạo 
một cách khéo léo và tinh vi, mang đậm dấu ấn của điều khắc, hội họa và 
âm nhạc, tô điểm thêm sắc màu và dư vị cho cuộc sống của bạn. Mục lục: Lời giới thiệu Nguyện vật liệu Kỹ thuật Những cây kiểng nghệ thuật Thác nước Bát tiên Thạch lựu Núi hình ga trông nhà Lệ bách Phong đỏ Táo tây Kim thạch Lục long Hoa anh đào nở rộ Thần tài",82.0, 16 x 24 cm , 06/2012 , Văn Lang , Nxb Mỹ thuật ,128.0, Nguyễn Kim Dân , Bìa mềm ,
Cây Kiểng Bonsai Trong Nhà - Tái bản 03/2012,https://www.vinabook.com/images/thumbnails/product/240x/149040_p58501mxx218.jpg,Cây – cá cảnh,"  Thông tin tác giả    Werner M. Busch     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Thuật ngữ bonsai có nghĩa là một cây trồng thu gọn,
 thông thường là một cây hoặc một bụi cây được trồng trong chậu nhỏ. Về 
hình dáng nó giống mộtcây trưởng thành ngoài thiên nhiên,
 nhưng thông qua việc sử dụng những kỹ thuật uốn nắn người ta thu gọn 
chúng thành nhiều dạng khác nhau. Những cây kiểng bonsai thông thường 
không được trồng quá một thước về chiều cao. Tuy
 nhiên, dường như có ít người nhận thức được điều này. Bởi vì hầu hết 
hình ảnh mà chúng ta biết về cây kiểng bonsai đều bị ảnh hưởng theo 
những chủng loại cây đặc biệt mà chúng ta nhìn thấy phổ biến. Những cây 
này không phải là những tác phẩm được các nghệ nhân sáng tạo, uốn nắn 
một cách tỉ mỉ, chi tiết, mà là những cây kiểng bonsai có bán nhiều nơi 
cho những người nuôi trồng cây kiểng. Những loại cây này là các sản phẩm
 chỉ được gia công một cách sơ sài, thường được uốn nắn tạo hình thể, 
dáng thế mà gần như chỉ được tỉa xén một lần. Chúng trông giống một cây 
trồng kỳ quặc hơn là một cây trưởng thành tự nhiên. Ban
 đầu những cây kiểng bonsai được du nhập từ Nhật Bản vào Châu Âu. Trong 
điều kiện khí hậu mới, những cây trồng của Nhật Bản được nuôi trồng bên 
ngoài nhà, hoặc sân vườn. Sau đó càng ngày càng có nhiều người biết đến 
nghệ thuật nuôi trồng cây kiểng bonsai và bắt đầu nghiên cứu một cách 
chuyên sâu hơn. Việc này rất hợp lý cho những ai không có sân vườn hoặc 
lan can vì họ vẫn có thể nuôi trồng, chăm sóc cây cảnh ngay bên trong 
nhà. trước đó không lâu những loại cây trồng này đã bắt đầu được du nhập
 từ Trung Quốc. Từ thời tiền sử những loại cây
 cỏ đã có một sự quyến rũ đặc biệt đối với con người. Cây cỏ đã từng là 
một chủ đề của vô số câu chuyện, các huyền thoại và các bài ca. Bất cứ 
ai không có sân vườn, thì nghệ thuật nuôi trồng cây kiểng bonsai sẽ tạo 
ra cơ hội để họ tiếp cận với những sáng tạo ấn tượng nhất gắn liền với 
thiên nhiên. Mối quan hệ này có thể đơn giản là một hình thức của công 
việc làm vườn ngay bên trong nhà, ngoài ra nó cũng có thể là một phương 
diện nghệ thuật. Một phần tạo nên sự quyến rũ 
của những cây kiểng bonsai là do nguồn gốc của những chủng loại ngoại 
lai của cây trồng. Bên cạnh đó cây cũng giúp cho những người làm vườn 
ngay trong nhà có cơ hội phát huy kiến thức của họ về thực vật học và áp
 dụng điều đó cho những cây cảnh mà họ nuôi trồng, chăm sóc. Từ đó nảy 
sinh sự sáng tạo. Những người am hiểu sự sáng tạo. những người am hiểu 
có thể tạo một bộ sưu tập cây kiểng bonsai, trang hoàng nhà cửa của họ 
bằng một cách thức ấn tượng nhất.Mời bạn đón đọc. ",65.0, 13 x 19 cm , 03/2012 , Văn Lang , Nxb Mỹ thuật ,188.0, Werner M. Busch , Bìa mềm , Lê Quốc Nghi 
Kỹ Thuật Trồng & Uốn Tỉa Bonsai,https://www.vinabook.com/images/thumbnails/product/240x/140608_p57567mbiatruoc.jpg,Cây – cá cảnh,"  Thông tin tác giả    Việt Chương 
                                                                                                                                            Việt Chương
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       KS. Nguyễn Việt Thái     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Bonsai là loại kiểng lùn được trồng trong chậu cạn. Từ trước đến nay, hễ nói đến kiểng Bonsai thì nhiều người ngộ nhận cho rằng cây kiểng này có từ nguồn gốc tại Nhật, chứ không phải một nước nào khác.Bonsai thoát thai từ loại Bồn Cảnh của Trung Hoa, có từ lâu đời, có thể trước Công Nguyên của mấy ngàn năm. Thế nhưng mãi đến đời nhà Đường phong trào thưởng ngoạn kiểng cổ thụ trồng trong chậu cạn mới được giai cấp phong lưu của Trung Hoa ""phục hưng"" trở lại. Và từ đó thú chơi Bồn cảnh được phổ biến rộng rãi trong dân gian.Thú chơi Bồn cảnh từ đó mới được nhiều nước ở châu Á biết đến và du nhập về, trong đó có Nhật Bản",35.0, 13 x 19 cm , 12/2013 , Văn Lang , Nxb Mỹ thuật ,120.0," Việt Chương , KS. Nguyễn Việt Thái ", Bìa mềm ,
Cách Chọn Cây Mai Đẹp - Tái bản 02/2013,https://www.vinabook.com/images/thumbnails/product/240x/135457_xx238.jpg,Cây – cá cảnh,"  Thông tin tác giả    Việt Chương - Phúc Quyên 
                                                                                                                                            Việt Chương - Phúc Quyên
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Mai là cây kiểng quí. Không những quí ở hoa, vì
 hoa mai biểu hiện cho niềm hạnh phúc, cho sự thịnh vượng và may mắn 
tràn đầy của ngày xuân mà còn quí ở dáng thế đẹp, nhất là ở cây mai lão 
nhiều năm tuổi. Một cây mai đẹp, theo thời 
giá, phải mua hơn chục triệu, vượt xa giá cả của nhiều giống kiểng khác.
 Do lẽ đó, đã chơi mai kiểng thì bất cứ ai cũng muốn chọn cho mình một 
cây mai đẹp, như vậy nói không bõ công chăm sóc, vun bón. Nhưng, thế nào là một cây mai đẹp? Và với phương pháp nào, với kỹ thuật nào sẽ giúp ta tự trồng và uốn sửa được một cây mai đẹp? Lời giải đáp đã được tác giả trình bày đầy đủ trong tập sách này. Mời bạn đón đọc.  ",30.0, 13 x 19 cm , 02/2013 , Văn Lang , Nxb Mỹ thuật ,88.0, Việt Chương - Phúc Quyên , Bìa mềm ,
Thú Chơi Mai Của Người Xưa - Tái bản 12/12/2012,https://www.vinabook.com/images/thumbnails/product/240x/46856_53399.jpg,Cây – cá cảnh,"  Thông tin tác giả    Nguyễn Việt Thái 
                                                                                                                                            Nguyễn Việt Thái
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Việt Chương 
                                                                                                                                            Việt Chương
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Thú Chơi Mai Của Người XưaKhông phải chỉ riêng có chúng ta ngày nay mà ngay từ thời xa xưa, ông bà ta đã coi hoa mai là biểu tượng thiêng liêng trong ngày Tết cổ truyền dân tộc. Sắc vàng của hoa mai đã mang lại điềm lành, khiến mọi người cảm thấy hạnh phúc hơn, trực hướng về tương lai với niềm tin yêu mãnh liệt hơn. Cho nên ngày Tết mà trong nhà thiếu hoa mai thì coi như việc chuẩn bị cho Tết",25.0, 13 x 19 cm , 12/2012 , Văn Lang , Nxb Mỹ thuật ,104.0," Nguyễn Việt Thái , Việt Chương ", Bìa mềm ,
Phương Pháp Nuôi Cá La Hán,https://www.vinabook.com/images/thumbnails/product/240x/48304_54847.jpg,Cây – cá cảnh,"  Thông tin tác giả    Việt Chương - Phúc Nguyên 
                                                                                                                                            Việt Chương - Phúc Nguyên
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Phương Pháp Nuôi Cá La HánThật ra, chúng ta đã biết được gì nhiều về giống cá la Hán? Đây không phải là giống cá cảnh thuần chủng như hầu hết các giống cá cảnh khác mà trước đây chúng ta đã từng nuôi như: Cá lia thia Xiêm, cá Chép, cá Ông tiên, cá Dĩa, cá Rồng, cá Tai Tượng Phi châu",25.0, 13 x 19 cm , 06/2012 , Văn Lang , Nxb Mỹ thuật ,108.0, Việt Chương - Phúc Nguyên , Bìa cứng ,
Kỹ Thuật Trồng & Kinh Doanh Kiểng,https://www.vinabook.com/images/thumbnails/product/240x/49050_55593.jpg,Cây – cá cảnh,"  Thông tin tác giả    Việt Chương 
                                                                                                                                            Việt Chương
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Nguyễn Việt Thi     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Kỹ Thuật Trồng & Kinh Doanh KiểngXương rồngXương rồng Bát TiênSứ Thái LanHoa kiểng từ ngàn đời nay được coi là thú tiêu khiển tao nhã, lại có lợi ích to lớn trong việc di dưỡng tinh thần, bồi bổ trí tuệ, đồng thời là phương thuốc vô cùng hiệu nghiệm trong việc làm dịu bớt những căng thẳng, những ức chế di nhiều hệ lụy từ cuộc sống xô bồ mang lại cho mọi người. Đó là điều bất cứ ai cũng dễ dàng nhận biết được.Trong tập sách này, chúng tôi sẽ cố gắng trình bày những điểm chính yếu với văn phong dễ hiểu về phương pháp nhân giống cũng như kỹ thuật trồng kiểng Xương rồng, để giúp những ai chưa hiểu biết nhiều về loại kiểng này",25.0, 13 x 19 cm , 09/2012 , Văn Lang , Nxb Mỹ thuật ,112.0," Việt Chương , Nguyễn Việt Thi ", Bìa mềm ,
Bonsai Lý Thuyết - Thực Hành,https://www.vinabook.com/images/thumbnails/product/240x/47028_53571.jpg,Cây – cá cảnh,"  Thông tin tác giả    Trần Thị Thúy     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Vào những dịp đầu năm, bạn sẽ dễ dàng tìm thấy những chậu bonsai đẹp mắt được đem đi ""đấu xảo"" ở những hội hoa Xuân để mọi người thưởng ngoạn, qua thời gian trưng bày này, một số được những người yêu chuộng bonsai chọn mua về, số còn lại được đưa về các nhà vườn tiếp tục chăm sóc. Có người chọn bonsai để làm quà tặng, cũng có người đã chọn bonsai làm thú vui tiêu khiển, để những ngày cuối tuần, có thể tự tay sửa lại cành bách xù đang ra lá không đẹp mắt, hoặc tự cắt tỉa lại một cành cong của chậu bonsai nho nhỏ trong nhà, cùng bạn bè khề khà bên chén trà nhẩm tính lại xem cây này đã bao nhiêu tuổi và ngắm xem thế cây đã đạt đến độ tuyệt tác chưa để có thể khoe với bạn bè và người thân.                                        Thật ra, việc giữ cho một cây bonsai sống và tươi tốt cũng dễ dàng như chăm sóc bất cứ loại cây trồng trong chậu nào khác, chỉ cần bạn hiểu được sự khác nhau giữa một chậu trồng cây thông thường và một chiếc khay nông để trồng bonsai, và ý thức được những nhu cầu chăm sóc của từng loại riêng biệt. Việc tưới nước, bón phân, và tỉa bonsai là những kỹ thuật làm vườn không phức tạp, dễ học, và có thể tiếp thu nhanh chóng, thậm chí là đối với cả những người chưa hề có kinh nghiệm về việc chăm sóc các loại cây.Trong quyển sách này, chúng tôi sẽ giới thiệu với bạn những kỹ thuật bonsai và cách tạo nên những kiệt tác bonsai. Chúng tôi có thể cung cấp cho bạn những mẹo vặt và những bí quyết để tạo nên cây cảnh bonsai cho riêng bạn, nhưng bằng cách nào.Quyển sách này sẽ giải thích một cách cặn kẽ những kỹ thuật cần thiết để giữ cho bonsai sống và có được dáng thế đẹp. Cách diễn giải rõ ràng, kèm hình ảnh minh họa theo từng bước để giúp cho những người mới tìm hiểu nghệ thuật bonsai cũng như những người đã từng nghiên cứu về bộ môn này có thể tự tin và tự mình chăm sóc cây bonsai của mình.Bạn sẽ dễ dàng đạt được các kỹ năng cần thiết cho việc giữ gìn và tạo dáng một cây bonsai. Tất cả các kỹ thuật như cắt tỉa rễ và cành, vặt chồi, và tạo dáng cho cành giống như những cách thức được các bậc thầy về bonsai của Nhật Bản áp dụng đều là những kỹ thuật đơn giản. Khi đã tìm hiểu cặn kẽ, bạn sẽ không bao giờ quên và những kỹ thuật này sẽ giúp bạn tiến bộ trong thú chơi bonsai theo ý bạn. Mời bạn hãy xâm nhập vào thế giới bonsai và có một cái nhìn mới mẻ về cuộc sống nhé.""Nghệ thuật bonsai là cách trưng bày tiểu cảnh - mà không cần tiểu cảnh"" - Nobu Kajiwara.Đoạn trích dẫn của nghệ nhân bậc thầy này không thể nào đúng hơn được nữa. Việc trồng và tạo tác bonsai đúng là một thú vui tao nhã và cũng là một nghệ thuật. Tuy nó là một thú vui, nhưng đòi hỏi rất nhiều sự kiên nhẫn và niềm đam mê cộng với ý tưởng sáng tạo của người yêu bonsai. Khi bạn chọn một cây còn non và tạo dáng cho nó theo ý thích, bạn sẽ được thưởng công xứng đáng với một tác phẩm nghệ thuật mà bạn có thể thực sự tự hào.Thuật ngữ bonsai theo nghĩa đen có nghĩa là cây cảnh trồng trong chậu hoặc trong khay. Tuy nhiên, bonsai không chỉ đơn giản là cây trồng trong chậu, mà mục tiêu của bonsai là tạo ra một dáng vẻ cây cảnh có kích cỡ và tuổi tác thật thú vị. Công việc này được thực hiện bằng cách tạo một cây cảnh bonsai với bộ rễ mạnh khỏe, mở rộng ra theo mọi hướng, tạo nên một cảm giác vững chắc, một thân cây lớn với những chỗ vuốt thon lên toàn bộ ngọn cây và những cành nhánh được hình thành đầy đủ và ở vị trí thích hợp. Tất cả các đặc điểm này phối hợp lại để tạo ra một sự pha trộn sự đối xứng, cân bằng và mỹ thuật và phải được trưng bày trong một cái chậu thật hài hòa với cây cảnh.                                         Bonsai là nghệ thuật trồng cây trong một khoảng không gian hạn chế, mô phỏng những điều kiện môi trường trong tự nhiên, chẳng hạn như tuổi tác của cây đầy ấn tượng, trải qua thời tiết khắc nghiệt, hình dạng bị xoắn hoặc vặn vẹo, bị tác động bởi hoàn cảnh hoặc những yếu tố khác tạo nên một dáng vẻ già dặn phong trần. Bonsai thường được nghệ nhân tạo hình và lấy cảm hứng từ tự nhiên. Ý tưởng đắt giá cho một chậu bonsai là tái tạo một số hiệu ứng thú vị và tuyệt vời nhất của tự nhiên trên cây cảnh thu nhỏ tỷ lệ.Khi đảm nhận công việc tạo cây cảnh bonsai là bạn đang bắt đầu một sự trải nghiệm sẽ đưa bạn đến những nhận thức theo nhiều cách khác nhau.Bạn có thể tìm thấy một cảm giác mới lạ về sự thưởng thức thiên nhiên, bạn có thể bắt đầu xem xét cây cảnh, buội cây và những cây buội khác nhau theo một cái nhìn khác.Chắc chắn vì lý do muốn tìm những cây lạ, bạn sẽ có cơ hội phát hiện ""những cây xấu nhất"" trong các vườn ươm cây cảnh ở gần nhà của bạn nơi họ đang giữ những cây mà người ta không muốn nhìn lại lần thứ hai. Nhưng bạn cứ tin rằng qua bàn tay khéo léo, bạn sẽ thổi hồn vào những cây xấu xí ấy biến nó thành những tuyệt tác cây cảnh. Không thể đoán trước được nghệ thuật bonsai sẽ làm bạn thay đổi ra sao, nhưng có một điều chắc chắn rằng bonsai sẽ làm thay đổi cách nhìn của bạn về mọi vật trên thế gian này.Đối với người Nhật Bản, có một mối liên kết với nhiều quan niệm trong xã hội của họ. Phái Thiền Tông - nơi bắt nguồn sự giải trí, con người, tự nhiên, các thành phần và sự thay đổi, tất cả đều hòa quyện với nhau thành một phương pháp suy ngẫm và truyền đạt độc đáo này. Ngày nay, đối với thế giới của chúng ta, bonsai được xem như một thú tiêu khiển tao nhã cho phép bạn có một sự hiểu biết nhiều hơn và tồn tại với thiên nhiên và cũng là cách cải tiến các khu vườn của chúng ta và làm cho tâm hồn ta thêm thi vị.Cây và chậu liên quan đến bonsai hình thành một tổng thể hài hòa nơi mà hình dạng, kết cấu và màu sắc của cái này bổ sung cho cái kia. Sau đó cây phải được tạo hình. Không phải chỉ trồng cây vào chậu là đủ và cho phép thế giới tự nhiên cứ đi theo con đường của nó. Mỗi cành và nhánh con của cây bonsai cần phải được tạo hình hoặc loại bỏ cho đến khi đạt được hình ảnh đã chọn. Từ đó, hình ảnh bonsai được duy trì và cải tiến bằng một chế độ xén lá tỉa cành và tô điểm lại.Bonsai là nghệ thuật cây cảnh lùn và phát triển chúng thành một dáng cây mang tính thẩm mỹ bằng cách trồng, tỉa và uốn cây vào chậu theo những kỹ thuật riêng.Nhìn chung, bonsai là một thú tiêu khiển tao nhã, một mối quan tâm thú vị hoặc thậm chí là một nghề nghiệp.Những chuyên gia về thần học nổi tiếng tuyên bố rằng: trong cây cảnh bonsai là sự kết hợp 90% nghệ thuật với 10% nghề làm vườn, và phải nói rằng một cây cảnh bonsai thành công chắc chắn là một kiệt tác của nghề làm vườn. Khi du nhập vào thế giới phương Tây, thú tiêu khiển thú vị và bổ ích này đã tìm được chỗ đứng, và thành công với nhiều loại cây cảnh và các kỹ thuật trồng trọt, tạo dáng đầy ấn tượng.Do được chăm sóc đúng cách, bonsai có thể sống qua hàng trăm năm, với những mẫu vật được đánh giá cao truyền từ thế hệ này sang thế hệ khác, có những cây bonsai được ngưỡng mộ vì số tuổicủa chúng, và được tôn kính như một cách nhắc nhở đến những người đã chăm sóc chúng qua nhiều thế kỷ. Mặc dù những cây bonsai này cực kỳ xinh đẹp - được chăm sóc tỉ mỉ trong nhiều năm qua và chứa một kiến thức dồi dào, nên tuổi tác không phải là điều cần thiết. Điều quan trọng hơn cả là cây cảnhbonsai đã tạo ra được hiệu ứng nghệ thuật như ý muốn, có tỷ lệ cân xứng với chậu, và có sức khỏe tốt.Bonsai là sự trình bày mang tính nghệ thuật của cây cảnh tự nhiên. Nó là một hình ảnh, một ảo tưởng về tự nhiên, là sự khám phá và phản ánh sự thách thức các giác quan. Cây cảnh bonsai đẹp mắt nhất là bí quyết của nhà ảo thuật đã đánh lừa thị giác người xem, vì người xem cứ ngỡ như đang nhìn vào một chốn xa xăm nào trong quá khứ, hoặc đang ở bên cạnh một vách đá cheo leo hiểm trở, một con suối quanh co ở chốn bồng lai.Chính những tác phẩm ấy đã thôi thúc chúng ta phải cố gắng để trở thành những ảo thuật gia tài tình, vừa tự thỏa mãn niềm đam mê, vừa mang vẻ đẹp thiên nhiên đến cho đời, cho con người.NỘI DUNG SÁCH: gồm 6 chươngChương 1: Tìm hiểu bonsai.Chương 2: Phân loại, cách trồng và chăm sóc bonsai.Chương 3: Kỹ thuật cắt tỉa, uốn cành, quấn dây.Chương 4: Cách tạo Jin, Uro, Shari và các thế bonsai.Chương 5: Những thế bonsai cổ điển.Chương 6: Nghệ thuật trưng bày bonsai.Quyển sách này thích hợp với mọi đối tượng độc giả, là người đam mê bonsai hay có thể chưa từng biết bonsai, những người yêu thích cây cảnh thiên nhiên, yêu thích cái đẹp, thích tự tay tạo nên một tác phẩm ""sống"" để hàng ngày quan sát sự phát triển của tác phẩm, sẽ thấy rằng trồng và chăm sóc bonsai thực sự dễ dàng và thú vị.Mời bạn đón đọc. ",42.0, 16 x 24 cm , 03/2013 , STK , Nxb Thông tin & truyền thông ,176.0, Trần Thị Thúy , Bìa mềm ,
