,tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,công ty phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả,path,phiên bản,thương hiệu,xuất xứ,xuất xứ thương hiệu, khối lượng, kích thước, mã sản phẩm, ngày phát hành, nhà phát hành, nhà xuất bản, số trang, định dạng, ngôn ngữ, tác giả
10,Luật Thuế,https://www.vinabook.com/images/thumbnails/product/240x/158585_p59675mbiatruoc.jpg,Luật Doanh nghiệp – thương mại,," “Luật Thuế” gồm 6 phần gồm những qui định trong Luật thuế thu nhập doanh nghiệp, Luật thuế giá trị gia tăng, Luật thuế tiêu thụ đặc biệt, luật thuế thu nhập cá nhân, các nghị định của chính phủ được xuất bản năm 2014 .“Luật Thuế” gồm 6 phần, đi từ những qui định chung, phạm vi điều chỉnh, căn cứ và phương pháp tính thuế, ưu đãi, điều khoản thi hành của các Luật thuế thu nhập doanh nghiệp, Luật thuế giá trị gia tăng, Luật thuế tiêu thụ đặc biệt, luật thuế thu nhập cá nhânCác bạn đọc cần tìm hiểu từ nông đến sâu về những qui định chung, cụ thể trong Thuế thì cuốn sách “Luật Thuế” là cẩm nang không thể thiếu đồng hành cùng các bạn!Mời bạn đón đọc. ",33.000,,,,,,,,,,,,, 198.00 gam , 13 x 19 cm , 8936040585097 , 2013 , Minh Thắng , Nxb Lao động , 208 , Bìa mềm ,,
11,Hướng Dẫn Mới Nhất Về Thuế Thu Nhập Cá Nhân Thuế Thu Nhập Doanh Nghiệp 2014,https://www.vinabook.com/images/thumbnails/product/240x/138673_xx566.jpg,Luật Doanh nghiệp – thương mại,," Để tháo gỡ vướng mắc, giúp các doanh nghiệp, tổ chức và cá nhân nắm vững các quy định nêu trên, Nhà xuất bản Tài Chính tập hợp và biên soạn cuốn sách: ""Hướng Dẫn Mới Nhất Về Thuế Thu Nhập Cá Nhân Thuế Thu Nhập Doanh Nghiệp 2014""Ngoài tập trung hệ thống hóa các văn bản pháp luật mới sửa đổi, bổ sung về Thuế Thu nhập cá nhân, Thuế thu nhập doanh nghiệp, cuốn sách còn hướng dẫn cách tính Thuế thu nhập cá nhân tính theo biểu thuế mới và giải đáp vướng mắc về Thuế thu nhập cá nhân và Thuế thu nhập doanh nghiệp.Nội dung cuốn sách gồm các phần sau:Phần thứ nhất. Quy định mới nhất về thuế thu nhập cá nhânPhần thứ hai. Quy định mới nhất về thuế thu nhập doanh nghiệpPhần thứ ba. Bảng thuế thu nhập cá nhân tính theo biểu thuế mớiPhần thứ tư. Giải đáp vướng mắc về thuế thu nhập cá nhân và thuế thu nhập doanh nghiệp.Mời bạn đón đọc. ",125.000,,,,,,,,,,,,, 550.00 gam , 17 x 24 cm , 8935206513684 , 03/2014 , Kinh Đô 2 , NXB Tài Chính , 408 , Bìa mềm ,,
12,Luật Thuế Thu Nhập Doanh Nghiệp,https://www.vinabook.com/images/thumbnails/product/240x/48368_54911.jpg,Luật Doanh nghiệp – thương mại,," Luật Thuế Thu Nhập Doanh NghiệpCăn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam năm 1992 đã được sửa đổi, bổ sung một số điều theo Nghị quyết 51/2001/QH10;Quốc hội ban hành Luật Thuế thu nhập doanh nghiệpMời bạn đón đọc. ",17.000,,,,,,,,,,,,, 66.00 gam , 13 x 19 cm , 8935206511512 , 08/2013 , Kinh Đô 2 , NXB Hồng Đức , 64 , Bìa mềm ,,
13,"Luật Doanh Nghiệp Và Các Văn Bản Hướng Dẫn Thi Hành - Quy Định Mới Nhất Về Thành Lập, Giải Thể, Phá Sản Doanh Nghiệp",https://www.vinabook.com/images/thumbnails/product/240x/49523_56066.jpg,Luật Doanh nghiệp – thương mại,,"  Thông tin tác giả    Hoàng Anh 
                                                                                                                                            Hoàng Anh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Luật Doanh Nghiệp Và Các Văn Bản Hướng Dẫn Thi Hành - Quy Định Mới Nhất Về Thành Lập, Giải Thể, Phá Sản Doanh NghiệpNhằm giúp các bộ phận công tác trong các doanh nghiệp nắm bắt kịp thời quy định mới nhất về Sách luật doanh nghiệp năm 2013 sửa đổi bổ sung, NXB Hồng Đức cho ban hành: ""Luật Doanh Nghiệp Và Các Văn Bản Hướng Dẫn Thi Hành - Quy Định Mới Nhất Về Thành Lập, Giải Thể, Phá Sản Doanh Nghiệp""Nội dung cuốn Sách luật doanh nghiệp năm 2013 bao gồm:Phần thứ nhất. Luật doanh nghiệp (đã sửa đổi, bổ sung)Phần thứ hai. Quy định mới về đắng ký, phá sản doanh nghiệpPhần thứ ba. Quy định mới về quản lý tài chính, cổ phần háo doanh nghiệpMời bạn đón đọc. ",85.000,,,,,,,,,,,,, 418.00 gam , 14.5 x 20.5 cm , 113000056066 , 11/2013 , 45 Đinh Tiên Hoàng , NXB Hồng Đức , 400 , Bìa mềm ,, Hoàng Anh 
14,"Luật Doanh Nghiệp (Đã Được Sửa Đổi, Bổ Sung) - Tái bản 11/13/2013",https://www.vinabook.com/images/thumbnails/product/240x/49522_56065.jpg,Luật Doanh nghiệp – thương mại,,"  Thông tin tác giả    Hoàng Anh (Hệ thống hóa)     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Luật Doanh Nghiệp (Đã Được Sửa Đổi, Bổ Sung)Luật số 37/2013/QH13 ngày 20 tháng 6 năm 2013 của Quốc Hội sửa đổi, bổ sung điều 170 của Luật Doanh nghiệpVới mục đích phổ biến, tuyên truyền Luật Doanh nghiệp đến các cấp, các ngành và toàn thể nhân dân thực hiện đúng các quy định của Luật, Nhà xuất bản Hồng Đức xuất bản cuốn sách ""Luật Doanh nghiệp"" năm 2013.Luật này quy định về việc thành lập, tổ chức quản lý và hoạt động của công ty trách nhiệm hữu hạn, công ty cổ phần, công ty hợp danh và doanh nghiệp tư nhân thuộc mọi thành phần kinh tế (sau đây gọi chung là doanh nghiệp); quy định về nhóm công ty. Đối tượng áp dụng:1. Các doanh nghiệp thuộc mọi thành phần kinh tế2. Tổ chức, cá nhân có liên quan đến việc thành lập, tổ chức quản lý và hoạt động của các doanh nghiệp.Mục lục:Chương I: Những quy định chungChương II: Thành lập doanh nghiệp và đăng ký kinh doanhChương III: Công ty trách nhiệm hữu hạnChương IV: Công ty cổ phầnChương V: Công ty hợp danhChương VI: Doanh nghiệp tư nhânChương VII: Nhóm công tyChương VIII: Tổ chức lại, giải thể và phá sản doanh nghiệpChương IX: Quản lý nhà nước đối với doanh nghiệpChương X: Điều khoản thi hànhMời bạn đón đọc. ",35.000,,,,,,,,,,,,, 176.00 gam , 14.5 x 20.5 cm , 113000056065 , 11/2013 , 45 Đinh Tiên Hoàng , NXB Hồng Đức , 160 , Bìa mềm ,, Hoàng Anh (Hệ thống hóa) 
15,"Hướng Dẫn Mới Nhất Về Hóa Đơn Bán Hàng Hóa, Cung Ứng Dịch Vụ, Thuế Giá Trị Gia Tăng, Chế Độ Quản Lý, Sử Dụng Và Trích Khấu Hao Tài Sản Cố Định",https://www.vinabook.com/images/thumbnails/product/240x/47732_54275.jpg,Luật Doanh nghiệp – thương mại,," Hướng Dẫn Mới Nhất Về Hóa Đơn Bán Hàng Hóa, Cung Ứng Dịch Vụ, Thuế Giá Trị Gia Tăng, Chế Độ Quản Lý, Sử Dụng Và Trích Khấu Hao Tài Sản Cố Định (Thực Hiện Từ Ngày 01/7/2013)Ngày 15/5/2013 Bộ Tài chính đã ban hành Thông tư số 64/2013/TT-BTC hướng dẫn thi hành Nghị định số 51/2010/NĐ-CP ngày 14/5/2010 của Chính phủ quy định về hóa đơn bán hàng hóa, cung ứng dịch vụ; có hiệu lực thi hành từ ngày 01/7/2013, thay thế Thông tư số 153/2010/TT-BTC ngày 28/9/2010, Thông tư số 13/2011/TT-BTC ngày 08/2/2011 sửa đổi, bổ sung Thông tư số 153/2010/TT-BTC ngày 28/9/2010. Thông tư 64/2013/TT-BTC được ban hành nhằm khắc phục các vấn đề bất cập phát sinh sau gần 3 năm thực hiện Thông tư số 153/2010/TT-BTC nói trên.Đồng thời, Bộ Tài chính cũng đã ban hành Thông tư số 65/2013/TT-BTC ngày 17/5/2013 sửa đổi, bổ sung Thông tư 06/2012/TT-BTC ngày 11/01/2012 về thuế giá trị gia tăng, Thông tư số 45/2013/TT-BTC ngày 25/4/2013 hướng dẫn chế độ quản lý, sử dụng và trích khấu hao tài sản cố định và các Công văn giải đáp vướng mắc về hóa đơn, thuế",100.000,,,,,,,,,,,,, 330.00 gam , 17 x 24 cm , 8935206510966 , 06/2013 , Kinh Đô 2 , NXB Tài Chính , 240 , Bìa mềm ,,
16,Luật Doanh Nghiệp Và Một Số Quy Định Hướng Dẫn Thi Hành,https://www.vinabook.com/images/thumbnails/product/240x/43362_49905.jpg,Luật Doanh nghiệp – thương mại,,"  Thông tin tác giả    Đức Hiền     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Luật Doanh Nghiệp Và Một Số Quy Định Hướng Dẫn Thi Hành Để góp phần tích cực vào việc thực hiện nhất quán chính sách kinh tế nhiều thành phần được xác định trong Hiến pháp, trong các Nghị quyết của Đảng và Nhà nước; khai thác mạnh mẽ mọi nguồn lực trong và ngoài nước cho phát triển kinh tế; khơi dậy tính năng động, hăng hái, tự tin của doanh nghiệp, doanh nhân; nâng cao sức cạnh tranh của các doanh nghiệp - một động lực quan trọng của sự phát triển; tạo khung pháp lý thống nhất, minh bạch,bình đẳng hơn cho mọi loại hình doanh nghiệp và tạo điều kiện thuận lợi cho quá trình hội nhập kinh tế quốc tế, chúng tôi tập hợp biên soạn cuốn sách: "" Luật Doanh Nghiệp Và Một Số Quy Định Hướng Dẫn Thi Hành "". Nội dung cuốn sách là những quy định mới nhất về hồ sơ, trình tự, thủ tục đăng ký doanh nghiệp.Mời bạn đón đọc. ",65.000,,,,,,,,,,,,, 440.00 gam , 13.5 x 20.5 cm , 8936046595083 , 10/2011 , Minh Long , Nxb Tư pháp , 484 , Bìa mềm ,, Đức Hiền 
17,"Luật Doanh Nghiệp (Đã Được Sửa Đổi, Bổ Sung) - Tái bản 04/13/2013",https://www.vinabook.com/images/thumbnails/product/240x/47185_53728.jpg,Luật Doanh nghiệp – thương mại,,"  Thông tin tác giả    Luật Gia Phương Anh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Luật Doanh Nghiệp (Đã Được Sửa Đổi, Bổ Sung)Luật Doanh nghiệp - Luật Doanh nghiệp số 60/2005/QH11 được Quốc hội thông qua ngày 29/11/2005 quy định: thành viên, cổ đông sáng lập hoặc người đại diện theo uỷ quyền được ký các loại hợp đồng phục vụ cho việc thành lập và hoạt động của doanh nghiệp trước khi đăng ký kinh doanh",32.000,,,,,,,,,,,,, 176.00 gam , 14.5 x 20.5 cm , 113000053728 , 04/2013 , 45 Đinh Tiên Hoàng , NXB Hồng Đức , 160 , Bìa mềm ,, Luật Gia Phương Anh 
18,Tìm Hiểu Luật Kiểm Toán Độc Lập,https://www.vinabook.com/images/thumbnails/product/240x/38527_45070.jpg,Luật Doanh nghiệp – thương mại,,  Thông tin tác giả    Minh Huyền     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Mục lụcChương I: Những quy định chungChương II: Kiểm toán viên và kiểm toán viên hành nghềChương III: Doanh nghiệp kiểm toánChương IV: Đơn vị được kiểm toánChương V: Hoạt động kiểm toán độc lậpChương VI: Kiểm toán báo cáo tài chính của đơn vị có lợi ích công chúngChương VII: Xử lý vi phạm và giải quyết tranh chấpChương VIII: Điều khoản thi hànhMời bạn đón đọc ,14.000,,,,,,,,,,,,, 100.00 gam , 13 x 19 cm , 8935206505566 , 06/2011 , Kinh Đô 2 , Nxb Lao động , 64 , Bìa mềm ,, Minh Huyền 
19,"Mẫu Soạn Thảo Văn Bản Pháp Quy, Hành Chính, Văn Phòng, Tư Pháp, Tổ Chức, Nhân Sự, Kinh Doanh, Hợp Đồng Thường Dùng Trong Doanh Nghiệp Và Đơn Vị Hành Chính Sự Nghiệp",https://www.vinabook.com/images/thumbnails/product/240x/38724_45267.jpg,Luật Doanh nghiệp – thương mại,,"  Thông tin tác giả    Nguyễn Thị Quỳnh 
                                                                                                                                            Nguyễn Thị Quỳnh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Văn bản là một trong các phương tiện quan trọng trong hoạt động lãnh đạo, chỉ đạo, kiểm tra, điều hành của tất cả các cơ quan, tổ chức, đơn vị. Văn bản được soạn thảo và ban hành phải theo đúng quy định của Luật ban hành văn bản, khoa học, khả thi và đạt hiệu quả cao. Vì vậy, những người đảm nhận công việc soạn thảo văn bản phải có năng lực, trình độ nhất định, phải nắm vững nội dung, hình thức, kỹ năng và phương pháp soạn thảo văn bản.Để góp phần nâng cao chất lượng và hiệu quả việc soạn thảo văn bản, Nhà xuất bản Lao động xuất bản cuốn sách ""Mẫu soạn thảo văn bản Pháp quy, Hành chính, Văn phòng, Tư pháp, Tổ chức, Nhân sự,  Kinh doanh, Hợp đồng thường dùng trong doanh nghiệp và đơn vị hành chính sự nghiệp"". Cuốn sách gồm 3 phần:Phần thứ nhất: Mẫu văn bản hành chính, văn phòngPhần thứ hai: Mẫu văn bản hành chính Tư pháp Phần thứ ba: Mẫu Hợp đồng Thông qua mẫu các loại văn bản, hy vọng cuốn sách sẽ là cẩm nang nghiệp vụ hữu ích, tạo điều kiện để cán bộ, công chức nâng cao kỹ năng nghiệp vụ, nhanh chóng soạn thảo được văn bản vừa đúng quy định, vừa có chất lượng và hiệu quả cao.Mời bạn đón đọc. ",195.000,,,,,,,,,,,,, 720.00 gam , 13 x 20.5 cm , 8935206505757 , 10/2011 , Kinh Đô 2 , Nxb Lao động , 760 , Bìa mềm ,, Nguyễn Thị Quỳnh 
20,Cẩm Nang Pháp Luật Dành Cho Giám Đốc Kế Toán Trưởng - Dùng Trong Doanh Nghiệp,https://www.vinabook.com/images/thumbnails/product/240x/35540_42083.jpg,Luật Doanh nghiệp – thương mại,,"  Thông tin tác giả    Bá Minh      Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cuốn sách chia làm 5 phần chính sau:Phần I. Những quy định về chế độ kế toán, kiểm toán trong doanh nghiệp và hành chánh sự nghiệpPhần II. Chế độ quản lý tài chính trong doanh nghiệp và cơ quan hành chính sự nghiệpPhần III. Chế độ quản lý, sử dụng trích khấu hao tài sản cố định trong doanh nghiệp và đơn vị sự nghiệp công lậpPhần IV. Chính sách mới về thuếPhần V. Hướng dẫn quản lý và sử dụng hóa đơn, chứng từ.Mời bạn đón đọc. ",298.000,,,,,,,,,,,,, 990.00 gam , 20x28 cm ,, 12/2010 , Pháp Luật , NXB Tài Chính , 566 , Bìa mềm ,, Bá Minh 
21,Luật Doanh Nghiệp 2005,https://www.vinabook.com/images/thumbnails/product/240x/34927_41470.jpg,Luật Doanh nghiệp – thương mại,," Mục lụcPhần A: Giới thiệu chung về Luật doanh nghiệp 2005I. Cần thiết ban hành Luật doanh nghiệp 2005II. Những tư tưởng chỉ đạo đối với soạn thảo dự án Luật doanh nghiệp 2005III. Nội dung cơ bản và những bổ sung, sửa đổi chủ yếu trong Luật doanh nghiệp 2005IV. Phạm vi điều chỉnh, đối tượng áp dụng và hiệu lực của Luật doanh nghiệp 2005Phần B: Toàn văn Luật doanh nghiệp 2005Chương I: Những quy định chungChương II: Thành lập doanh nghiệp và đăng ký kinh doanhChương III: Công ty trách nhiệm hữu hạnChương IV: Công ty cổ phầnChương V: Công ty hợp danhChương VI: Doanh nghiệp tư nhânChương VII: Nhóm công tyChương VIII: Tổ chức lại, giải thể và phá sản doanh nghiệpChương IX: Quản lý Nhà nước đối với doanh nghiệpChương X: Điều khoản thi hànhMời bạn đón đọc. ",44.000,,,,,,,,,,,,, 220.00 gam , 14.5 x 20.5 cm ,, 09/2010 , Kinh Tế , Nxb Giao thông vận tải , 220 , Bìa mềm ,,
22,"Cẩm Nang Dành Cho Nhà Quản Lý Doanh Nghiệp - Quy Định Pháp Luật Mới Nhất Về Kế Toán, Tài Chính, Thuế Của Các Loại Hình Doanh Nghiệp Năm 2010",https://www.vinabook.com/images/thumbnails/product/240x/33847_40388.jpg,Luật Doanh nghiệp – thương mại,,"  Thông tin tác giả    Khải Nguyên 
                                                                                                                                            Khải Nguyên
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cuốn sách Quy định pháp luật mới nhất về kế toán, tài chính, thuế của các loại hình doanh nghiệp năm 2010 nhằm giúp cho các nhà quản lý, kế toán trưởng, cán bộ kế toán tại các doanh nghiệp và tất cả những người quan tâm có tài liệu tham khảo đầy đủ và hữu ích. Nó bổ sung và cung cấp kịp thời những thông tin mới nhất giúp bạn đọc nắm bắt kịp thời những quy định pháp luật về quản lý doanh nghiệp.Nội dung cuốn sách gồm có các phần sau:Phần I: Các quy định về quản lý nhà nước, các chính sách hỗ trợ của nhà nước đối với doanh nghiệpPhần II: Các quy định mới về kế toán, kiểm toán doanh nghiệpPhần III: Chế độ khấu hao tài sản cố địnhPhần IV: Các quy định về quản lý tài chính, giám sát, sắp xếp và cổ phần hóa doanh nghiệpPhần V: Các chính sách thuế mới liên quan đến doanh nghiệpPhần VI: Quy định mới nhất về lao động, tiền lương trong các doanh nghiệpMời bạn đón đọc. ",295.000,,,,,,,,,,,,, 1200.00 gam , 19x27 cm , 113000040388 , 06/2010 , Pháp Luật , Nxb Lao động - Xã hội , 610 , Bìa cứng ,, Khải Nguyên 
23,"35 Năm Thành Tựu Kinh Tế Việt Nam Và Doanh Nghiệp, Doanh Nhân Trong Thời Đổi Mới",https://www.vinabook.com/images/thumbnails/product/240x/32572_39112.jpg,Luật Doanh nghiệp – thương mại,," Từ khi có chính sách đổi mới của Đảng ta, với nhận thức rõ rệt xu thế phát triền chung có ý nghĩa thời đại. Việt Nam đã hòa nhập với thế giới trong bối cảnh toàn cầu hóa và hội nhập quốc tế - đã thúc đẩy nước ta có nền kinh tế ngày càng phát triển phong phú màu sắc; đồng thời cũng có rất nhiều thách thức do những điều kiện để hỗ trợ và tương hộ lẫn nhau làm cho nhiều quốc gia trong đó có Việt Nam đã tiến lên hội nhập thị trường khối kinh tế các nước trong khu vực Đông Nam Á và giờ đây hội nhập quốc tế mạnh mẽ hơn nữa qua tổ chức thương mại thế giới  WTO.Trong vòng 35 năm qua, bức trnh kinh tế Việt Nam đã đổi mới đa dạng, một nền kinh tế với cơ chế thị trường làm cho nhiều nhà doanh nghiệp, doanh nhân trong nước lớn mạnh và thành đạt, Điều đó đã làm cho bạn bè thế giới không ít tháng phục, từ một nước nghìn năm bởi các cuộc chiến tranh xâm lược. Việt Nam đã từng bước thoát ra cuộc khủng hoảng kinh tế - xã hội, vươn lên trở thành quốc gia có nhiều sản phẩm hàng hóa phục vụ tốt nhu cầu trong nước  và  xuất khẩu.Để đánh dấu những bước đi trưởng thành với thành tựu của cả nước  trong 35 năm qua. Ban biên soạn tập sách: ""35 năm thành tựu kinh tế Việt Nam và doanh nghiệp, doanh nhân trong thời đổi mới"" giới thiệu cùng bạn đọc những bài viết phân tích đánh giá của các nhà lãnh đạo Đảng và Nhà nước Trung ương, các nhà kinh tế, các nhà kinh tế, giáo sư, tiến sĩ, nhà báo",295.000,,,,,,,,,,,,, 1220.00 gam , 19x27 cm ,, 03/2010 , Pháp Luật , Nxb Văn hóa Thông tin , 434 , Bìa cứng ,,
24,"Cẩm Nang Dành Cho Nhà Quản Lý Doanh Nghiệp - Các Quy Định Pháp Luật Mới Nhất Về Kế Toán, Tài Chính, Thuế, Cổ Phần Hóa Doanh Nghiệp",https://www.vinabook.com/images/thumbnails/product/240x/31863_38398.jpg,Luật Doanh nghiệp – thương mại,,"  Thông tin tác giả    Khải Nguyên 
                                                                                                                                            Khải Nguyên
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Để có thể quản lý doanh nghiệp một cách hiệu quả, đáp ứng yêu cầu công nghiệp hóa - hiện đại hóa đất nước và mở rộng hội nhập kinh tế quốc tế, nhà quản lý doanh nghiệp cần phải nắm vững các tri thức pháp luật về quản lý tài chính, kế toán, kiểm toán, thuế, về lao động việc làm và tiền lương",295.000,,,,,,,,,,,,, 1220.00 gam , 19x27 cm , 113000038398 , 01/2010 , Pháp Luật , Nxb Lao động - Xã hội , 546 , Bìa cứng ,, Khải Nguyên 
25,81 Mẫu Văn Bản Hợp Đồng Trong Quản Lý Giao Dịch Kinh Doanh - Tái bản 09/2009,https://www.vinabook.com/images/thumbnails/product/240x/29842_36354.jpg,Luật Doanh nghiệp – thương mại,,"  Thông tin tác giả    Phạm Văn Phấn     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Nguyễn Huy Anh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả        Soạn thảo và xử lý các loại văn bản trong quản lý hành chính và quản lý kinh tế, lập và ký kết các hợp đồng kinh tế, hợp đồng dân sự là công tác thường xuyên ở các cơ quan Nhà nước, tổ chức xã hội, các doanh nghiệp và trong các giao dịch dân sự. Cuốn sách “81 Mẫu Văn Bản, Hợp Đồng Trong Quản Lý, Giao Dịch, Kinh Doanh” được các tác giả tái bản lần 2 nhằm phục vụ công tác quản lý, hướng dẫn tổng hợp, xử lý thông tin và thực hiện các giao dịch, trong việc lập và ký kết hợp đồng kinh tế, hợp đồng dân sự theo những nguyên tắc pháp lý chặt chẽ. Nội dung cuốn sách được chia ra làm 5 phần: Phần 1: Mẫu văn bản pháp quy và văn bản hành chính thông dụng Phần 2: Hợp đồng dân sự Phần 3: Hợp đồng lao động Phần 4: Hợp đồng kinh tế, thương mại Phần 5: Hợp đồng kinh tế quốc tế Sách được trình bày dưới dạng “mẫu…”, tùy theo mỗi loại hình được bổ sung những văn bản, hợp đồng cụ thể đã được áp dụng, tiến hành trên thực tế. Với kinh nghiệm công tác thực tiễn, các tác giả đã trình bày khái quát và tương đối đầy đủ những loại hợp đồng thường gặp trong cuộc sống, giao dịch dân sự, giao dịch kinh doanh. Mời bạn đón đọc. ",89.000,,,,,,,,,,,,, 572.00 gam , 16 x 24 cm , 2070040000184 , 09/2009 , Kinh Tế , NXB Tài Chính , 448 , Bìa mềm ,," Phạm Văn Phấn , Nguyễn Huy Anh "
26,170 Mẫu Soạn Thảo Văn Bản Hành Chính Và Hợp Đồng Thường Dùng Trong Kinh Doanh,https://www.vinabook.com/images/thumbnails/product/240x/29839_36351.jpg,Luật Doanh nghiệp – thương mại,,"    Công việc soạn thảo Văn bản, Hồ sơ dân sự, hành chính, và Hợp đồng kinh – doanh  thương mại, Hợp đồng dân sự - lao động đóng vai trò rất quan trọng trong hoạt động quản lý, giao dịch dân sự, kinh doanh – thương mại trong nước và quốc tế, đặc biệt trong bối cảnh kinh doanh phù hợp luật pháp quốc gia và các cam kết, thông lệ quốc tế, đặc biệt khi Việt Nam gia nhập ASEAN, WTO, tham gia APEC và các hiệp định thương mại song phương và khu vực khác. Các doanh nghiệp thông thạo về kỹ thuật đàm phán, thương lượng và soạn thảo văn bản, hợp đồng, hiểu biết các Luật, Nghị định, Quy định của chính phủ và các thông lệ quốc tế, sẽ có cơ hội mạnh mẽ trong việc đạt được các Hợp đồng, Dự án và cơ hội kinh doanh, đạt  được lợi nhuận và giảm bớt rủi ro trong môi trường kinh doanh đầy biến động. Quyển sách này tập hợp các mẫu Văn bản, Hợp đồng, Hồ sơ thiết yếu trong giao dịch dân sự, kinh doanh – thương mại, phù hợp các giao dịch dân sự, các loại hình doanh nghiệp khác nhau, hy vọng đem lại sự thuận lợi cho đông đảo các độc giả. Mục lục: Phần thứ 1: Mẫu văn bản  dùng trong các cơ quan quản lý địa phương Phần thứ 2: Mẩu các loại văn bản hành chính văn phòng Phần thứ 3: Mẫu hợp đồng dân sự - lao động – kinh tế Phần thứ 4: Mẫu hồ sơ liên quan đến việc đăng ký hoạt động của các tổ chức kinh tế trong nước Phần thứ 5: Mẫu hồ sơ thành lập văn phòng đại diện công ty nước ngoài tại Việt Nam Phần thứ 6: Mẫu hồ sơ xin thành lập công ty có vốn đầu tư nước ngoài và hợp đồng hợp tác kinh doanh Phần thứ 7: Mẫu hồ sơ đang ký thuế Mời bạn đón đọc.  ",88.000,,,,,,,,,,,,, 572.00 gam , 16 x 24 cm , 2070040000214 , 09/2009 , Kinh Tế , NXB Tài Chính , 440 , Bìa mềm ,,
27,Hợp Đồng Kinh Tế Trong Kinh Doanh - Tái bản 09/2009,https://www.vinabook.com/images/thumbnails/product/240x/146743_p36348mbt.jpg,Luật Doanh nghiệp – thương mại,,"    Trong nền kinh tế hàng hóa nhiều thành phần vận hành theo cơ chế thị trường có sự quản lý của nhà nước theo định hướng xã hội chủ nghĩa, mỗi chủ thể kinh doanh đều có quyền tự do kinh doanh trong khuôn khổ của pháp luậu, và tự chịu trách nhiệm về kết quả hoạt động sản xuất, kinh doanh dưới sự cạnh tranh và kiểm soát gay gắt của cơ chế thị trường, đặc biệt trong bối cảnh nền kinh tế Việt Nam đang hội nhập kinh tế quốc tế, thực hiện các cam kết gia nhập WTO, và tiến hành sản xuất kinh doanh phù hợp với thông lệ quốc tế và các hiệp định, Diễn đàn kinh tế song phương và đa phương. Mọi cá nhân, tổ chức sản xuất kinh doanh và tiêu dung đều muốn đạt lợi thế, trong bối cảnh các quan hệ kinh tế ngày càng đa dạng và phức tạp, thì vai trò của Hợp đồng đã quan trọng ngày càng trở nên quan trọng và cần thiết đối với các chủ thể kinh doanh, làm cơ sở để giải quyết mâu thuân giữa các bên tham gia Hợp đồng. Cuốn sách nhằm giúp cho bạn đọc, chuyên viên làm công tác Hợp đồng, các Doanh nghiệp tìm hiểu về việc soạn thảo, ký kết, thực hiện hợp đồng kinh tế, và các hình thức giải quyết tranh chấp kinh tế. Nội dung cuốn sách gồm 11 chương, bao gồm lý luận cơ bản và thực tiễn Hợp đồng các trường hợp cụ thể, các Hợp đồng mẫu, Hợp đồng thực tiễn trong hoạt động sản xuất kinh doanh, sách còn bao gồm các Luật, Nghị định, Thông tư, Quyết định cập nhật hóa mới nhất liên quan đến nội dung cuốn sách. Mời bạn đón đọc. ",102.000,,,,,,,,,,,,, 660.00 gam , 16 x 24 cm , 2070040000177 , 09/2009 , Kinh Tế , NXB Tài Chính , 508 , Bìa mềm ,,
